track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
0QcDlb3cYvbVt3LvZE63Kx;No Never;Sean C. Johnson;25;0TGe7hdWtKQn7wplvLME3D;Simply a Vessel, Vol 3: Surrender All;2012-04-03;Gospel Neo Soul;2wP2UAYC4Nqb6oUXkMJlAz;r&b;neo soul;0.681;0.641;-8.088;0.18;0.281;0.0;0.103;0.666;81.029;194815;Menor;A
6ZbiaHwI9x7CIxYGOEmXxd;Beast;Tungevaag;52;1Zx6djdveDkq0CBg3qUZ6N;Beast;2016-09-09;EDM Trap;7CEEEMKV41x0RlFCXWdvKF;edm;pop edm;0.569;0.789;-4.607;0.123;0.564;0.0;0.294;0.603;160.014;198012;Mayor;B
2XU0oxnq2qxCpomAAuJY8K;Dance Monkey;Tones and I;100;0UywfDKYlyiu1b38DRrzYD;Dance Monkey (Stripped Back) / Dance Monkey;2019-10-17;post-teen alternative, indie, pop (large variety);1y42gwI5cuwjBslPyQNfqb;pop;post-teen pop;0.824;0.588;-6.4;0.0924;0.692;0.000104;0.149;0.513;98.027;209438;Menor;F#
6uSSupG4TMu3vW8QgynAB6;Startender (feat. Offset and Tyga);A Boogie Wit da Hoodie;66;6qx6AMrns8Ruk1FinKg2qK;Startender (feat. Offset and Tyga);2018-12-14;Chixtape 5 - Tory Lanez;0UXwwVDipbBQeEX7h4YuKU;r&b;urban contemporary;0.736;0.622;-4.653;0.133;0.0235;0.0;0.151;0.506;191.971;192779;Menor;F#
3JyvSSU0VnlMUsQckyEVfX;Darkside;grandson;60;6puy3Q1mjuizTB4i91Xorq;a modern tragedy vol. 2;2019-02-22;2019 in Indie Poptimism;16RNbqnNCCLlBJti7JU5nc;pop;indie poptimism;0.497;0.701;-6.834;0.119;0.000568;0.000287;0.352;0.18;76.918;229531;Mayor;G
6aGqqVUErxLRSBSRqvtSp9;Mi Consentida;Akwid;30;3fSdNQOTJnz91arqn4yOBC;Clasificado R - Director's Cut;2010-01-01;Chicano Rap;3o3xRXWMtBMezk0E3wmtGI;latin;latin hip hop;0.73;0.679;-5.113;0.306;0.593;0.0;0.0812;0.188;92.854;263760;Mayor;G
546QTayX6j4GcZsfTRrVnL;Remember the Name (feat. Styles of Beyond);Fort Minor;51;6RRIOtRUqxiVp1Z4F7QBjd;Petrified / Remember The Name;2005-10-04;Hard Rock Workout!;5nQrMpkyWmxPX0gk74htMk;rock;hard rock;0.688;0.835;-4.162;0.0911;0.0583;2.87e-06;0.0795;0.88;84.858;230493;Mayor;G#
5sc7wXrjQWsg1H9LGI4RaG;Every Little Beat (feat. Allie Crystal);Anthem Academy;0;3vqVOrPw7EoPhUCspg0QYo;Every Little Beat (feat. Allie Crystal);2015-06-15;random playlist that can't decide its genre so go ahead jam along with these catchy tunes;49qyKvg6UAQAvIMUIGMnP3;pop;indie poptimism;0.721;0.871;-4.164;0.0255;0.0455;2.19e-05;0.118;0.601;109.983;193829;Mayor;A
7C39RtGhnEw7cyf0Pyw7PV;Saint-Tropez;Post Malone;48;3KziODx7ieQTgYCVrS6nBv;Hollywood's Bleeding;2019-09-06;GTA San Andreas Radio Los Santos;6m0BqpJfSP2m5xCOFjDRHw;rap;gangster rap;0.617;0.684;-3.618;0.0439;0.0545;0.0;0.104;0.295;132.113;150867;Mayor;C
5hYEaLnayI7QbBV9vXyu5Y;Maybe One Day;Blu & Exile;36;1EXBIXnbaOZx2ydlsGj3K8;Give Me My Flowers While I Can Still Smell Them;2012-09-04;Smooth Hip Hop;7ozFIvz1bE1HPgQTUl5qfT;r&b;hip pop;0.508;0.602;-8.205;0.268;0.197;0.0;0.289;0.39;96.844;236466;Mayor;C#
