song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
3QEqBKFS8boYIAELBcHUnj;LATIN FLOW MIX - Música Cristiana🎵;396llvvFOIB9jgPg0kqNDb;Latin;latin hip hop
5d1fRO6RYAtbPPgbpSHnlA;Intro to Indie Poptimism;6Ylmweq4pT7j3ScIv5uq1c;POP;indie poptimism
7ce20yLkzuXXLUhzIDoZih;Pop Hits 2020;5TDtuKDbOhrfW7C58XnriZ;r&b;hip pop
6mQpBTqZ2Q10lJmds8niP7;Indie Poptimism;21nxmipQe5xtXoHHPaYfnY;pop;indie poptimism
1pv56nYCgJLR0qLdO5Ns54;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;R&B;hip pop
5vywtoD7fO1CP0B2wtm6I6;80s Pop & Rock Hits and Album Tracks;0XOIK4m26aeYSD61E5nSVW;rock;album rock
3y4YUioQQVCZriM2RjZIik;Urban Contemporary;4425cRh83Uzor4qCRfM9lb;r&b;urban contemporary
6AaeSJvLxywnQAKmJeGoWF;Trap Luv;37i9dQZF1DWTLxOkM7PwUb;rap;trap
54s7NH3Lnu8nlrX08VPwFI;Supernatural Classic Rock;6oghIlByD49KFGNmNU8GSH;Rock;classic rock
3dbZ20KRvbye5m9bd9NWtj;Best of 2019 Dance Pop: Japan;37i9dQZF1DXdOtZGKonFlM;pop;dance pop
0J6PbnvCKcBWhnPzN2IBId;The Edge of Indie Poptimism;5vIdb67lQcdFwoVkE4UMep;pop;indie poptimism
2cooNqkhh52uvZJeHTHUm4;Hip Pop 2019;3tmx4p5RGlOV1AapXOt1Ze;R&B;hip pop
7CVYxHq1L0Z4G84jTDS6Jl;permanent wave;3uFyGoayrP71xS6T6Y8Bh2;rock;permanent wave
3dAxzv7hkxipbuWJaOMzAl;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;pop;indie poptimism
5J1c3M4EldCfNxXwrwt8mT;latin hip hop;3nH8aytdqNeRbcRCg3dw9q;Latin;latin hip hop
3f6rlmQJ5pumaycQCbTPIk;Dose Trap;37i9dQZF1DWWlW7KLhEhCZ;rap;trap
78G01XpFmRAOGE4o8KFlzD;Russian Gangster Rap;0u0qLLE8MZc679RZWCk1TT;rap;gangster rap
6iGSLWmAj6E4GGnSzLxBJf;Oldschool Gangsta Rap 👑;0t9TeyXE2mWe70JT3YwSoH;rap;gangster rap
5xka4Z5fOoXt0v9Qxpzh6t;Best of New Jack Swing;63Y9Sk7Twusm6ZNssHxKaa;R&B;new jack swing
0vM2JGnMt1wBsufvvVrgDi;Gangster Rap Workout;0ZRwrJ2EDGyKR6YgQPWXeO;Rap;gangster rap
1IJXwbwbldrL3Cb39WHEJZ;New Jack Swing | The Best 👌;3m4z6komWDtKly3Q1FvFmN;r&b;new jack swing
4Sdp10fc5XgHxL1VaiMVYN;Hands Up‏‏​​   ‍;1lSdljPk8zcAdXVMUduDia;edm;progressive electro house
2KJqiS9F000M9oG7d1Fm47;Waves Pop and EDM;64k01l4j6QtnZ8jMaI84AA;EDM;pop edm
7mzP1H0tpLX84LJbpJtD9D;Hard Rock Workout;5nOO372uzpOM5rB2bRWfkp;rock;hard rock
57ogj5vevbzdRtC8Ng2Rtx;LATIN FLOW MIX - Música Cristiana🎵;396llvvFOIB9jgPg0kqNDb;latin;latin hip hop
3aRiplMITqwiQdqxm4gXl0;Southern California Hip Hop Primer;206vi9Q0p3juAU73flxPsz;Rap;southern hip hop
1UIutH0tnqnflhUat1Q6Bz;Indie Poptimism;21nxmipQe5xtXoHHPaYfnY;POP;indie poptimism
7bIQeY33PkduZRmR3h9BIY;I didn’t know perm stood for permanent (wave);3e6gYPyrTbaB8BWgSHCt5j;rock;permanent wave
4Ao4XHlqBTKsCil8R6e8fD;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap
7IDKIfRltN07TdsdTVtRHh;The Sound of Indie Poptimism;7nHgmv7uyIA1KHj6qTttjH;Pop;indie poptimism
0TF3F5Lw5apoD1zvR8LikO;Classic Rock Legends;3NcxM1LJJdua8AcRxtijNY;ROCK;classic rock
1RkOJtrrYNeF5DLVtx0CG4;◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance;0Hr2h94pKN8QAGVAgD6BsD;Rap;southern hip hop
6NkGl2nBsVpQcxvXKg5dvq;Lofi Hip-Hop;37i9dQZF1DX36Xw4IJIVKA;rap;hip hop
0fea68AdmYNygeTGI4RC18;Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop;46Cl6dmeiylK6TRGXr7hHe;pop;post-teen pop
7smCjIc7MoUM4ay55LQrdu;post teen pop;45AKTTGQEfYgAyidW5hucn;pop;post-teen pop
3rDvnBhpYg0pwViWJnNvNb;Gospel Neo Soul;2wP2UAYC4Nqb6oUXkMJlAz;r&b;neo soul
3P6fS71hWhZvOnnxQojJ0Z;HIP-HOP: Latin Rap ['89-present];5fWgI0IJ1el5NB1sZ0Egsx;latin;latin hip hop
2dpaYNEQHiRxtZbfNsse99;Hip pop;1Sc7bobknESH7SXQcnmoX5;r&b;hip pop
59VfSMPf55wSYTdZjQCHN6;REGGAETON ANTIGUO 🔥;42E6uFhL4e2nXmbmeigwXb;latin;reggaeton
12G1TYIfbpvC0mdFFn4Pbg;Minitruckin Playlist;0VVH2Nzj6kBVGK3WIUQMAw;RAP;southern hip hop
30MFmjElHOCOhfu6q48Wtv;The Sound of Southern Hip Hop;18jT9NMRZifv6cMtK2jWD4;rap;southern hip hop
5C9n2A1V6nNyZY9DhOZTue;Academia Reggaetón;37i9dQZF1DXd8p9XRfIfUn;latin;reggaeton
0g21KZ1XJuhwexWPLpuEt1;Indie Poptimism;1pZWCY50kMUhshcESknir8;pop;indie poptimism
5WHTFyqSii0lmT9R21abT8;Post pop teen;222nc9tKxKhfZ2GBrOpwH3;pop;post-teen pop
7C5XOHS3FXH8PWbAB9WdWS;Swingbeat (old skool), New Jack Swing, R&B, Hip Hop, Urban;3krpccUV68nBGAQbvHEZDC;R&B;new jack swing
6eTttws0dMm4TijCy3YRC4;Latin Hip Hop/Freestyle;2MYEUjX0YAI9dxrBDzoCK7;Latin;latin hip hop
5Hroj5K7vLpIG4FNCRIjbP;Intro to Indie Poptimism;6Ylmweq4pT7j3ScIv5uq1c;POP;indie poptimism
59oP06RoBps6bvbvSQ1Zee;Hip Hop Controller;37i9dQZF1DWT5MrZnPU1zD;rap;hip hop
3CSpzkoL1XgDBZ1q9aDCUV;80's Songs | Top 💯 80s Music Hits;65HtIbyFkaQPflCa4oW8KO;Pop;electropop
3KekO5WUfJsh7kYU9o2w50;Urbano: Latino Vibes;0VsVywryrqLhHmsVFVcOAg;latin;latin hip hop
3XNgsPXO4e9rrR17sj8xAm;Latin Village 2019;3JcJCsvBnRsA6oc7eUYDSB;latin;latin hip hop
64yrDBpcdwEdNY9loyEGbX;Dr. Q's Prescription Playlist💊;6jAPdgY9XmxC9cgkXAVmVv;pop;post-teen pop
0HRSsZiisdMuUrWhzb8ewK;RAP Gangsta;1Z1gW89x4MSBjkvVjGg7DQ;Rap;gangster rap
2TD9wVSR6dKi7R0arHRFWT;Groovy // Funky // Neo-Soul;0JmBB9HfrzDiZoPVRdv8ns;R&B;neo soul
12MDB5ARcX4wYVS1RnnRA1;Gangster Rap Workout;0ZRwrJ2EDGyKR6YgQPWXeO;rap;gangster rap
0FDzzruyVECATHXKHFs9eJ;ELECTROPOP🐹;44p8nNLe4fGfUeArS3MaIX;Pop;electropop
6V775dYuMO5BKjo9C3nhqL;80s Pop & Rock Hits and Album Tracks;0XOIK4m26aeYSD61E5nSVW;rock;album rock
0AA6zq5ArZ1sSH7VIMi4NK;90s-2000s Southern Hip Hop / Crunk;5wsWBmQgDtKa8CEg7wTEMi;rap;southern hip hop
7uYl7xgDeAOHP98obvrJvB;post-teen pop;4TvZA7Pml7mHLgbwNomlnm;pop;post-teen pop
18pFjD6zwF9OculQkB9YCW;🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥;4GSiiL8tcMgvoV7K1IADb8;Edm;electro house
0XPZzPRsYxxsVQCQYb6IEH;New Jack City;6RLvj5OnEuPzI1P02KwnzK;r&b;new jack swing
5u5MvmVtitax9R1Mxh3reC;Reggaeton Rewind;37i9dQZF1DXco4ODkIraMD;latin;reggaeton
77NNZQSqzLNqh2A9JhLRkg;Classic Rock;5BygwTQ3OrbiwVsQhXFHMz;rock;classic rock
39Gb80bu5xF0rQtAxTxUS1;Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖;2kY6lVc5EcVfI5WNKmPQQG;LATIN;latin pop
6uaVCl05ErStzx4alj2Qeq;Chixtape 5 - Tory Lanez;0UXwwVDipbBQeEX7h4YuKU;R&B;urban contemporary
6O1tLGD9D6TDW3Py6Gw4lX;90's NEW JACK SWING;0dmInkymNnOTWvEFamSNzb;r&b;new jack swing
6u8epWzzk3CsJ05sqExF6T;Dance Pop;0B2HdP15IucgE0vk3sluJR;Pop;dance pop
5Uf6OfGfz436zAegn1kui6;HARD ROCK CAFE;55ybnG2z8rpTIerRfnCsw6;rock;hard rock
4OLNZ3wmdoMpAjlIXsEEBV;Rock Hard;37i9dQZF1DWWJOmJ7nRx0C;Rock;hard rock
6h3NfvlWed8jwv1xECzQE4;City Pop 1985 シティーポップ;3j2osvmecEao5nmo9jZ5df;Rock;album rock
2BzxBQSZ4KERJvuNpeJatT;New Jack Swing;3ykXidKLz1eYPvuGoFlD1e;R&B;new jack swing
6MZYWdxGka0BnG3KYO739d;The Sound of Indie Poptimism;7nHgmv7uyIA1KHj6qTttjH;pop;indie poptimism
6QDbGdbJ57Mtkflsg42WV5;’80s Hard Rock;37i9dQZF1DX68H8ZujdnN7;rock;hard rock
5C0ivQMxes2lWuOANhvVAm;Electropop;2Z5cPJ6Z4EVZAfF08amjvL;pop;electropop
1e9oZCCiX42nJl0AcqriVo;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;latin;latin pop
6pqawkYEUzzuKve6QNfBaT;Classic Hard Rock;1gAeQGQ7hr2q7IYmaejDW6;rock;hard rock
1ESuT2y9AKu1zMdxq47qW5;80s Pop & Rock Hits and Album Tracks;0XOIK4m26aeYSD61E5nSVW;rock;album rock
1gNrhuOhbyF2YPuFQPvDob;GTA V - Radio Mirror Park;31R7Gd07KsDafqJEeL4Hqr;pop;electropop
0fUeXvuwXDKRNqvrxveHWF;Blues Rock;56dbowk1V5ycS5jW7DSvi5;Rock;classic rock
1x1tGzVEM8m3cPVcn5lXHw;Pop / Dance;6mXh8CUBMBsBUu88a4eAQV;pop;dance pop
33tNYw9oMtSkGe27NpgS64;Chixtape 5 - Tory Lanez;0UXwwVDipbBQeEX7h4YuKU;R&B;urban contemporary
3HVWdVOQ0ZA45FuZGSfvns;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;LATIN;latin hip hop
5FKaV2J0xiwRENDsl0bMn4;Urban/Trap - Contemporary RAP;5CK0fshHcik1vWyeCc0zat;r&b;urban contemporary
5PsMbxhgWpJMsouEfDTX6r;Pop Hits 2000-2019;6mtYuOxzl58vSGnEDtZ9uB;edm;pop edm
48ZUwXrEOhaXLCxvmRYhZv;Minitruckin Playlist;0VVH2Nzj6kBVGK3WIUQMAw;rap;southern hip hop
27NMijOsYBVeU4RTQoCfE4;Epic Bass Drops | Best House Mixes;4IS7o1utOzhimFEFnj9gmu;Edm;progressive electro house
1S7hEPenrIVKVTuEjtXKz9;New House   ‍;54XvQQsViMBwjO1ws2o2wx;edm;electro house
2TrzgfBaSP387EEFDgG4FW;MIX LATIN POP°;6IS6XTdbS9qJZgfjNKgpB8;latin;latin pop
0EJlpO8Z5Vqy4phgcqU84V;Christian Dance Party;37i9dQZF1DWUUPO0Sbx2CM;pop;dance pop
6cfvxVx2PZFSFeghhmciy6;90s Hiphop / Gangsta Rap;5yGuoOwRQF3o8NVRRlvCj7;rap;gangster rap
17vw87cdrPSRkeB565wJH5;Rap Party 24/7 Radio / Gangsta Rap;4sGnz2x5tbHE2YlW1nemfb;rap;gangster rap
2Up5Gs5EJeAPeR3Ce5Aspi;Soft Rock Drive;37i9dQZF1DX6TIU4D13lOY;rock;classic rock
7xKNLe9qqIIEW3I83x4crd;This Is Guns N' Roses;37i9dQZF1DX74DnfGTwugU;ROCK;album rock
52NDiMzHuel7dLzcUqcmJd;Gym (Melbourne Bounce/Progressive House);5BqOZpVEqRDfZScvW1QUyA;edm;progressive electro house
7lPYeA9mG7nsokze71Da2L;Alex Workout;7fRlDx99wBg6i45OCvxwKY;edm;progressive electro house
2mKouqwAIdQnMP43zxR89r;Hip-Hop Drive;37i9dQZF1DWUFmyho2wkQU;rap;hip hop
5rIq9qIH2NERKuolO6CNEz;Saxophone in Hip Hop - R&B Lounge - Jazz Rap;2ujrP2rPxu8ao7wNeG1ZOY;r&b;neo soul
2xmrfQpmS2iJExTlklLoAL;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;R&B;hip pop
6EQ4orawx8eo0aXH0pOKLE;Southern Hip Hop;4lcyWQDOzPfcbZrcBI3FOW;Rap;southern hip hop
2cFK03sObtI6AK3QKeOT5g;EDM 2019;1T0ed6Mg0QIruHvcoWWIKy;Edm;pop edm
7ezGYRSrMOywKamZ0LPVwR;random playlist that can't decide its genre so go ahead jam along with these catchy tunes;49qyKvg6UAQAvIMUIGMnP3;Pop;indie poptimism
2CVEASRFkXIaa9xAM2vPTw;Electro House - by Spinnin' Records;4pVZ70y8vzzkn2GVwQbQw8;edm;electro house
5y788ya4NvwhBznoDIcXwK;Permanent wave;0tOy7ZY4E2PadXIyj8zU43;rock;permanent wave
03AOspIZ6HveZ0fsB9bUGG;Hard Rock Workout;3YouF0u7waJnolytf9JCXf;rock;hard rock
72h0DNOOO4HLaZHOW6cW7t;Supernatural Classic Rock;6oghIlByD49KFGNmNU8GSH;Rock;classic rock
4KX39APEOO2EgiZFkcJOfR;Hands Up‏‏​​   ‍;1lSdljPk8zcAdXVMUduDia;Edm;progressive electro house
2Oaq2Q6JFS1xIXGL9TVryY;Hip-Hop 'n RnB;0275i1VNfBnsNbPl0QIBpG;rap;southern hip hop
0XwqQVQa5FtszANrM2Oyeo;💊ELECTRO-HOUSE-TECH💊;0AFYmoSuoMQiGGjzvBwr6u;edm;electro house
2xeiAqqHWYXQMWk6s2aQdw;DK rap;37i9dQZF1DXdhDukKQ88Cc;rap;hip hop
6hlgx0DEqPvQPd6dBpt5hV;The Edge of Indie Poptimism;5vIdb67lQcdFwoVkE4UMep;pop;indie poptimism
7nPUcqreo5DP2dz5dauBGI;Russian Gangster Rap;0u0qLLE8MZc679RZWCk1TT;RAP;gangster rap
4kM2u3kyUDSVrL4yfDoXdp;Vibra Tropical;37i9dQZF1DX3fXJqxGjuEP;Latin;tropical
2FKsGoYghIBDdxsXXBIfJg;Sunny Beats;37i9dQZF1DXbtuVQL4zoey;latin;tropical
5QH3pNXpDzSIMziqX9lL1l;Permanent Wave;5Go0Jsxj1UnsU7Om841BEo;ROCK;permanent wave
6oyeeA0sHwHM1pPpZaIsrD;Rap Party 24/7 Radio / Gangsta Rap;4sGnz2x5tbHE2YlW1nemfb;rap;gangster rap
1BVTXeq3Hv4K1QamHvrt6A;Dirty South Rap Classics by DJ HOTSAUCE;0tLHH1C4HkWEUCXXSSjbOe;rap;southern hip hop
2wzMOVWqLMBNx7wVvJ7tt0;Minitruckin Playlist;0VVH2Nzj6kBVGK3WIUQMAw;Rap;southern hip hop
0VETcdLJtf6qpkj7aKPBJ9;Electro Posé - Discoveries;6nZaTh6K1SwhdELFTmA99C;Edm;electro house
3YBZIN3rekqsKxbJc9FZko;Hard Rock Classics 1967-1991 (Party Edition);1NIX36ZFWEtgXSbSNghoue;rock;hard rock
1G2y3ckwnDX4IOiemPOXEW;random playlist that can't decide its genre so go ahead jam along with these catchy tunes;49qyKvg6UAQAvIMUIGMnP3;pop;indie poptimism
0sf12qNH5qcw8qpgymFOqD;Most Popular 2020 TOP 50;1fqkbjEACMlekdddm5aobE;r&b;urban contemporary
41RSRxdVqnSWlL9Glx95fG;PAROOKAVILLE - Big Room;6vbHQdtfmexb0ptmBSpemm;edm;big room
4Svpc4QRvDW0J34AE30S9c;urban contemporary;4WiB26kw0INKwbzfb5M6Tv;r&b;urban contemporary
5l3CML2OnzfNs5RfVgbcLt;2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS;2DjIfVDXGYDgRxw7IJTKVb;Edm;pop edm
3n69hLUdIsSa1WlRmjMZlW;Indie Poptimism;7Ic1UwucK3ozdycPBIPVSR;pop;indie poptimism
7bF6tCO3gFb8INrEDcjNT5;Trance Party 2019 by FUTURE TRANCE;2yofeyPwe0ZNmJHTrGz2Qt;edm;big room
48PG7tNmMOEcyTKXpP3ti0;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap
294vBlXfZYspeI29SXZaON;Pop Hits 2000-2019;6mtYuOxzl58vSGnEDtZ9uB;edm;pop edm
7gcp21g7ILJy0Doa1bJh0L;80's Songs | Top 💯 80s Music Hits;65HtIbyFkaQPflCa4oW8KO;POP;electropop
44RqvvU9FeCjcPHZz50jLO;VidaLoca - Latin / Raggaeton / Hip Hop ©;7EPbNmUW9nkRplDLSN9te4;Latin;latin hip hop
1130yH9cDY39Onu6HDYFYP;Southern Soul BBQ Mix;3nTS97zUqxJBQeiXNRs963;rap;southern hip hop
6brl7bwOHmGFkNw3MBqssT;90s/00s Hip Hop & RnB;0Ar0Ng9DlAWZtSPBvOQgOa;R&B;hip pop
4iANxSIDT3kGekiquMSAgT;Brisa Pop;37i9dQZF1DX2vsux22VuNL;r&b;hip pop
5nLJL6DLanZaAq8DVkBs62;Trapperz;37i9dQZF1DWUmxBdWX3Pp4;rap;trap
1NHmcD7dVRn3RAB98wcgIa;ElectroPop 2020;4frhr6RQM2fMOm2mpvOVo6;pop;electropop
036GQb6SETOJJG8BxJTNxc;Post pop teen;222nc9tKxKhfZ2GBrOpwH3;POP;post-teen pop
0805juC23Tu4an79SGgLjM;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;r&b;hip pop
4NmKZBGuNIvNcuaPfu9SU9;Latin Pop antiguo;4BmnnqWEQAamNoVjtjrQJP;latin;latin pop
1BltsyC5W3SAABdxyrDXwi;②⓪①⑨ mixed;2bOjjgN1S3Gqd8vSMyafvJ;ROCK;permanent wave
1WUQptIPkfY3Yjf98jxigP;House Electro 2019;72r6odw0Q3OWTCYMGA7Yiy;edm;electro house
6Nabz5Gsy80XL0MJoOmgF8;Classic Rock Legends;3NcxM1LJJdua8AcRxtijNY;Rock;classic rock
7d2RpBy2qTpFnzXd5jwX5F;Electro House - by Spinnin' Records;4pVZ70y8vzzkn2GVwQbQw8;edm;electro house
2NEjPjHPuTjUqQ8MoIWi0Z;Jazz Vibes;37i9dQZF1DX0SM0LYsmbMT;Rap;hip hop
0vsRt9W2VisbZW6mqqjbp8;Permanent Wave CHDB;2foj4ZYVHRGqSd1aMqNPBj;Rock;permanent wave
6uAhZ4LBKqJgrfengXuj9z;The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.;1S7BckuYIkEazeNKOSM0uA;r&b;urban contemporary
0qTnbQeh7q3kz7UcW7kmn2;Hard Rock Workout;3YouF0u7waJnolytf9JCXf;rock;hard rock
44UYb53g0qYJyg1fe2LiA9;Hard Rock Cafe Classics;3sv5ViKoPDNnZRsklzEGMN;rock;hard rock
5qhlC4Rzals34zxovrPzKp;90s/00s Hip Hop & RnB;0Ar0Ng9DlAWZtSPBvOQgOa;r&b;hip pop
7Aq7xOKfeuF3LYUw9KThRK;Great Pops;5SO7xYih5w8X5FEpKvU7Rt;latin;latin pop
46qtEi9qJOXxmY0qel1wpN;HIP&HOP;5DyJsJZOpMJh34WvUrQzMV;rap;southern hip hop
3BiOfKaTEKs1XyM0fmqzOo;Tropical House 2020;2oivDYqm1dQK4KbwVJTaf6;latin;tropical
1LQiF6aZfnNgxerxWJRbxw;Trap Nation 🔊;5aPwKjwNHr6dnCejLcPTVx;rap;trap
5brMyscUnQg14hMriS91ks;A Loose Definition of Indie Poptimism;4ZO0wp9G8FA3X6oYNBzda6;pop;indie poptimism
7JCp9oPXLc8Akz9bZpYZ09;Trap Land;37i9dQZF1DXde9tuMHuIsj;rap;trap
4SmTU8sASXN80VKKAVuJOo;Hard Rock;37i9dQZF1DX1X7WV84927n;rock;hard rock
3zZpWgeGNhuR1ClD2JDWpr;New Jack Swing | The Best 👌;3m4z6komWDtKly3Q1FvFmN;R&B;new jack swing
43ZyHQITOjhciSUUNPVRHc;Hip pop;1Sc7bobknESH7SXQcnmoX5;R&B;hip pop
0xORFaXxl07BtES8IAJ7OD;The Pulse of Indie Poptimism;5qFXOOxrQVyS4UCq3UilZN;Pop;indie poptimism
4nI5Ep2zQKDjJl4Sol94af;random playlist that can't decide its genre so go ahead jam along with these catchy tunes;49qyKvg6UAQAvIMUIGMnP3;pop;indie poptimism
2xoVdRTViE0knGXzOXCqlg;Big Room EDM;3S03NWbWkrR1e7DPH9rf9Z;Edm;big room
4P38HiuaPb53cRh2yVroIV;Indie Poptimism;21nxmipQe5xtXoHHPaYfnY;POP;indie poptimism
4BP3uh0hFLFRb5cjsgLqDh;Dr. Q's Prescription Playlist💊;6jAPdgY9XmxC9cgkXAVmVv;POP;post-teen pop
7sjwaBQ6M3aVigYfBjm1sL;Locker Room;37i9dQZF1DX8SaiEt4OVJw;Edm;big room
2TBhRXwBxfIJwhrB9gLlnn;Afro Psychedelica;37i9dQZF1DWVyizF9BJ61m;ROCK;classic rock
1H1f6It40uwEDpgjnRcQ4a;The Edge of Indie Poptimism;5vIdb67lQcdFwoVkE4UMep;Pop;indie poptimism
2AoJ1NSLrqfppo6oT5Bqc8;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap
4bZepcfOPD8rvjwRd04IqD;The Edge of Indie Poptimism;5vIdb67lQcdFwoVkE4UMep;POP;indie poptimism
0P4wupoasH0Pj0cuvwaIwN;Dirty South Rap Classics by DJ HOTSAUCE;0tLHH1C4HkWEUCXXSSjbOe;rap;southern hip hop
4FIUGSvwYUNiacopdF94Cf;Contemporary Hip Hop;68y3WoFJMMKDHUIpqCnoM3;rap;southern hip hop
50RJdoxw8iajGNtHQe6QeS;2015 songs;6UJw1egIcZVfrBmcKs5uHH;edm;pop edm
0gxkqxGiLg1ylKzgToCcHY;K-Party Dance Mix;37i9dQZF1DX4RDXswvP6Mj;Pop;dance pop
0ZU0XSkAUFqHxiXDMU5FzB;Minitruckin Playlist;0VVH2Nzj6kBVGK3WIUQMAw;rap;southern hip hop
2s76aKBWKShlwPC4xTtEEE;Chillout & Remixes 💜;4NlAd9NpIa92IjErMyAriM;POP;indie poptimism
0i5el041vd6nxrGEU8QRxy;School Dance 2019 (Squeaky Clean);0SqaMfNsngZCpPw0UuelA7;latin;latin hip hop
3tyUh8UpK0PVu00AjbP1UG;Neo Soul / Modern Jazz / Smooth Hiphop;07SNJ4MwYba9wwmzrbjmYi;r&b;neo soul
