song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
6rsQ3AtnyQKTQCcIN7NwjW;@deniceemoberg EDM - POP REMIXES;2fbrY1tuoW8Uji14H7623k;edm;pop edm
4C2xWkpiO3sUaedG1VsdFq;New Jack City;6RLvj5OnEuPzI1P02KwnzK;r&b;new jack swing
2jx9VNmPInE1d2m2T9eotT;House/Electro/Progressive/Disco/Lofi/Synthwave;42jbIN5Zj0UUPdtmqxQRKF;Edm;progressive electro house
5eKwaeINlNEX3aMlfpmUtw;This Is Janelle Monáe;37i9dQZF1DWVT93EW7kPT9;pop;electropop
5NHn7UwIgpLQls7LhwF955;Electropop - Pop;5TiiHps0hNCyQ6ijVkNZQs;POP;electropop
2dURQIBrw3XcHyVZlfdpC1;80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds);1oReEujyWpQv2OX68BVPPA;latin;latin hip hop
0i00AL9toLfJeb4VlWLvSi;This Is Gloria Estefan;37i9dQZF1DXarsfY89zXC6;Latin;latin pop
2UjEyfnKzaY7qpBEeESJjv;Indie Poptimism;21nxmipQe5xtXoHHPaYfnY;pop;indie poptimism
5qVUca7SlFqCoo4sP3AyOx;Brisa Pop;37i9dQZF1DX2vsux22VuNL;r&b;hip pop
0dowxVQPIR50MS1lqLE0om;New House   ‍;54XvQQsViMBwjO1ws2o2wx;edm;electro house
1wdAd6JuFOaFfLbzNXPR0Y;Trapperz;37i9dQZF1DWUmxBdWX3Pp4;RAP;trap
7fOa2YngldFhZpkPpQVwpb;90's Southern Hip Hop;2NMW1nwQYSVlXd26uLenX6;Rap;southern hip hop
3U9yv46nVSn3PkLsVcNIcA;Locker Room;37i9dQZF1DX8SaiEt4OVJw;Edm;big room
6NydsCI8SeWONQQURZ4NRW;EDM House & Dance;5CTzufLc0f6MufjKYrIaoO;edm;pop edm
0EQeui6OBMzqJ3Z3wCOzZh;Dance Pop Hits;37i9dQZF1DX6pH08wMhkaI;Pop;dance pop
7tyCCjJJ28l8QVZ72URf8h;Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s;4QAzO1Z92yqqD6Mf3mOANu;POP;dance pop
7JMUHcnjYWMGez9qWsgoQc;Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House);73uj4YmsC7SJ6SbUMTvf07;edm;progressive electro house
4CWy5RH0DiSJtOUCcqKjbX;Groovy // Funky // Neo-Soul;0JmBB9HfrzDiZoPVRdv8ns;R&B;neo soul
2Ec33AVlkTTq8BHFgBTdQs;Global Top 50 | 2020 Hits;1KNl4AYfgZtOVm9KHkhPTF;latin;latin hip hop
6TQhkKtAYF0ThRLNJMQaVZ;big boom room — TOMORROWLAND EDC EDM BIG ROOM AMF ADE DANCE TRANCE HARDWELL TIESTO;2oalsaFUockoPf1DU3wrL8;edm;big room
3NivHilTTTs8SQwp51yG0X;Trap Nation;0NCspsyf0OS4BsPgGhkQXM;rap;trap
0b6Tza7ke89ya6aEV0BLzW;Top Urban Underground;4Gc9TFxlqmoe50m9Yy78ei;R&B;urban contemporary
73xcMyVkC760tH1Jkfxzd6;Latin Pop VIP;37i9dQZF1DX1QnNyJOBQBv;latin;latin pop
