track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
6rsQ3AtnyQKTQCcIN7NwjW;The Great Escape;Noréll;21;354XZ4FwIxO7dNc5o8OSCO;The Great Escape;2015-09-18
4C2xWkpiO3sUaedG1VsdFq;She's All That;Tevin Campbell;17;7Hucjo5Y8VSidz9dKnBf6q;T.E.V.I.N.;1991
2jx9VNmPInE1d2m2T9eotT;Yes, No, Maybe feat. Tom Misch;Detroit Swindle;52;6JMceOsAz0CRAfAnUaWgmo;High Life;2018-05-28
5eKwaeINlNEX3aMlfpmUtw;Oh, Maker;Janelle Monáe;41;7MvSB0JTdtl1pSwZcgvYQX;The ArchAndroid;2010-05-17
5NHn7UwIgpLQls7LhwF955;House Of Cards (feat. Sidnie Tipton);KSHMR;46;4NcSr9WZLb3CTSt1iaX30g;House Of Cards (feat. Sidnie Tipton);2018-02-16
2dURQIBrw3XcHyVZlfdpC1;Two of Hearts;Stacey Q;54;71st36nPTXAgWnEaNg9AZa;Better Than Heaven;1986-08-18
0i00AL9toLfJeb4VlWLvSi;Reach (NBC Olympic Version);Gloria Estefan;45;6D7RaPGKDvgn2s6uairNRI;DESTINY;1996-05-08
2UjEyfnKzaY7qpBEeESJjv;Even When The Water's Cold;!!!;52;3ywERU9rVKEpCQE50fQOgM;Thr!!!er;2013
5qVUca7SlFqCoo4sP3AyOx;Concentração;1Kilo;48;12uPzf8HfUdPxYLI5P0QN2;Concentração;2019-07-12
0dowxVQPIR50MS1lqLE0om;Go to Sleep - John De Sohn Remix;John De Sohn;27;5kSG2QMNAxjKdEcqMVks4T;Go to Sleep (Remixes);2018-06-15
1wdAd6JuFOaFfLbzNXPR0Y;Si No Fue Asi;Midel;55;65q7oPWAcJxVRQzrBMveRd;Si No Fue Asi;2019-06-14
7fOa2YngldFhZpkPpQVwpb;Six Feet Deep;Geto Boys;37;0RKFBA5pwzXGBvcbOkd1g3;Til Death Do Us Part;1993-03-09
3U9yv46nVSn3PkLsVcNIcA;Who Gon Stop Me;JAY-Z;9;1YwzJz7CrV9fd9Qeb6oo1d;Watch The Throne (Deluxe);2011-08-08
6NydsCI8SeWONQQURZ4NRW;For Your Love;Khapter Two;45;3pVCYDK8KqeOLTBlATRO6X;For Your Love;2019-09-13
0EQeui6OBMzqJ3Z3wCOzZh;Need You;Faustix;62;1IqpPKPKVpu1VWZ67VnHPB;Need You;2019-07-26
7tyCCjJJ28l8QVZ72URf8h;Over and Done;Joanna Crass;42;5uhdMfLSEuL5YnNVYipLKw;Over and Done;2020-01-03
7JMUHcnjYWMGez9qWsgoQc;Seventeen - Thomas Gold Festival Mix;Thomas Gold;30;450kftaR0iD0fY7lM03QTq;Seventeen (Thomas Gold Festival Mix);2019-08-16
4CWy5RH0DiSJtOUCcqKjbX;Trouble - Jengi Beats Remix;OFFAIAH;34;4bjSgHSwzKheXmr1KXyRs0;Trouble (Remixes Pt. 2);2016-09-23
2Ec33AVlkTTq8BHFgBTdQs;Futsal Shuffle 2020;Lil Uzi Vert;91;4uTOUYhLrGRKkfxfPKTkuy;Futsal Shuffle 2020;2019-12-12
6TQhkKtAYF0ThRLNJMQaVZ;The Universe Is Ours;Headhunterz;13;2854e4SMQlnuJOBa6vKNWl;Armada Miami 2016 (The Club Edition);2016-03-04
3NivHilTTTs8SQwp51yG0X;Angst;INZO;53;34yT8o727Ynu63TeOVZcIY;Angst;2019-11-21
0b6Tza7ke89ya6aEV0BLzW;Time (Original Soundtrack);"DeCarlos ""COS"" Waller";14;0w00PM6ilL5AETpAkJnqB5;Time (Original Soundtrack);2019-01-19
73xcMyVkC760tH1Jkfxzd6;Vuelvo;Cami;60;2bxfZA2NjHPCMGF9pANMzp;Monstruo (Pt. 1);2019-11-15
0TQqvGpj23b4rUVCxMuBZX;Dance With Me;Kyle Kinch;21;03S5vJ27RHYaXBOLlxUcav;Dance With Me;2019-12-27
4SJHHpKhcuXwDsCsPqshXj;El Efecto;Rauw Alejandro;78;6C8ObcezFoorqPgY2J320r;El Efecto;2019-03-15
0qJDy1QsmmnZt343XTzxQd;Can't Get Enough! - Vocal Club Mix;Soulsearcher;52;6DZRjWOhvrKPhskYeCi2Jm;Can't Get Enough;1998
1XoPyLfeY1ICagE5j8jOTm;Cyclone;Trove;50;349EUmgAplrjdYp6RujnuO;Trove;2020-01-03
3dXPYSI6qUKXKahgHbuN30;Iris;Avenza;43;710r3GsYcKB4Pxxrqx4gP4;Iris;2019-01-20
4bl1HBZliBuYpFZjWgefE4;Peta (feat. Meek Mill);Roddy Ricch;84;52u4anZbHd6UInnmHRFzba;Please Excuse Me For Being Antisocial;2019-12-06
1rIKgCH4H52lrvDcz50hS8;Lush Life;Zara Larsson;76;5YLRVHDVRw3QqWbeTGpC5B;So Good;2017-03-17
2nejvFyJeTDtMRP2nUMt0J;Abrázame Muy Fuerte;Juan Gabriel;72;2ERJFuFlmwOV0bxl8VOtdU;Abrázame Muy Fuerte;1990-01-01
5nkAJwICnwnzsriZCcastc;Kryptonite;Pickin' On Series;38;4j19jxzQmLk1Iqu8jLfbnt;Pickin' On 3 Doors Down: A Bluegrass Tribute - Down to This:;2007-01-24
3AAufodtnqwvGMzklCU7qd;Diamond Girl;Nice & Wild;45;17Z6jTLRTQJyQLivg9hwzE;Energy, Love And Unity;1987
7DBIvPoaC3Wv69Qe5II7b3;Sleigh Ride;TLC;45;4fzsNfn7gbyM2CiDF5vigi;A Laface Family Christmas;1993-11-08
5eOb0vsZDRtczatY3MEVk2;Red Cold River;Breaking Benjamin;2;7JxhYeNuCKPtidmynJ890J;Red Cold River;2018-01-05
2SpEHTbUuebeLkgs9QB7Ue;Jolene;Dolly Parton;74;5DyOxuvdSmTSNAmkfcsBsj;Jolene;1974-02-04
7CZyCXKG6d5ALeq41sLzbw;Take What You Want (feat. Ozzy Osbourne & Travis Scott);Post Malone;87;4g1ZRSobMefqF6nelkgibi;Hollywood's Bleeding;2019-09-06
3KwwE4sgCzMaKWq6QBebmX;Me Too;Meghan Trainor;72;08eweM0IZoZPCCxODbrMoL;Thank You (Deluxe Version);2017-05-12
6pWzCKTrKrwbUPzY8RLCoP;Rock Wit U (Awww Baby);Ashanti;64;4vjeaWsf9UH2ecdKXAZaq2;Chapter II;2003-01-01
1NkNSncDRaf3VSlNjQHTa8;Lento;Nio Garcia;47;59XhfJannwOnvRXiVevvno;Lento;2019-11-15
3RtPRKo0UgtDgEOr0u5jy3;To The Core - Album Edit;Julian Calor;18;3hEhjJfEAVZwTK3QJxFCYZ;Evolve;2015-04-13
