track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
0cge96qsW6ifXppeiiRIGd;How You Love Me (feat. Conor Maynard & Snoop Dogg);Hardwell;61;3kNqyGs0ClVvkU9RECw5xb;How You Love Me (feat. Conor Maynard & Snoop Dogg);2018-12-07;EDM 2019;1T0ed6Mg0QIruHvcoWWIKy;edm;pop edm;0.775;0.723;-4.095;0.0468;0.282;0.000371;0.126;0.756;104.991;194286;Mayor;C
6igsoAR6Co9u7Rq3U7mlOD;Hollywood Swinging;Kool & The Gang;54;3MRgojA0LfPka4RG7aRjsI;Wild And Peaceful;1973-09;The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.;1S7BckuYIkEazeNKOSM0uA;r&b;urban contemporary;0.623;0.824;-8.971;0.0479;0.0195;0.13;0.0491;0.574;111.356;279933;Menor;F#
5aagC9VbZrcwYUZDhgC8Ej;Rumble And Sway;Jamie N Commons;46;0N8h1NKsNeYZuuze437mxo;Rumble And Sway EP;2013-01-01;Blues Rock;56dbowk1V5ycS5jW7DSvi5;rock;classic rock;0.645;0.821;-4.912;0.248;0.106;5.38e-05;0.137;0.682;79.986;185533;Mayor;C#
0bMbDctzMmTyK2j74j3nF3;Alone, Pt. II;Alan Walker;85;700MviIgFKNTldTXmOAFOr;Alone, Pt. II;2019-12-27;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;r&b;hip pop;0.67;0.668;-4.306;0.0422;0.536;0.0;0.133;0.608;88.033;179053;Menor;D#
5KaXfDGZLSX4GQqrVbP9BS;Let You Know - Club Mix Edit;Bodybangers;37;6M0d7PUm3m65AM9oPsSuwH;Let You Know;2017-05-26;Hands Up‏‏​​   ‍;1lSdljPk8zcAdXVMUduDia;edm;progressive electro house;0.622;0.942;-1.945;0.0422;0.0497;0.00336;0.138;0.589;125.946;158520;Menor;B
6Y9hIZBYmH89U4g6yX4Etn;Aprendiz;Ale Aguirre;37;57WMqbnpp6mkEbDOpesYqW;Aprendiz;2019-12-27;Latin Pop Rising;37i9dQZF1DX8womvTyUjrN;latin;latin pop;0.376;0.354;-7.927;0.0316;0.883;1.43e-05;0.11;0.227;74.868;231323;Menor;D#
1AAbYwMYq0JE37F06XUeXA;Whatever;Jill Scott;43;21JbNB7qmJoOr03sM9dMeR;Beautifully Human: Words and Sounds Vol. 2;2004-08-31;Neo-Soul / Soulful R&B;4F3xAxHxeBwXhK6k6GPnrW;r&b;neo soul;0.669;0.557;-8.451;0.274;0.128;0.000517;0.176;0.741;170.093;266693;Menor;A#
5J1c3M4EldCfNxXwrwt8mT;Traicionera;Sebastian Yatra;8;1TnP5HDR6fxVZBIGZq6DgO;Traicionera;2016-06-24;latin hip hop;3nH8aytdqNeRbcRCg3dw9q;latin;latin hip hop;0.776;0.669;-4.933;0.0638;0.142;0.0;0.219;0.661;91.012;228467;Mayor;B
2mNr0dLMmLfkkQq4OjNQmX;Lost 蛇;October Ends;50;4paF6ifFpF7vhGwQrhnB8C;Lost 蛇;2019-12-13;Rock Hubspot;5hvf4yL105Rw6cvCP6AMjM;rock;hard rock;0.357;0.955;-3.945;0.203;6.19e-05;0.00114;0.108;0.306;90.031;213830;Mayor;F#
2hgfeYKzJIaUlrhk6oP3wc;Bailão;Meno Tody;65;7sZwY31f8pBNa5KvlFfSYR;Bailão;2019-07-29;Trapperz Brasil;37i9dQZF1DWWr5uieiPUVM;rap;trap;0.784;0.572;-8.378;0.0912;0.000194;0.0;0.102;0.768;147.046;210612;Mayor;G#
