track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
4J82lONPEFQ0P9rnkUahI3;Flashing Lights;Laidback Luke;0;3XrbXDarlptmXDPZmSSwUM;Flashing Lights;2014-05-06
2dk5HQv2V6hEVeGGlPvCFA;Sharpness;Jamie Woon;52;6ITNDvsL7pS6nv93kwHgwq;Making Time;2015-10-30
0VH48pgQmDr34g3KNp8J89;Move On;RQntz;41;1DyJWBNGwaqwLtUe0uoXV0;Move On;2019-06-28
2WHctubxf8LzrGr62cLz3d;Igual Que Ayer;R.K.M & Ken-Y;63;7CpmPDrPfeDnR4ykfM7OYE;Masterpiece: Nuestra Obra Maestra;2016-11-04
1R5hsuowHJztnQE2lvLTJq;Breaking Kind;Steve Angello;36;3dTB5I85SEZhIferVwuQcT;Genesis;2017-08-04
2v5JTeM6hSmi5wWy7jiwrI;I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy);Lil Peep;76;4BQUTZlR3OMrBorJo1ahoY;I've Been Waiting (w/ ILoveMakonnen & Fall Out Boy);2019-01-31
4PwOQxfp3bGwn1SPdkZCHI;Infinity;Hadassah;18;5Jlaxkfg948KeMck7dBCpJ;Infinity;2019-02-14
44SY0lrgMUDjPf9ltY7XW5;Celebrate The Rain (From The Hit);Sidney Samson;13;1PYH1ggcPJWVUYAcRBdvmM;Celebrate The Rain;2014-08-13
4VoXQm2FFuiTj2crflcCnd;Mind Games;Chris Espo;34;6YcE9NQPKGtvuvC5qj5hDO;Mind Games;2019-12-31
3rrO9vddarA7XWYVsomwj2;1000 Razones;Toda la Vida;35;4MljbO6FT8XQpZ18iAS1EC;1000 Razones;2018-04-10
4QYhSCxutLSRDvOwI003D3;Enough;GOT7;0;7h09nVKw1n6H86mPRBTzEL;Present : YOU;2018-09-17
1RvL7eHoeUolnQbWm2Hnba;La Vida Sin Ti;Piso 21;64;0sGGdQF7f03jwgaD9qhtUQ;Ubuntu;2018-05-11
68hsfx3ZutyxvSUCiNQ8sB;Don't Go Away;Johnny O.;0;3qKT6zR8fmblbWhQJlfRSi;ALL THE HITS;2005-07-26
1KVrHVbZrD2aE8PS8lmOB7;FALL;deadmau5;57;7n9opa0fqHrmwJ7ehcoLSs;FALL;2019-11-29
4owRIrDAJPqNWGf2SGC3H8;Mount Sinai;$uicideBoy$;68;4c883HVf99qEtZNFzprNli;High Tide In The Snake's Nest;2015-06-15
6hm4hIgn2ah34vsCQEV1ao;Hungry For The Holy Cow;Sleep Patterns;11;3E8IFWPLDa6bVnwSEJaQmr;Hungry For The Holy Cow;2019-11-30
