,Curso,Repite,Matemática,Física,Química,Biología,Historia,Geografía,Filosofía,Educación Cívica,Literatura,Inglés,Economía,Plástica,Música,Educación Física
414,A,No,82.97115021532545,75.8769929415774,88.70047425482761,65.63419815459679,68.58703020318974,,62.04918255049932,51.52265309576887,73.5492926051298,80.27012925792711,63.377111448314494,78.10001061348713,61.662565656411445,60.67194022470237
1213,A,Sí,71.59587418758348,69.68028497247661,50.8921716957371,52.81786743917496,44.32546968597196,46.82643885760808,35.088771929987956,28.31055223614447,61.95425646335726,53.95529153551309,58.39009740334406,64.6073099127716,48.60059968001581,66.67232114957874
1957,C,No,58.73686555790267,59.26396651099146,48.26822195957238,54.30321609914794,67.42116624925696,55.715213711944216,56.44197806520553,48.34025740023764,63.22866456434541,63.67598372252159,63.9477667746683,60.64747513467834,58.658372432097764,54.8279708885133
2200,A,Sí,65.4076294776874,69.26608668406178,64.88059711736668,42.32073234218975,51.30863127924189,53.90443665227189,51.03627506440628,33.99820936850337,62.92847839263975,61.71081604278387,61.219318164961294,73.52334887919307,52.03702152506482,63.92601863067747
162,A,No,74.1865408455131,62.95067556044667,67.02174787513056,63.80707312038163,69.42946578922408,58.937910617817344,56.08852936115189,61.30227775278783,61.971509940283504,61.2082343011403,65.77264977185895,65.92057978473899,55.370808131162654,52.80797309140467
1789,C,Sí,68.15682775083566,69.60415996470878,69.37617761808707,48.213218534115754,57.67192470778394,63.8496241227474,50.67742632444886,34.12904176635373,51.73426593861916,73.143622069907,62.136634717869455,55.976449774502655,56.73594183472127,71.15882365518301
1662,A,No,70.87238047536476,58.93251459253198,64.8305138111244,43.25118700748435,67.03693926663617,,55.774798917738686,51.0631080500193,78.44366863542595,63.577461614633364,51.20878198277811,86.52332504564457,58.371330019779876,55.20150632380446
2391,C,No,70.12958281132732,69.95262986338857,63.81230958928751,51.02178425472778,74.6857980881806,66.80322024081202,63.47431939171976,60.733840388438,55.749970866295996,83.62619392515518,62.85228150583682,48.12727104252907,64.11662793241189,54.38729763568116
1214,B,No,56.78110214351488,51.744969533803996,50.83203033102333,43.17189576946435,79.11581769307888,75.14200445889675,65.54326658091522,58.7806385675863,82.28277420358377,66.55797181124271,56.928151324442226,65.10704005476948,71.61126814893773,
913,C,No,83.80272962800049,69.77696714015768,63.76816537458611,58.248633217244354,66.43404731583365,65.17720184316823,54.00005420159136,45.66980873903736,54.19662425174874,62.53330106313845,71.90125587200698,52.69663230011223,59.09653942269001,
1614,C,Sí,77.37901011039233,71.53996279403307,73.96914421846719,56.401399650796115,70.35629501751973,66.58802065766557,55.65216736546783,51.99394520761005,65.24937889635555,75.00302848469344,70.88147266294598,42.40669581806841,59.7893947444473,
1611,A,No,74.08876381536352,66.93873509714388,65.51572700669969,57.46201361476943,76.50080517659902,61.62462271756696,54.57922342654604,60.602523942592846,77.26522050741451,64.03107196091963,89.22114331474162,83.51112572754374,64.70451986290239,57.86767914971521
773,B,No,68.58070288662458,64.24854310554967,55.16510501497908,59.31879093009066,78.15901696151087,,73.23686873956754,61.367342365585635,79.33334424298275,75.2127252033726,56.8099177753533,77.8411129291903,72.23671287765069,72.13043497743789
789,A,Sí,58.84887657591456,81.80906900574756,78.67040277526293,55.46000141752623,68.27738192393136,60.57834981341416,63.43775140030749,52.75600946894322,74.9121276028605,82.21088469953395,51.63569827382942,66.46032083719814,64.76484420428119,76.04806215736659
1926,C,Sí,59.67523695943208,70.03492613806335,66.00536531833326,59.26433641698348,59.72961781692824,58.512174132006244,41.957403815860864,50.202011785996106,61.34678628809398,64.25606284680396,48.97339643787903,61.39276080312114,51.071988695839046,66.52085616704991
232,C,No,68.40682083631563,61.81770992627162,57.43195527733446,45.230117636244046,61.12230946267276,66.89280030222069,55.164071100116104,63.01759582125941,64.91818333676241,57.6186078409976,57.6647661932296,65.8504129266356,63.14469828952747,69.83310432754982
1753,C,Sí,69.80294935104243,61.05169769994033,49.289829936870966,42.0799240218638,62.63614746089945,61.798463519061904,57.588529404569165,51.69452161324169,65.4655029121334,59.35826283271869,48.271710797501356,66.5441344240488,60.64132299839843,54.85524357929157
379,C,Sí,51.675288769566045,57.11888274206776,47.81261239115767,45.41036132727214,50.43421997564861,59.183946675476484,54.33069096185805,24.45732640523959,48.287685763128096,63.11015290316891,50.73046041867077,33.956454422458094,58.38437717543355,58.20651436942824
435,B,No,56.13864227384147,58.1157362496879,37.022329724210394,50.33462480880588,75.61956432212035,70.0922257883886,70.26125319927205,63.84798074208278,58.26100534332588,69.85439298294965,72.80551788907027,67.03600575693625,68.63727801545244,
1052,A,No,74.7116727412584,64.59260205436144,57.28019118898088,63.24357423519907,60.93846295624306,51.878327878624,45.48566652944692,40.08880963660163,67.2384477548135,67.47622037312719,74.94129146264308,73.77753290189139,55.40182648549601,
2471,A,No,63.188873865910516,61.03937502586779,58.02754454451058,51.41200975072473,72.79246579673621,67.24422688850947,61.13971105876964,46.94511683613428,77.22208954537334,67.31734535440944,62.87115441941793,80.2295776350162,60.64284085155508,70.79923630902042
167,C,Sí,73.8302642583809,72.02578838615872,71.8967506949782,54.10556777853071,63.695576454990515,66.04978710934287,50.94750213977846,48.79003963965872,65.32947672752223,64.63104147187862,71.3887932478437,63.98167966342808,61.08248306577287,58.34137684294462
2020,C,Sí,61.163649067927395,74.00538686043897,57.01724462058483,50.52154679373713,48.241181279342264,59.00041722762913,49.29517439563487,47.35833266420495,63.49587520564917,51.782979887144094,42.08264709955665,57.82412948558,64.38516484757751,65.92111431534165
300,C,No,77.96634616341535,66.25094173457927,64.89480437216757,62.97322763310093,108.25437509439513,93.27989863945757,95.36857807298631,76.41711492997467,69.20049511217348,80.61091971124188,93.41154032659168,47.59652341864107,93.3084787076714,63.33887812679992
677,C,No,73.77704647768452,63.48186478146978,59.753003248082734,46.93863915995643,78.8449361734244,72.24060482890121,62.677214554756844,63.9905879325763,63.21090981787804,75.48677872370024,80.44045015259226,79.41765053039259,71.00938205231068,68.45440645174082
1400,A,No,83.4133723085635,68.43349991855597,63.67662722241954,57.2593737352007,56.19022551038441,54.40575490653204,57.05589345808919,53.59833857662961,62.79892133856877,64.08399143558101,78.49941676235083,65.45164691079961,53.801913270426,80.51579959927004
1706,A,No,75.1753833095597,66.04599482925036,70.38896364492169,54.419280527518985,67.6436309269754,56.28244928288561,55.650546870712255,49.14258642039701,58.61214314181203,81.00132935432111,70.66524238217576,73.43558850418026,59.33398942368489,66.03466073142955
323,A,No,70.45218059188883,65.5532584563438,61.53424121445917,55.38359337894284,57.913700609186414,54.3171460938485,52.82883870797638,50.89072543999175,63.61279800816624,75.4997096513715,58.72114071080351,84.55462714723765,54.666871363631785,69.74425758338374
1876,B,No,43.786294184003104,41.10170027874268,48.496086076756285,34.15914006802184,65.29581925991968,65.61765294989802,55.67035474986541,53.56814352121076,71.75549411341177,53.567216790465004,53.52730256846277,77.37973920587561,68.62597933668468,
1682,C,No,64.80375122387804,58.60286231908053,59.985893706010565,59.936481059000236,59.31593877491502,53.83423643530271,59.78909148972134,44.9694102124855,59.309569256555825,58.18131717823995,48.85055563691644,78.1661758593248,55.82786373758032,72.1590930730137
1312,B,No,46.875743336165776,48.432941073579784,42.13313722859452,53.02200498331783,80.5308880711548,71.66120533180057,67.84548967964933,60.87801168914679,79.81475501934197,64.4762357132881,58.53286039618712,65.46415713977665,74.1958815107061,61.160741903695836
1320,C,No,66.3366466793729,62.919368337644705,67.73309657223487,48.70920104986989,75.06066489362652,73.62444692628468,65.79574136192488,54.428124221037045,53.001370766329515,80.82946753514173,80.3939522736055,32.34968397105463,73.06191059227582,61.70213237402754
892,B,Sí,64.0514323268595,70.68995203652938,64.7745147665063,50.84830037077681,76.37990082112783,68.40166253355792,59.7485010429081,50.79153553922965,63.808860763894735,77.25826017728535,62.435104468173854,57.789510313669076,68.31684401991143,
371,A,No,71.98364034523553,68.12814932500012,69.02232243991864,60.2354862049187,58.62277867319106,54.58304536572336,59.54638921209498,46.62987204514589,57.41304310579655,65.57763449334436,60.23675403254602,57.903392429159375,58.161189592937184,64.54365255691435
883,A,No,80.17804882057914,68.25705164742247,62.66912083908521,57.08133049397465,68.07846970816733,,57.43531166885242,50.86693531717786,72.60811163185973,74.42620177430918,81.50726745887883,86.65523054110314,58.52943928716243,52.1658704913825
557,C,No,77.23619682640759,76.85577542418778,72.5010318437151,66.51618220532191,82.0341897538731,74.29058248358841,74.40226000117345,64.76208649750765,64.1924583825442,69.54428395963987,74.97303690171678,49.56943774182224,74.7870512054315,59.09409930490706
1772,B,No,46.32129419002367,42.67669794318063,40.89000425176303,36.192178450951054,51.431802682989144,53.59536152895472,46.05717623885821,54.24139370908536,63.526682430098745,41.3357570244763,50.74205081082389,78.01001199791044,51.42661783158607,61.90106009581583
109,C,No,93.0018750216521,69.47631469469758,66.61666711857207,88.84312688984711,80.57218027387549,68.63150667470812,65.50608490434499,56.98125759948649,50.387485024958266,71.79978951901737,84.68743094829561,44.766962380678464,71.56370048113162,61.20203607489112
1244,B,No,47.79221677174201,48.51871788338164,49.05309813506802,46.527176987393055,82.51660116520502,72.24479567165163,68.92061035042096,69.71885755184081,81.74570619482066,53.01725383418213,54.48169642371536,80.01515638452217,74.5751849369674,59.565272234121935
2109,A,No,70.65417634078081,66.57784751474586,63.87508288984828,55.627396023093006,63.407116482207975,,53.61397502087185,64.57009864442894,66.74269899255398,71.32751617737985,69.70661533849672,85.26453425518342,57.76243537340731,19.47432856414317
293,C,No,69.5969953052181,72.90260051062849,64.93803581186975,63.80281669651542,68.4620281905223,57.39298457708578,67.50428170919844,56.41559782692977,60.275406465709516,63.31663956353564,63.06059959244274,84.57520400752787,55.35066672552764,
1570,B,No,71.3636744730647,66.09041659627313,68.26552287051786,60.116480725752545,77.45006684507008,64.9302210064439,57.8345597800177,58.91013321874174,71.78625887492969,77.90231866501146,64.72095257790339,70.0811173776596,68.79769048078575,98.15295254466187
1284,C,No,78.85662967283814,75.94192211908329,78.23327688049936,59.8870579634548,82.02754396584955,,81.55064064200945,56.157980113938635,59.59428723930948,87.51934510837934,68.48598338996833,56.73393395804617,70.32829183460431,61.00980482055796
423,C,Sí,79.01989823363726,78.83141964124007,56.931077528433406,60.48494883496646,45.192514720028576,,56.203232049500215,49.13113852524995,56.84008114852375,72.26971447108829,73.47572066440708,60.50390917369053,56.55874573407321,62.775920785816176
1625,C,Sí,66.98266733346175,56.25783215418394,60.27688132927781,56.40585515785304,64.56829679291391,,41.32690439936419,39.59087209530078,59.70787906602689,54.7425746424568,65.65447391456692,65.00504172202463,52.93643692908495,64.07719373427778
1685,A,No,73.0032755529206,60.435303423157634,57.9510527816789,51.35798304371894,54.5709163033589,52.142141071451654,51.442975784824384,48.07112201255956,65.72773966125939,56.10237833033537,80.13872019288733,84.0966849982753,50.45394166890628,59.83471466540343
1560,A,No,81.0622090189607,78.81995510174194,71.52714452441664,66.12588728453923,66.67391732613866,67.02754632278892,68.14190589697756,40.555128448396324,68.52093794961235,74.55363529279903,81.09235429738115,69.27814760184577,57.69648965615388,
1280,A,No,75.06714667359101,69.04319355826445,68.35768067456169,78.76097194809053,71.12130024817512,61.02764677331067,67.18300812078684,60.19857093279363,78.09301263934476,79.7910667510963,72.62469121565037,76.28647781671927,63.71885184444527,
2183,A,No,59.27156657658991,52.25647780587158,63.46923352147523,42.52057647267056,72.22490894764626,53.78385014053576,50.77788843453727,45.479319542541255,69.40324877341828,60.45880351529131,76.89276243969479,76.36337931299958,56.331434287826006,81.96133503427222
1806,B,Sí,42.59914004628601,47.78927283526494,34.03835278550711,33.9152594802209,61.600206637966465,,66.05813843660974,55.64246106924549,61.96902687084119,61.857579036044875,41.77030001306772,49.907787318631335,73.87889804081107,63.7367306137075
1847,B,No,60.55443732967632,48.44739315336019,43.57893750799623,41.306923983494286,67.63657840149462,59.10916126086005,66.39162205145665,50.324959197122546,69.36028054557278,55.65664814427909,59.30575752904442,76.45981785773486,66.25332746671087,
1865,A,No,78.94937222805476,81.58431646430725,75.88174359119765,64.01926254519148,76.0818036916915,56.50953173066452,60.107468323220665,51.39868577306561,79.11375412599774,63.55247257543398,79.0566098373206,92.21292481340262,65.61656250215262,71.12264754134173
1860,A,No,69.16322988464994,68.12266517890346,58.30300663326049,59.92504127220515,74.00517404875626,64.41794383474912,69.94855619505964,56.89624790331606,73.5723083778605,79.6707266265354,76.8358618082312,69.92009563918135,58.50399740694894,67.65439270232201
48,B,No,47.40543113067467,50.19318967249385,47.17331856328451,42.63463427893823,75.52554264546728,,58.36797856499158,56.679292376116834,63.58549715034293,56.02451894611749,55.50433007485803,58.8477492635952,60.98739325738174,73.62352022541931
11,B,No,62.172008072371554,53.88261415315247,50.6436523881222,44.052994541346116,70.62536725515587,,54.734643840258215,53.226226002380386,66.10885878807825,67.25305083638008,70.673221989566,79.63819451536648,67.07422108092975,77.3421606123169
1861,A,Sí,51.158400567598406,59.0880715528465,63.53784267967614,36.159331346761704,49.95139363463749,61.56793914853405,54.484930464603096,44.63293796656969,56.33420380381455,55.64624056019051,45.10779311488329,46.94042877713223,63.15310171993164,42.476095835935325
474,B,Sí,35.78201464719088,49.14354859311981,43.8905970578683,40.34938745041348,72.64820176288069,62.10913028198865,59.18632109817207,51.3943431198339,58.093928385044684,60.224424222895784,48.53102101864658,52.31433622792385,65.60877757853272,59.98716156876635
408,B,No,79.50481554224734,75.23500005932691,65.28016181192223,56.41683680406738,86.7269767071506,,82.11667549250436,63.733788248649674,62.00126618144202,80.0072718738333,79.36256333721973,62.636097609338954,76.23064522350019,78.76934685081652
2242,A,Sí,82.37858947965842,76.03140866673237,72.47714970256268,64.97462686669333,64.96851720872513,57.88956243354644,49.321851415763675,49.375195368040124,64.37234830354272,77.33826891123574,70.9822963469424,72.05844808501939,59.15086444813026,46.336680885304204
