id;street;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;city;state;zipcode;market;smart_location;country_code;country;latitude
3914773;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10024;New York;New York, NY;US;United States;40.78098866843437
13418942;New York, NY, United States;Hamilton Heights;Harlem;Manhattan;New York;NY;10031.0;New York;New York, NY;US;United States;40.83048086558113
5523876;New York, NY, United States;Harlem;Harlem;Manhattan;New York;NY;10031;New York;New York, NY;US;United States;40.8205636660092
28103408;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10065;New York;New York, NY;US;United States;40.76149226288676
16534156;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10075.0;New York;New York, NY;US;United States;40.77250583307369
3652120;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10036;New York;New York, NY;US;United States;40.76073131071584
28132225;New York, NY, United States;Alphabet City;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.72229703981003
21892737;New York, NY, United States;Financial District;Battery Park City;Manhattan;New York;NY;10004;New York;New York, NY;US;United States;40.70393951998095
16617969;New York, NY, United States;Hamilton Heights;Harlem;Manhattan;New York;NY;10031.0;New York;New York, NY;US;United States;40.83087729338256
24739149;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10024;New York;New York, NY;US;United States;40.78325706388173
21800445;New York, NY, United States;East Village;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.73103432234033
22727063;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011;New York;New York, NY;US;United States;40.7435285615176
16413638;New York, NY, United States;Nolita;Nolita;Manhattan;New York;NY;10012.0;New York;New York, NY;US;United States;40.72253460273301
532288;New York, NY, United States;Greenwich Village;Greenwich Village;Manhattan;New York;NY;10014;New York;New York, NY;US;United States;40.731758252711984
4267133;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002;New York;New York, NY;US;United States;40.721555291211246
16666902;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10025.0;New York;New York, NY;US;United States;40.79973830160585
12357325;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10019.0;New York;New York, NY;US;United States;40.76592485460675
13523692;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002.0;New York;New York, NY;US;United States;40.71826568333896
21159450;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10128;New York;New York, NY;US;United States;40.77669037343448
12188721;New York, NY, United States;Bushwick;Bushwick;Brooklyn;New York;NY;11207.0;New York;New York, NY;US;United States;40.690205352710535
1885826;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10019;New York;New York, NY;US;United States;40.762956512438045
21842262;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10001;New York;New York, NY;US;United States;40.75305186549438
852121;New York, NY, United States;Harlem;Harlem;Manhattan;New York;NY;10037;New York;New York, NY;US;United States;40.81393090437593
24920874;New York, NY, United States;Midtown;Midtown;Manhattan;New York;NY;10018;New York;New York, NY;US;United States;40.750879961595416
21363363;New York, NY, United States;Alphabet City;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.72934812279215
21881810;New York, NY, United States;Midtown;Midtown;Manhattan;New York;NY;10019;New York;New York, NY;US;United States;40.76738882008761
13762667;New York, NY, United States;East Village;East Village;Manhattan;New York;NY;10009.0;New York;New York, NY;US;United States;40.72940489214039
13788908;New York, NY, United States;Inwood;Inwood;Manhattan;New York;NY;10034.0;;New York, NY;US;United States;40.866098957866924
19459142;New York, NY, United States;Kips Bay;Kips Bay;Manhattan;New York;NY;10010.0;New York;New York, NY;US;United States;40.74072244717494
6277476;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10128;New York;New York, NY;US;United States;40.780417625604855
25257443;New York, NY, United States;Alphabet City;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.72469161231419
6403611;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10024;New York;New York, NY;US;United States;40.78575208091622
292047;New York, NY, United States;West Village;West Village;Manhattan;New York;NY;10014;New York;New York, NY;US;United States;40.73908037151614
18855694;New York, NY, United States;Nolita;Nolita;Manhattan;New York;NY;10012.0;New York;New York, NY;US;United States;40.72184167530674
8973075;New York, NY, United States;Midtown East;Midtown;Manhattan;New York;NY;10022;New York;New York, NY;US;United States;40.75531441501149
1180473;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011;New York;New York, NY;US;United States;40.742558223426805
29611361;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002.0;New York;New York, NY;US;United States;40.72186636127531
7699516;New York, NY, United States;Washington Heights;Washington Heights;Manhattan;New York;NY;10033;New York;New York, NY;US;United States;40.850795241126576
4509500;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011;New York;New York, NY;US;United States;40.73984112386094
17569879;New York, NY, United States;Washington Heights;Washington Heights;Manhattan;New York;NY;10032.0;New York;New York, NY;US;United States;40.84259426898839
23307751;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011;New York;New York, NY;US;United States;40.73960274365962
26871123;New York, NY, United States;Inwood;Inwood;Manhattan;New York;NY;10034;New York;New York, NY;US;United States;40.86677882326653
21838477;New York, NY, United States;Kips Bay;Kips Bay;Manhattan;New York;NY;10016;New York;New York, NY;US;United States;40.74316667152987
21311946;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10036;New York;New York, NY;US;United States;40.76036738409056
27931267;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10128;New York;New York, NY;US;United States;40.78150524680339
18793151;New York, NY, United States;Lower East Side;Lower East Side;Manhattan;New York;NY;10002.0;New York;New York, NY;US;United States;40.721459637358535
18507833;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10023.0;New York;New York, NY;US;United States;40.77709967796432
28440536;New York, NY, United States;Chelsea;Chelsea;Manhattan;New York;NY;10011;New York;New York, NY;US;United States;40.74040405041025
21799291;New York, NY, United States;Alphabet City;East Village;Manhattan;New York;NY;10009;New York;New York, NY;US;United States;40.722021384130805
3325807;New York, NY, United States;Upper West Side;Upper West Side;Manhattan;New York;NY;10025;New York;New York, NY;US;United States;40.79920834493039
4294969;New York, NY, United States;Greenwich Village;Greenwich Village;Manhattan;New York;NY;10003;New York;New York, NY;US;United States;40.73175444758009
7816449;New York, NY, United States;;SoHo;Manhattan;New York;NY;10013;New York;New York, NY;US;United States;40.722188175481705
21766776;New York, NY, United States;Harlem;Harlem;Manhattan;New York;NY;10026;New York;New York, NY;US;United States;40.80486211229877
6105742;New York, NY, United States;Upper East Side;Upper East Side;Manhattan;New York;NY;10128;New York;New York, NY;US;United States;40.78110834388346
12963341;New York, NY, United States;East Village;East Village;Manhattan;New York;NY;10003.0;New York;New York, NY;US;United States;40.72501438585146
29078405;New York, NY, United States;Financial District;Financial District;Manhattan;New York;NY;10038.0;New York;New York, NY;US;United States;40.71049974163635
5505726;New York, NY, United States;Hell's Kitchen;Hell's Kitchen;Manhattan;New York;NY;10036;New York;New York, NY;US;United States;40.76239516718383
8283693;New York, NY, United States;Morningside Heights;Morningside Heights;Manhattan;New York;NY;10027;New York;New York, NY;US;United States;40.81464142571897
8254405;New York, NY, United States;Hamilton Heights;Harlem;Manhattan;New York;NY;10031;New York;New York, NY;US;United States;40.82205037617452
19717109;New York, NY, United States;Hudson Square;SoHo;Manhattan;New York;NY;10013.0;New York;New York, NY;US;United States;40.72569444121768
