song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
2xHEAdEalJ5YcP0ur8kF6L;POPTIMISM;6lWMi4lPiiPwDqn8ZpeyAY;Pop;indie poptimism
2W2vmNmTLERMWT9XBxm35E;New Jack Swing;3ykXidKLz1eYPvuGoFlD1e;r&b;new jack swing
3QdBvvYJ9k1CES1e9aYvaA;Urban contemporary;1ZlL3IQS8eB0s0RMxz02yD;R&B;urban contemporary
7mQwxVogsnpR3h6AJLQLlR;2000's hard rock;0EmGNFBBgqLmvdQGPbgiMp;rock;hard rock
4oYN44rloSqxabqrSgIani;Reggaeton Classics;37i9dQZF1DX8SfyqmSFDwe;Latin;reggaeton
406ls9i5Ygp6YZlBCTWZAn;House Electro 2019;72r6odw0Q3OWTCYMGA7Yiy;edm;electro house
6IoKSUyNOOheJRjiuGb1ew;Los Cangri;2hTs6GuPwhmg4ApNqxWXLE;Latin;latin hip hop
37HqLVODvnooEx6KqcyGns;Smooth Hip Hop;7ozFIvz1bE1HPgQTUl5qfT;R&B;hip pop
1ZSu2nD48t0pnj0LcpdXGt;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock
4vO9dmzNRqDhFY3jD1a3P7;Classic Rock;5BygwTQ3OrbiwVsQhXFHMz;rock;classic rock
6ZAwEE4kTdtvyE66iRhFxR;The Sound of Permanent Wave;4EYSGTuqe9cVfSVpX4gtGv;rock;permanent wave
1PqETpgGlfWvkWRF4ypD9w;Supernatural Classic Rock;6oghIlByD49KFGNmNU8GSH;Rock;classic rock
3lwpE0SEaQV5DWNjqMtYEk;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock
6wBFBvGb0McH66mjLvMcyU;Epic Bass Drops;49EXQVXh5k1t8SOhmUeyU7;edm;big room
1K1TFdBh7NrDyKiwiJEmsy;Permanent Wave CHDB;2foj4ZYVHRGqSd1aMqNPBj;ROCK;permanent wave
7xjIdqgWa0rJliVs23JFqx;Chicano Rap;3o3xRXWMtBMezk0E3wmtGI;latin;latin hip hop
2YKnKXUeGERi9yCLTO2C3t;New Jack Swing;3ykXidKLz1eYPvuGoFlD1e;R&B;new jack swing
0sf12qNH5qcw8qpgymFOqD;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;latin;latin hip hop
3e9HZxeyfWwjeyPAMmWSSQ;10er Playlist;1kEczIkZH8IgaWT2BiApxZ;pop;electropop
1xznGGDReH1oQq0xzbwXa3;Electropop Hits  2017-2020;7kyvBmlc1uSqsTL0EuNLrx;pop;electropop
1EzrEOXmMH3G43AXT1y7pA;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;pop;indie poptimism
5rUTxVxfvEA4wdEecWm7el;Tropical Vibes;37i9dQZF1DXd8Gn5cSmvFy;Latin;tropical
74RFiTUWHQwWbqhVrBfKuW;Neo-Jazz Soul RnB & Afro;48AzM7l4M02DBYd2N3IFLP;r&b;neo soul
25HfgP3A0Jkh5ALR2wRG0o;Contemporary Hip Hop;68y3WoFJMMKDHUIpqCnoM3;rap;southern hip hop
6dZgwCrQ2cPERXn63jG8PY;Perreo City;37i9dQZF1DWUlCmB8llCTB;latin;reggaeton
6UnYL2ZUw8Vg40RRmFrrcI;Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas;5HmZtuuIDMtIy21kylqhx6;edm;pop edm
4J3hR8nrvYijnTjd195KG7;Urban contemporary;1ZlL3IQS8eB0s0RMxz02yD;r&b;urban contemporary
2habSXqcJGExM6JJyskY7O;Post pop teen;222nc9tKxKhfZ2GBrOpwH3;Pop;post-teen pop
0eaSdnDwPCoXMwPMwko4Ne;ELECTROPOP EN ESPAÑOL;3VfscqF7zq65IGKiYM3FS0;pop;electropop
3KPwt1LBpt1jVSHz8GXERo;Classic Rock Drive;37i9dQZF1DXdOEFt9ZX0dh;rock;classic rock
5pY3ovFxbvAg7reGZjJQSp;Urban contemporary;1ZlL3IQS8eB0s0RMxz02yD;r&b;urban contemporary
7LNI08YZRk67lg7KaPABfg;Neo-Soul Guitar;0aS9YCNTNrDiMNa9tT49RG;R&B;neo soul
5ZhKq6KBzL1nUNRmdBJdNV;Selected House;2JPzPB9jnvJLAYtmCbvZy8;Edm;progressive electro house
