track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
5dANgSy7v091dhiPnEXNrf;Put On;Jeezy;68;0U54jjqJhihezshU9t9cuO;The Recession;2008-01-01
55KhvVzqoaNEgaRTDmu6Zg;Hold the Night;Lyre Le Temps;46;1EWFmpi36vurwa8xRzye8E;Lady Swing;2010-05-17
5a6WvCvpzP3flz3ZG0aAMp;Rock My Heart - Radio Mix;Haddaway;44;1LAx7yCVbGwskdnGDof8SC;The Album;1993-09-13
6367glu3JEfj7oJ03oAe7L;Ganas de Vivir;Kike Pavón;53;1LX6lEi66BNQEV4GgxcvXk;Ganas de Vivir;2017-06-08
6xUy203RnyyOfbqf96Nven;Selfish;Dimitri Vegas & Like Mike;69;23RN2ZUUWMissFUhN7qgv8;Selfish;2019-02-15
3w6C0XDfOkE2Pkzxi9LFJl;Help;Saint Mars;42;1aevseu4cRmSeh5OQOLy4J;Help;2019-11-22
4xNRAFyADjMPrBHl4NiqmC;House Phone;Zookëper;48;5oAWyVKlqA4DG0SLo8bjYs;House Phone;2019-09-13
1rbhZEID2UYfUxECEMefyM;Quintessential;Rick Ross;21;5fwdtSABKLaSOMT3UhpWa7;Hood Billionaire (Deluxe);2014-11-24
7ewT0nLFkMD8ONbRibePr9;I Don't Care - Single Version;Fall Out Boy;59;6KOWjVP0mh5rOqmzm4tkPD;Folie à Deux;2008-01-01
7kRhodBTcAQXGoZdTEw8fZ;Me Beija Com Raiva;Jão;64;67a6pDoMKQYOKGMnmUQZbq;LOBOS;2018-08-17
2foOeJLKSvepjHEkb4NR8N;Think About The Way;Ice Mc;59;3fSQDORWIQuhjPWZOptkML;Ice 'n' Green;1994-01-01
6iYde5kza7y8wJF2Y0ELxY;Don Dada - Mike Emilio Remix;Alfons;44;6MNk9eJagLXXntZagEH1PV;Don Dada (Mike Emilio Remix);2019-07-19
0hvxqftYCZT406ElE03giM;Mad Izm;Channel Live;41;2FNK3h0iIIL5C3cKjgJuNQ;Station Identification;1995-01-01
2Kzf4lpkPkxy7DwNlvbSpp;Vulture;Iggy Pop;28;5jRBK15ic9i5C8ucN5LTx1;Post Pop Depression;2016-03-18
1apzxNzMksJZtbDBKFIsdx;Shame;Zhané;23;4wsZKe08Etc5Z1vE5fHN9M;A Low Down Dirty Shame (Original Motion Picture Soundtrack);1994-11-08
3Mong1BzxMKwTZ0SbfLdcQ;Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix;Clean Bandit;65;4CdWEwelJIofGEEjSc62N9;Mama (feat. Ellie Goulding) [Tiësto’s Big Room Remix];2019-03-08
05qPqSapbaCzJAdX681R9A;Make Me Feel Better - Klingande Remix;Alex Adair;28;7H1iy8Xm6I58QEEl8PhXkX;Make Me Feel Better (Remixes);2015-03-01
6y2qnOerYccltqScD24oEd;Wrong (with Emund);Olympis;44;1wv7RSfeff33KjcClu0cKt;Wrong (with Emund);2019-11-29
0NRtHFRrv7ELyvoAjc0nLF;Good Intentions (feat. Lourdiz);R3HAB;36;6IDrEq8aUy1Hx8D7i3U6qW;Good Intentions (feat. Lourdiz);2018-08-17
4qYHnP5AmKzXbJhciPV8si;Ain't No Love In The Heart Of The City - Single Version;"Bobby ""Blue"" Bland";58;5OkHt7JZ6HSkJH359y2H31;Dreamer;1974-01-01
6XqvFyJGdUD5IWee02ARKU;Polaroid;Jonas Blue;16;6x8gRx7RDvPckYBzPodW8w;Blue;2018-11-09
3ZrYDl1qAMSc9Hoc43AeBC;My Lost Love;Jonelle;0;2Ww2TjukMbAqsySsiyB6Pf;Metropolitan Presents Tazmania, Vol. 6;2010-06-08
1wsT0yP7uhXJ26ZqtgpEhW;You Keep Calling;BAARD;42;6j0VPDkceEpxQ0ws63JuCM;You Keep Calling;2019-09-13
7e6FvCvngX5job1PUYIIIL;Romantic - NOTD Remix;Stanaj;58;2ekHnPrPK0Fqxt0mSGDbZs;From A Distance;2017-01-27
0D3wXKkXF8EskL5ipBnYl7;Canam;Farruko;64;0IqIMx8QzEf0Y3M2dM10iM;Canam;2019-12-20
290een9dkW2WikhYNqsMgH;ALMA (prod. 0-600);Ysy A;56;7vpRavovNYZYzEOieN5pvU;HECHO A MANO;2019-11-11
4a5D25KuAhGNd0eukchuph;Girls Don't Like Me;Wett Brain;43;2v7Ow3Ltr1nQIxWklKmDRf;Girls Don't Like Me;2019-12-14
4P90OxmWTJI5uAt9e65lMV;Love Is Like Oxygen - Alternate Version;Sweet;38;3VB90nLVTry4FPkYrSJzZw;Greatest Hits (Alternate Versions);2012-06-12
7EEaV81pUNKvqsTrEHGoQH;Erase The Pain;Palisades;61;3OTWWdNFbxGzWTJBX7588m;Erase The Pain;2018-12-28
05UpUTOoVV6PVjfIhjretZ;Conte a Todos;Sango;41;5Olya3n1lRhRU7NxNihquQ;De Mim, Pra Você;2017-03-15
6YfTl5YupXOQBKiJJLrxcw;Death (feat. DaBaby);Trippie Redd;82;0wb2DaHDhLUUS5RRFa26U9;Death (feat. DaBaby);2019-11-12
6XtFdeO2jvEYWZ7ixZ2zBN;Voodoo;DVBBS;44;2nxHkoEpYTBFJwZv8Al8jv;Voodoo;2015-03-16
1UXBbmjIrxjckrbv5EfSVT;Tell Me Something I Don't Know - Soundtrack;Selena Gomez;59;6Jv7Yo0ihit4JyxvjQLUhb;Another Cinderella Story (Original Motion Picture Soundtrack);2008-08-26
068LmtzI6xJJDPfPnMje0U;Let It Happen;Tame Impala;12;0rxKf57PZvWEoU8v3m5W2q;Currents;2015-07-17
53G729jc38JTStNPNX4dF1;Nothing in Return;Monsune;52;3i7HKOoLl6nSPXaOjknDjN;Nothing in Return;2017-10-13
