song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
5dANgSy7v091dhiPnEXNrf;The Sound of Southern Hip Hop;18jT9NMRZifv6cMtK2jWD4;rap;southern hip hop
55KhvVzqoaNEgaRTDmu6Zg;Electro Swing;3Dr4NKbsFQ2m7tmPxGRroO;Edm;electro house
5a6WvCvpzP3flz3ZG0aAMp;90s Dance Hits;50cXvxgMGrvoUeLhkzCyIO;Pop;dance pop
6367glu3JEfj7oJ03oAe7L;LATIN FLOW MIX - Música Cristiana🎵;396llvvFOIB9jgPg0kqNDb;latin;latin hip hop
6xUy203RnyyOfbqf96Nven;Tropical Vibes;37i9dQZF1DXd8Gn5cSmvFy;LATIN;tropical
3w6C0XDfOkE2Pkzxi9LFJl;TUNES DANCE AND POP;3arpkhoRWXEYbdCpVAIrRR;pop;dance pop
4xNRAFyADjMPrBHl4NiqmC;Electro House - by Spinnin' Records;4pVZ70y8vzzkn2GVwQbQw8;edm;electro house
1rbhZEID2UYfUxECEMefyM;Contemporary Hip Hop;68y3WoFJMMKDHUIpqCnoM3;Rap;southern hip hop
7ewT0nLFkMD8ONbRibePr9;Dr. Q's Prescription Playlist💊;6jAPdgY9XmxC9cgkXAVmVv;Pop;post-teen pop
7kRhodBTcAQXGoZdTEw8fZ;Orgulho Tropical;37i9dQZF1DWZ8fJXMbebf9;latin;tropical
2foOeJLKSvepjHEkb4NR8N;90s Dance Hits;50cXvxgMGrvoUeLhkzCyIO;pop;dance pop
6iYde5kza7y8wJF2Y0ELxY;Bounce United;08QTrfsYYouffgnPjmllAQ;edm;big room
0hvxqftYCZT406ElE03giM;90's Hip Hop Ultimate Collection;4IG024zoaGMurhTFBkMAv9;rap;southern hip hop
2Kzf4lpkPkxy7DwNlvbSpp;Permanent Wave;5Go0Jsxj1UnsU7Om841BEo;Rock;permanent wave
1apzxNzMksJZtbDBKFIsdx;90's NEW JACK SWING;0dmInkymNnOTWvEFamSNzb;R&B;new jack swing
3Mong1BzxMKwTZ0SbfLdcQ;Big Room 2019;6SrHyxIxWfQx9ISEr6yowk;edm;big room
05qPqSapbaCzJAdX681R9A;Tropical Beats;37i9dQZF1DX1bDvyV0IkZ3;LATIN;tropical
6y2qnOerYccltqScD24oEd;Bounce United;08QTrfsYYouffgnPjmllAQ;edm;big room
0NRtHFRrv7ELyvoAjc0nLF;EDM TROPICAL;3pS63EDS40FVGYL41zAcU4;latin;tropical
4qYHnP5AmKzXbJhciPV8si;The 1950s/1960s/1970s/1980s/1990s/2000s/2010s with pop/r&b/soul/boogie/dance/jazz/hip hop/hop/rap.;1S7BckuYIkEazeNKOSM0uA;R&B;urban contemporary
6XqvFyJGdUD5IWee02ARKU;Dance Pop;37i9dQZF1DWZQaaqNMbbXa;pop;dance pop
3ZrYDl1qAMSc9Hoc43AeBC;Latin Hip Hop/Freestyle;2MYEUjX0YAI9dxrBDzoCK7;latin;latin hip hop
1wsT0yP7uhXJ26ZqtgpEhW;Pop / Dance;6mXh8CUBMBsBUu88a4eAQV;Pop;dance pop
7e6FvCvngX5job1PUYIIIL;Pop / Hip-Hop: Gas ⛽️;7ccXu2NL5YPa7PVgnQxR1j;r&b;hip pop
0D3wXKkXF8EskL5ipBnYl7;Flow Selecto;37i9dQZF1DX4OjfOteYnH8;latin;reggaeton
290een9dkW2WikhYNqsMgH;Trapperz;37i9dQZF1DWUmxBdWX3Pp4;rap;trap
4a5D25KuAhGNd0eukchuph;Waves Pop and EDM;64k01l4j6QtnZ8jMaI84AA;edm;pop edm
4P90OxmWTJI5uAt9e65lMV;Classic Rock Greatest Hits;6TeyryiZ2UEf3CbLXyztFA;rock;classic rock
7EEaV81pUNKvqsTrEHGoQH;Rock Hard;37i9dQZF1DWWJOmJ7nRx0C;Rock;hard rock
05UpUTOoVV6PVjfIhjretZ;POPTIMISM;6lWMi4lPiiPwDqn8ZpeyAY;Pop;indie poptimism
6YfTl5YupXOQBKiJJLrxcw;RapCaviar;37i9dQZF1DX0XUsuxWHRQd;Rap;hip hop
6XtFdeO2jvEYWZ7ixZ2zBN;BIG-ROOM NEVER DIES !;4QtO2XySphMOJt7pX0yaVi;edm;big room
1UXBbmjIrxjckrbv5EfSVT;Post teen pop;7jQHOrErpLMStcUUSavQWR;pop;post-teen pop
068LmtzI6xJJDPfPnMje0U;Electro Pop | Electropop;2a5i2ZtEXGKwVGL16J8N0p;pop;electropop
53G729jc38JTStNPNX4dF1;indie poptimism;1E5VdGGWkpDQ682gdvJAZH;Pop;indie poptimism
4178A5NkEjcsGc64jpBO6d;latin hip hop;3nH8aytdqNeRbcRCg3dw9q;latin;latin hip hop
1VLzca7LUFQxYAgEVlGeUa;Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House);73uj4YmsC7SJ6SbUMTvf07;EDM;progressive electro house
18VfHIPaCo0s6FTi1Fnp6T;Mix ElectroPop//ElectroHouse// DeepHouse 2020;23swqzpOZwW1NhPiZ7iyFI;pop;electropop
5FR54UnizyI8pE5E9Zb0Dt;90s R&B - The BET Planet Groove/Midnight Love Mix;7LjRWGUdOmBdPG1W1bga4i;r&b;new jack swing
5o7gm4RXsakRzue0iRcAlv;Electro Pop | Electropop;2a5i2ZtEXGKwVGL16J8N0p;Pop;electropop
2Ec33AVlkTTq8BHFgBTdQs;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;R&B;hip pop
2rHDreGzB2CNwHSA75WRdA;Selected House;2JPzPB9jnvJLAYtmCbvZy8;edm;progressive electro house
1WIfWj5skn5UUZTs4cEFBe;Hip Hop Controller;37i9dQZF1DWT5MrZnPU1zD;rap;hip hop
0X8DcetL926BYiPJYstJTc;Trap Americana;7tkgK1tm9hYkWp7EFyOcAr;Rap;trap
0zqY0ttERCqwSfgzfMWMNG;Post teen pop;7jQHOrErpLMStcUUSavQWR;pop;post-teen pop
2rxJabc4yx6mAIsTmxg1Gv;Permanent Wave;5Go0Jsxj1UnsU7Om841BEo;Rock;permanent wave
43ncKp8gVEEKQ0HM9XI8pw;Hard Rock Workout;3YouF0u7waJnolytf9JCXf;Rock;hard rock
0NiI7OybxWYrAtTTzKx9Yl;This Is: Javiera Mena;37i9dQZF1DWSOvcBNdfJ87;pop;electropop
4ojwGTehgBRAg52jbFgzJg;Reggaeton Rewind;37i9dQZF1DXco4ODkIraMD;Latin;reggaeton
2pJB9ENNXtKShQ5jsOiR49;New R&B‏‏​​   ‍;4I6rTSxqKl1LRvES2O9owQ;r&b;urban contemporary
4PdJSsESm34djLfBde9Pr2;Electropop - Pop;5TiiHps0hNCyQ6ijVkNZQs;pop;electropop
4ZzFtk0U3BQalY3nLEaZJ9;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;Pop;indie poptimism
5EuI0mkobesD8SBLQDJVun;Orgulho Tropical;37i9dQZF1DWZ8fJXMbebf9;latin;tropical
1uKjQoh8JZj9ryuYRhpd7E;Latin Pop Classics;37i9dQZF1DX6ThddIjWuGT;Latin;latin pop
1M2hRrYg3dyf6QTbjBX3vM;Waves Pop and EDM;64k01l4j6QtnZ8jMaI84AA;edm;pop edm
5KRSA9ovjY9qns7qKHnnSC;Rap Workout;37i9dQZF1DX76t638V6CA8;Rap;hip hop
2uZVfvOK7MTjBTRICYmpso;Most Popular 2020 TOP 50;1fqkbjEACMlekdddm5aobE;r&b;urban contemporary
6qynl60zV0oHvGY57xXaG1;Tropical House 🌴;06zrBJ5cts5aemZmqe80J7;Latin;tropical
3IcIIZMMS7UArJJPtEHXG8;Feeling Accomplished;37i9dQZF1DWTDafB3skWPN;R&B;hip pop
4x0cvchv700bFYi04xWOBM;Gym (Melbourne Bounce/Progressive House);5BqOZpVEqRDfZScvW1QUyA;edm;progressive electro house
0VzzzYWjBWofMsSB77pDo4;A Loose Definition of Indie Poptimism;4ZO0wp9G8FA3X6oYNBzda6;pop;indie poptimism
4rHZZAmHpZrA3iH5zx8frV;Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s;4QAzO1Z92yqqD6Mf3mOANu;Pop;dance pop
1Btf78PBD0kzGKAhL7vXTx;Sick Big Room House Drops | EZUMI;4R4c3WdN1Any2Q1NSuec3r;edm;big room
2MvsO4jP0zj8nBrKEfZaWt;ONE OK ROCK with Orchestra Japan Tour 2018 Setlist;2gt9IfM8ASNiDzqg5jKyR5;rock;album rock
4Xk3LRadMIQK9LcYOvqmeN;90s R&B - The BET Planet Groove/Midnight Love Mix;7LjRWGUdOmBdPG1W1bga4i;r&b;new jack swing
7gcMKL3lnDxsp4bIXyv6Zk;Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖;2kY6lVc5EcVfI5WNKmPQQG;latin;latin pop
2yR1PWuxh7kmuSPF8wKftn;Electro/Progressive/Club House;1HtnPDj2V126xB9tJP786P;Edm;progressive electro house
3GCLIIJdXvcKfmJlICkTVL;Trap Land;37i9dQZF1DXde9tuMHuIsj;Rap;trap
32DGGj6KlNuBr6WaqRxpxi;BALLARE - رقص;1CMvQ4Yr5DlYvYzI0Vc2UE;pop;post-teen pop
74Ag9d1bpK4zr5d7eVHXRn;Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop;3QEYvCsVXZj8KuzE0bDmcI;EDM;electro house
2unYQbgst3vkYdAxH1rbEp;Generacja Hip Hop;37i9dQZF1DWXJnyndhASBe;rap;hip hop
7DBIvPoaC3Wv69Qe5II7b3;Christmas Soul;6FZYc2BvF7tColxO8PBShV;r&b;neo soul
2UyiDAqoc1R4gz4noiJ35z;Latin Pop 2019;5wONX0lVyQE5XTxqjTUiUd;Latin;latin pop
0jEvKRshdkKMBbvgUcyv9b;Big Room EDM;3S03NWbWkrR1e7DPH9rf9Z;edm;big room
7KVogt1437zlFZzsP0srqs;Pop Dance Hits;7eERKCkgNKCCx5GYdeMIZf;pop;dance pop
12ZQdr6Ir1x6QByyPdJg9W;Big Room House | Festival Bangers;5Bx5niVgi3qGQQw06C0RKq;edm;big room
5qCrT9lVmIGxqB8i6bb83P;Pop Remix;37i9dQZF1DXcZDD7cfEKhW;Pop;dance pop
5EuVplVa6I5vbAUBuCRnvS;Club Mix 2020 🍹;7sq6nuruoMyDhEWkX2oYOg;Edm;electro house
7glCSQqV5o6NU88Cn4zPZn;Reggaeton 2020 😍 🔥;03sDEv7FN58Mb9CJOs1Tgn;Latin;reggaeton
6KykddnA5NxNkaip0LEpgG;Lofi Hip-Hop;37i9dQZF1DX36Xw4IJIVKA;rap;hip hop
1DoS5ql0TW3ejjJGHbsAmz;Urban contemporary;1ZlL3IQS8eB0s0RMxz02yD;r&b;urban contemporary
6Hx7kdHB9kGdxnw2EwSx2V;The Sound of Indie Poptimism;7nHgmv7uyIA1KHj6qTttjH;POP;indie poptimism
3VyjsVV24RmBIbWJAeUJNu;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;r&b;hip pop
4L5ag9C1m1gEAPs5KC3yuy;80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds);1oReEujyWpQv2OX68BVPPA;latin;latin hip hop
3OTSBoYKO7HzGVj8Bu2OH9;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;latin;latin pop
6dG6mKSZnt9pvKlbP5BFsv;Hard Rock;37i9dQZF1DX1X7WV84927n;Rock;hard rock
0FE9t6xYkqWXU2ahLh6D8X;Tropical House Run 190 BPM;37i9dQZF1DWSTc9FdySHtz;latin;tropical
6cpk00i5TxCqSeqNi2HuIe;post teen pop;6rjxP7GQKoqqgoakzxl3PY;pop;post-teen pop
7jOzl8HAKObMVeMLCUUNNB;Latin Pop VIP;37i9dQZF1DX1QnNyJOBQBv;latin;latin pop
2ORxCzIYVvQYzAUv3iLFfx;Contemporary Hip Hop;68y3WoFJMMKDHUIpqCnoM3;RAP;southern hip hop
2q8X0AA5YHDu0GelavXvUU;Neo-Soul;1eqVgsNjaX6mxDPoefhocT;R&B;neo soul
7l56nY7NMP1QDdWvRdJmmg;Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020);6kVFIQBhLT4003iw2WWEv1;r&b;hip pop
2SjVq7NWr2qDzy0wLKDWaj;SINULOG Festival 2020;0COM4nZqdXC3sMjVdcaU7V;edm;big room
7aQeWViSfRWSEwtJD86Eq0;Contemporary Urban;6wyJ4bsjZaUKa9f6GeZlAO;r&b;urban contemporary
6stXqwqZiO3JUYe6Sb1oPp;Pop / Dance;6mXh8CUBMBsBUu88a4eAQV;pop;dance pop
7ltU7qHAjo7XFCTznK1OeR;Soda Stereo – El Ultimo Concierto;3opIxv3Y5GmXDNpbLFZxIm;Rock;album rock
45PzJFqYNWpJVmd57pbEJO;House/Electro/Progressive/Disco/Lofi/Synthwave;42jbIN5Zj0UUPdtmqxQRKF;Edm;progressive electro house
6GvK5IObiZJs4PyTFJTELk;Dance Pop: Japan;37i9dQZF1DXahYFr91pFvG;pop;dance pop
2985JpMNKG1QT5i4RSjehz;Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020);6kVFIQBhLT4003iw2WWEv1;R&B;hip pop
5UVa8Qqb9L1dVxl3jKQ5J1;Todo Reggaeton;4csIMGPI3aGo3Xy7WG8jBi;latin;reggaeton
15YDVoPwMNTZOLGW7cT0gA;New Jack City;6RLvj5OnEuPzI1P02KwnzK;R&B;new jack swing
5KhICfI5WQDmdEArnSImOL;City Pop 1985 シティーポップ;3j2osvmecEao5nmo9jZ5df;rock;album rock
4d9OMbRg62jAFaqsoZ3M6z;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;r&b;hip pop
14CsUVcoKztExH6aSgfrfb;Chillout & Remixes 💜;4NlAd9NpIa92IjErMyAriM;pop;indie poptimism
2Vlk8O848wZuu9CLWnAYSb;The Sound of Urban Contemporary;07zF8MjQPsiYUXiAIGZ5TA;r&b;urban contemporary
4c5rHzLbUDJZ2mOdr01ciM;🔊BASSBOOSTED🔊⚡ELECTRO HOUSE⚡🔥EDM CAR MUSIC2018/2019🔥;4GSiiL8tcMgvoV7K1IADb8;edm;electro house
45HLLpRSeVRURm88lAKYbq;Gangster Rap Deutsch;1qXg9ck25tBRxeXsj8mbDG;rap;gangster rap
