track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
1RqpijoxxQJ9FWS1V56DeE;MARY JANE;Night Lovell;62;4sA7IyvdIFpeOPBftpjetk;GOODNIGHT LOVELL;2019-02-22;Gangsta Rap 💎 Rap Party;0BwUQpqHSlC2YfKwOp2dQV;rap;gangster rap;0.699;0.489;-9.461;0.0388;0.365;4.2e-05;0.132;0.0739;134.017;214925;Menor;C#
1iQ5E4z6CJ38dIzvMI9Wdo;The Watcher;Dr. Dre;57;7q2B4M5EiBkqrlsNW8lB7N;2001;1999-11-16;90s Hiphop / Gangsta Rap;5yGuoOwRQF3o8NVRRlvCj7;rap;gangster rap;0.939;0.486;-3.488;0.207;0.172;0.0;0.264;0.517;97.582;206547;Mayor;G
6sDP4912wjwB7BJhbSnjS1;S.O.S.;Jonas Brothers;65;4myOCm6FzD9TMdK7Q0Nzx0;Jonas Brothers;2007-01-01;post teen pop;2ltt5ouiEO301o2jbxn30d;pop;post-teen pop;0.587;0.696;-3.836;0.0677;0.000728;0.0;0.184;0.701;137.087;153347;Mayor;G
6wpGqhRvJGNNXwWlPmkMyO;I Still Haven't Found What I'm Looking For;U2;76;5y6wlw1LnqFnQFruMeiwGU;The Joshua Tree (Super Deluxe);1987-03-03;Permanent wave;0tOy7ZY4E2PadXIyj8zU43;rock;permanent wave;0.564;0.774;-9.424;0.0368;0.0135;0.00191;0.0861;0.657;100.894;277477;Mayor;C#
1WBfstEoSxWIrRBziERT9F;What's Up Girl;Cali Life Style;25;52J67KJjkPHNkhmvyPfnx4;Tell It Like It Is;2004-01-01;Chicano Rap;3o3xRXWMtBMezk0E3wmtGI;latin;latin hip hop;0.834;0.685;-8.175;0.161;0.0944;0.000306;0.237;0.922;82.055;269080;Mayor;A
07ABETRdek3ACMpRPvQuaT;Always on My Mind;Pet Shop Boys;70;0Jt2LzWgtGxy3GZH5i2Kcy;Discography - Complete Singles Collection;1998-03-31;Electropop 80/90s;3FBD3d5zl74LaoBMVC4IXq;pop;electropop;0.533;0.783;-10.61;0.0366;0.0116;0.0565;0.186;0.726;124.874;234907;Mayor;G
3vLrTViSGAa4uRG2ZHVL0J;Magical;Newclaess;45;6sq2KZQT1UTaxse9y6c8ZM;Magical;2019-12-20;Trance Party 2019 by FUTURE TRANCE;2yofeyPwe0ZNmJHTrGz2Qt;edm;big room;0.663;0.777;-4.756;0.0466;0.0612;0.000109;0.205;0.444;125.969;158571;Mayor;D#
25P3eWNVZWofL0nXhMyDwj;"Waiting for a Girl like You - Radio Edit; 2017 Remaster [Radio Edit]";Foreigner;26;2DirJHZVTDYehQiwpWglKo;40;2017-05-12;80's Songs | Top 💯 80s Music Hits;65HtIbyFkaQPflCa4oW8KO;pop;electropop;0.248;0.516;-7.818;0.0387;0.363;1.28e-06;0.0541;0.363;201.861;274080;Menor;A#
7IfywdSxY0okFji12beS6Y;Now I Feel Ya;Scarface;27;6iYx1zYXN4nJQfCA01D0CH;The World Is Yours;1993;90's Southern Hip Hop;2NMW1nwQYSVlXd26uLenX6;rap;southern hip hop;0.784;0.419;-14.231;0.271;0.179;0.0482;0.4;0.548;78.908;454640;Mayor;A
278kSqsZIiYp8p3QjYAqa8;NI BIEN NI MAL;Bad Bunny;79;7CjJb2mikwAWA1V6kewFBF;X 100PRE;2018-12-23;Trapperz;37i9dQZF1DWUmxBdWX3Pp4;rap;trap;0.826;0.449;-8.33;0.0674;0.556;1.85e-05;0.273;0.337;128.028;236216;Menor;F
54zz2PbffoEYnTv7zAL0Yx;Ever After;Marianas Trench;34;5fHGpmtWhiS4ezzQW2wp4e;Ever After;2011-11-11;urban contemporary;4WiB26kw0INKwbzfb5M6Tv;r&b;urban contemporary;0.296;0.632;-5.93;0.0414;0.337;0.0;0.0878;0.179;129.881;394120;Mayor;F#
6s2T0cUL8fCxivUgxz7sBE;Hoy Me Atrevo;Ñejo & Dalmata;45;35ejmbRlV32Qng9jGF34ve;Broke & Famous;2007-01-01;REGGAETON VIEJO;31hG19URdBvLEpQWKFYfdD;latin;reggaeton;0.854;0.846;-6.641;0.146;0.158;2.55e-05;0.0525;0.805;98.004;208733;Mayor;C
4SKqOHKYU5pgHr5UiVKiQN;Backpack;gizmo;23;1UfQ06py0soPVt9NO6S2sx;Backpack;2018-03-05;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap;0.765;0.726;-5.58;0.191;0.0077;0.0;0.619;0.27;128.014;135079;Mayor;F
3LKQp6MaJiwH7MvbXXyw1C;Strong;Arno Cost;0;3JNGc36lsCKWPzDblz2IS3;Strong;2014-07-28;Vocal House;5PCAWKfUWAUj8VeY8G7xRQ;edm;progressive electro house;0.594;0.847;-5.114;0.0905;0.000775;0.0124;0.153;0.521;127.992;354390;Menor;F
4TnjEaWOeW0eKTKIEvJyCa;Falling;Trevor Daniel;97;1Czfd5tEby3DbdYNdqzrCa;Falling;2018-10-05;Electropop;2Z5cPJ6Z4EVZAfF08amjvL;pop;electropop;0.784;0.43;-8.756;0.0364;0.123;0.0;0.0887;0.236;127.087;159382;Menor;A#
0atAqF01mqwYOOfXVHu51F;Fortunate;Maxwell;50;5h8mQU9rnmFA5S8PO7gCWT;Life;1999-01-01;Neo-Soul / Soulful R&B;4F3xAxHxeBwXhK6k6GPnrW;r&b;neo soul;0.738;0.357;-9.081;0.0593;0.116;1.51e-06;0.26;0.34;126.143;299200;Menor;A#
5dANgSy7v091dhiPnEXNrf;Put On;Jeezy;68;0U54jjqJhihezshU9t9cuO;The Recession;2008-01-01;The Sound of Southern Hip Hop;18jT9NMRZifv6cMtK2jWD4;rap;southern hip hop;0.653;0.77;-6.091;0.0353;0.00342;0.0;0.0887;0.272;137.616;321293;Menor;A
3cphb8kdsjElYR7r5icK3H;Nice To Meet Ya;Niall Horan;87;3KrYBAbfxlssMirZLs6HzZ;Nice To Meet Ya;2019-10-04;Todo Éxitos;2ji5tRQVfnhaX1w9FhmSzk;pop;dance pop;0.591;0.841;-4.351;0.0304;0.0119;0.0;0.395;0.392;109.034;158805;Menor;E
4KTgD62vgozCfk2Inbo9fm;Brand New Numb;Motionless In White;5;4v1UzWSBBr1RICtdwTIn7E;Brand New Numb/Disguise;2019-04-17;Rock Hard;37i9dQZF1DWWJOmJ7nRx0C;rock;hard rock;0.566;0.886;-3.63;0.0902;0.000348;0.0;0.494;0.619;130.066;222461;Mayor;C
2Lh9Vp6Bi83hNe5RFYh8SA;Heading Home;Ludvigsson;49;5axYeuvwIhNRxajMkwr3cY;Heading Home;2019-09-27;New House   ‍;54XvQQsViMBwjO1ws2o2wx;edm;electro house;0.6;0.78;-5.196;0.0379;0.0314;0.0;0.116;0.437;122.038;189836;Mayor;E
6Lr9sGM6kARYVDL2dj0lqV;Room in Here (feat. The Game & Sonyae Elise);Anderson .Paak;53;4VFG1DOuTeDMBjBLZT7hCK;Malibu;2016-01-15;Urban Contemporary;4425cRh83Uzor4qCRfM9lb;r&b;urban contemporary;0.643;0.894;-4.765;0.374;0.269;4.73e-06;0.257;0.459;86.985;239173;Menor;F#
1lGKVCGOgKSiDJbnvNUMyU;Aqui no dominas nada;W. Corona;45;1Zg4Cot6eVwmbHimkp2zc0;8 Diamantes;2014-09-05;Mexican Gangsta Rap;28Ke4pXWqF2A5b2GfQ1pQt;rap;gangster rap;0.761;0.791;-6.392;0.323;0.201;0.0;0.107;0.783;174.047;223970;Mayor;C#
41L3O37CECZt3N7ziG2z7l;Yummy;Justin Bieber;95;1SN6N3fNkZk5oXQ9X46QZ3;Yummy;2020-01-03;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;latin;latin hip hop;0.662;0.519;-6.554;0.106;0.404;0.0;0.121;0.495;145.841;210427;Menor;A
3f8xfMuHb4cAbbrsmz6itv;Stone;Agnes Obel;45;3jTTLPuVcL6J9pgujnU1lS;Citizen of Glass;2016-10-21;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;pop;indie poptimism;0.613;0.275;-16.162;0.0321;0.982;0.104;0.097;0.201;134.958;236602;Menor;D
6H3kDe7CGoWYBabAeVWGiD;Gimme Shelter;The Rolling Stones;75;4l4u9e9jSbotSXNjYfOugy;Let It Bleed;1969-12-05;Classic Rock Workout;37i9dQZF1DWYNSm3Z3MxiM;rock;classic rock;0.634;0.63;-8.277;0.031;0.447;0.039;0.17;0.489;118.628;270773;Menor;C#
3QP4PFk6ExkTlHQgfOHppJ;The Cat;Eprom;42;2W7IvBrsQstbulR6QhMKH9;The Cat;2019-02-27;Trap Mojito;37i9dQZF1DX1OIMC8iDi74;rap;trap;0.635;0.192;-9.936;0.211;0.384;0.629;0.377;0.0376;130.038;150600;Menor;F
5LsRUYp8S5nR2RP8sdNFMq;Rudolph The Red-Nosed Reindeer - Stereo;The Supremes;1;6rPd6ujnBEylZer0PExecH;Merry Christmas (Expanded Edition);2015-01-01;Christmas Soul;6FZYc2BvF7tColxO8PBShV;r&b;neo soul;0.367;0.501;-8.324;0.0734;0.553;0.0;0.0797;0.395;121.156;163533;Mayor;C
2iclfHORMqpR3TxuhwVRhD;Mesmerize;Ja Rule;64;0rLZHGRrjPwwUTfEPNTawc;The Last Temptation;2002-01-01;90s/00s Hip Hop & RnB;0Ar0Ng9DlAWZtSPBvOQgOa;r&b;hip pop;0.764;0.648;-6.639;0.206;0.0563;0.0;0.414;0.391;90.1;278720;Mayor;C#
1nKklxNyHet9zYDrLsYufT;Sucrilhos;WIU;50;1v79xCzCbygFTsiJig4q3T;Sucrilhos;2019-07-26;Trap Ouro;37i9dQZF1DWYBXtbGSCurj;rap;trap;0.784;0.739;-5.434;0.0523;0.492;0.0;0.153;0.411;130.039;219692;Menor;A#
1pxLe5chQ8Arr99hKiV96Y;Walk;RoSaWay;23;3QEZ28Pu9vhCspwSF4t0Hn;Walk;2019-11-15;INDIE POP! TUNES;0HD4Pc1PK8fsyKQq9e2U2v;latin;latin pop;0.699;0.62;-5.668;0.0779;0.207;3.16e-06;0.524;0.493;100.034;236812;Mayor;A#
