,Curso,Repite,Matemática,Física,Química,Biología,Historia,Geografía,Filosofía,Educación Cívica,Literatura,Inglés,Economía,Plástica,Música,Educación Física
52,C,No,71.6988528452155,66.77208008384623,59.406705896126304,55.64700374118526,57.45849448164273,54.773463778500854,55.19746095048868,43.41295784632908,49.1607108840473,66.80804944462054,69.6559685492247,50.2732944028879,56.659831453861706,67.38470620038957
1961,C,No,75.67834330171505,69.88390919411998,71.10179542593183,59.09136795189467,86.96892455777771,88.70018538912088,90.49245298428603,90.5360290431127,75.05398679474752,81.81911092213534,78.83471765456125,65.36426010703931,87.45878067369142,61.60677123914891
1830,A,No,80.37227023062975,78.33957444089832,71.64596596298303,59.06764434185073,74.55008566784335,,76.93005779024371,53.09744277798372,69.3740238036811,79.20233316910839,75.61426155246492,85.31403164518083,64.62513410083113,41.91779631084108
308,C,Sí,79.91053256426143,73.4157681206995,66.46570031092995,49.32228068517374,75.47039119900823,87.04127603178483,73.35446775544246,66.57777060361391,62.244909825623324,77.66066460256626,67.00061904556739,46.4762403923513,81.1431215267931,54.644576701604535
800,A,Sí,73.34345911142609,69.99198871494197,66.12113254090801,56.05762095863406,57.43830162859877,54.14945936555165,44.53455479459257,41.43121772171256,63.31944813359296,77.98842369494909,75.20324938531688,70.44183696720839,56.400365941106706,41.473817330272105
802,A,No,64.95101289173172,61.77629968104009,53.18012324413675,49.75259159098678,56.34985305528726,52.323160977396455,55.892688280400506,45.667965596134835,61.43016308489424,66.86612281303809,63.20131488767724,81.01256114480454,51.95383470802329,56.55665447774174
2022,C,No,84.72449494687235,72.53266546552715,67.45349944689097,65.28035697712754,113.28333070705982,,89.11940493346097,65.36744429083652,71.09797818935797,91.74491951526278,87.69799287682547,66.8014844272845,76.06512333193761,55.688759103150915
1161,C,No,62.55294367196162,55.336828533142736,47.70771638253197,51.41582538679194,79.11304511553888,72.72143595207679,66.19385286453542,60.54605797118862,63.494586770470576,61.28558840725981,60.066702516810615,63.792600371879445,68.66343585169597,64.3313566229989
1611,A,No,74.08876381536352,66.93873509714388,65.51572700669969,57.46201361476943,76.50080517659902,61.62462271756696,54.57922342654604,60.602523942592846,77.26522050741451,64.03107196091963,89.22114331474162,83.51112572754374,64.70451986290239,57.86767914971521
1045,C,Sí,61.98474166642765,74.89381591742244,66.48639433972613,56.653055022061196,52.270337265174604,55.95390228220476,54.99755577770592,39.04154579077087,50.484684051808394,58.63952100309932,58.95741307329555,58.54015602859529,55.356807058228746,66.47440933768563
1889,B,No,52.940783972104526,48.857046324714965,36.90913590003221,47.78129105870585,76.01958570155335,67.26961285376393,59.27907082155937,52.911902928166185,63.57873850204171,58.172606046144,58.32102529174308,63.84969818578996,66.60854582778853,61.29322945912983
1923,C,No,88.7429735405893,69.78305439672766,68.61210675398848,55.7285507002325,91.4252919039962,82.5534776214451,67.45678177113818,71.5569185128148,67.9911824330109,78.2046375762882,78.11648059253599,42.792316960492535,77.91250222477703,63.02204792460272
1639,B,No,64.56838047154818,53.3078553378752,53.578231856391334,38.39299519673476,85.00973855054109,,61.03406180337059,68.19806386152418,62.423393838836695,70.23130020760426,77.96578248691495,57.622425171306,76.40603285188769,
2151,B,No,65.07248760376999,59.147197947124546,60.72809152741098,52.72465042222161,86.6130772906812,71.2533167018794,72.07222957341219,64.1811563951504,71.89473711895273,72.9058339030075,65.8980882249992,64.54923003104503,72.70535340477277,69.16609038307872
1818,A,No,83.74053372889828,72.89128580189985,66.0110756764114,64.53178617130594,72.31991081011057,66.64562124280003,64.49066304508747,57.559410821014254,79.97124368255896,73.07053366856803,70.2781906432611,95.08228377135397,70.95412860156864,
2412,B,No,48.46615086614128,38.39367809639312,47.286107723730005,41.17282502284155,78.66274508404324,69.29744743025535,71.28714655122863,69.25530076118753,67.87556409354667,51.22591977574789,51.11035185422539,68.34409477437289,75.8145904677298,69.7641476561426
1607,A,Sí,55.78042240843856,60.76011631047746,50.70513716276897,42.22559332460071,52.65931638639846,63.246048980927,55.376611330383646,40.038089876617036,69.14204774197842,67.39729179810067,60.79162869813322,59.844987879543645,64.17576369679809,58.447743208870946
181,B,No,35.245021245285905,32.46862356997145,29.318122903473892,40.78691333272928,80.86691539230505,75.64610934266409,69.9142876064932,59.966369190278336,73.64555463207812,59.00202815201672,41.41008870180936,65.78024835144298,78.32222204957161,65.19263009296374
1440,B,No,58.604761918550906,50.88430374257892,50.985694393464144,49.585700329936664,79.3778854105041,73.4206284934187,78.22592106744862,71.09805112504611,64.14777441079596,71.85760214313093,63.32288179489468,65.63024324108716,71.01554454507216,80.0065146189616
1451,A,No,79.94270073008818,83.80322114192144,69.88132708085932,60.51511077741935,68.53070661631465,59.492444401467516,63.609229298828346,54.188262906247324,77.79503852993871,70.48624045066973,74.37377572138617,85.93880629001137,59.089524926921435,70.1348277355465
1237,A,No,75.24856610652682,64.17192429035924,55.984268843838024,56.528047936801705,68.05919456362331,56.140231759301194,56.30416521418768,42.30954127202032,68.49850884785924,59.35391792490668,52.86132852599114,80.72705155817768,56.79251812433542,41.54066876627126
1844,C,Sí,56.89310922362225,73.6167304584946,63.14668440036748,59.509207548035484,66.10934844191979,68.91117964773198,57.778700597142205,51.45482669182498,55.543804369279485,74.65314001397162,68.6019773131738,55.762299084142164,63.92480106889233,
2015,A,No,78.28707886063827,76.27115703762844,76.69771625827644,62.75742820683358,73.62478421999423,58.98964676325108,62.576873795221736,52.361397544385596,68.55476422224312,74.01395675284363,69.21213081811119,63.24299410753601,58.61626415424368,57.68326483401236
201,B,No,44.08034407587105,40.78992416271805,28.439320022688054,39.74796106765108,81.21773999854688,70.47732467494983,65.06417736251552,57.89228452076166,63.294109276824706,54.87409571535138,45.673834899403985,59.277661346497275,70.46344543535486,64.00467028260522
19,C,No,78.31670777650804,74.62811184277986,66.47389195704298,61.278740830513065,78.30336727616643,63.84298928983299,65.2835554493016,49.54000015250309,60.350470979656876,69.4613635484686,65.2674470685695,58.41732454950445,58.00833768651414,57.991314531433964
