track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
6MJgjQrhJmVxTGkJc4J2W5;Never Enough;Blair Woods;27;5iMotKTxjW4FaRMx79evAw;Never Enough;2019-12-10
3ELDXXIcNI3HZ6LoKK580V;until;Musiq Soulchild;31;50kPvqerqvDdl0JoWNMukp;onmyradio;2008-11-24
1LCG7BBh96DUUV6MuQhFad;Dance Monkey;Coopex;57;4bMaWB6yZh1ulaxHqRKh6Q;Dance Monkey;2019-12-23
2avaSeKHI5l4sLruVfLdi2;"Burning Heart - From ""Rocky IV"" Soundtrack";Survivor;64;3t3BbpFJiGcXl4jI5CRLLA;Rocky IV;1985
3FGiFUJRRp5RGikVrs6kig;Underdog;Alicia Keys;73;01aNLzRaKJogmxt3hDeII2;Underdog;2020-01-09
4xCW2ITZ9DTDa8iUv3aGuq;tęczowy music box;chillwagon;59;11iverwm2rBRSS4daJzKri;tęczowy music box;2019-11-15
3qRHCvn70YpVFFkx3lrAYf;Body on Me;Rita Ora;62;2mx2hlgAtxrXrWRnerdVGB;Body on Me;2015-08-07
3xIwnKhZxWxKcecqrfXBJj;The Drop;Bro Safari;0;1pLo9QTyw1PgVaLbJNomPh;Ultra Trap;2013-05-31
1xNJMrHwYGKX4esmYxkPUY;Unstoppable;AJ Mitchell;51;2q3gumdsyFQPcjuOmMp2cl;Unstoppable;2019-11-22
4qqArAiTPueDxIp7cf87h7;Final Song;MØ;71;2gcqSlK5xTxcpuLZ1iik3Z;Final Song;2016-05-13
3OXayQUy48DyW1ORUVPpoN;Good On Me (feat. Olivia Noelle);Vanic;38;0ZlYaSLTfvToSULJ6UqOzo;Good On Me (feat. Olivia Noelle);2019-02-01
2Uf5NuVf3EKE3uuSqYFCnw;Up in There (feat. Rippa da Kid & Troy Murray);Jae Mazor;4;2jX5g1Y00d0jJWl21ewn9w;Get Closer;2016-03-01
1eyzqe2QqGZUmfcPZtrIyt;Midnight City;M83;71;6R0ynY7RF20ofs9GJR5TXR;Hurry Up, We're Dreaming;2011
305KjFU7yt6lpANEPvwSt9;Moonsign;Lungfulls;41;0vA8wO1JPTMg95jhdBCefN;Lunula;2018-05-08
4cperyKfUBl5qwObuPvDdL;My Girly - Radio Edit Version;Ready For The World;11;1NfJYue8fEojhvseFaOsa2;Ruff-N-Ready;1988-01-01
6Ib6spYstXrIWT8R0jAHoF;For Tonight;Nancy Martinez;30;4ZGPihTshBQJQJrj1jUgRM;Not Just The Girl Next Door;1986
7zsXy7vlHdItvUSH8EwQss;Cold Water;Major Lazer;69;3Kmo85mapQ2wTaCAHBkKsK;Cold Water;2016-07-22
7KasuMXuWHA36uFtFKuHPw;March;George Tandy, Jr.;0;1Ta5tWnS9ZC1pq7FRan1gv;March;2013-09-01
6X5rAr7k2l5w4VbZCsHQ8v;Telling the Truth;Brasstracks;26;6MBrVHj4jlZNHcMfDWOqMV;Good Love;2016-08-19
2k9N4caeCIJLOWwWwssrEM;Easily;Bruno Major;74;5UFBJXQtytWA9vfaO2DxLx;A Song For Every Moon;2017-08-31
6X7qcg95CAeJpTjtg1wooM;&burn (with Vince Staples);Billie Eilish;68;7fRrTyKvE4Skh93v97gtcU;dont smile at me;2017-12-22
7FljiB7BrK3o4pCkNAJRyI;Te Adoro - JDR Remix;Bani Muñoz;13;5cpWXzvhDTsGSmAlYOaS9k;Ultra Empire;2013-07-05
2hjQWuAy9fsSykGerWU8Wi;"Burning Heart - From ""Rocky IV"" Soundtrack";Survivor;50;0SPJ2DOCEtX6l3MkLA2fbQ;The Essential Survivor;2014-10-24
5UVcgBRW78CCcKCopEGAST;Make It Happen;Mariah Carey;46;0SHpIbyBLUugMXsl3yNkUz;Emotions;1991-09-17
2Tu4kHEeIVFn6Re2ybm2lQ;OhNo!;BONES;0;3ugOQK3jmjoPQ3ER8YvKCO;OhNo!;2018-04-20
54ovbNY6pYLS2PNLQZG9ZY;Club Affairs;A.Y.A;35;0X8YxFEFnhz3zS7WIrOCQX;Lil Romance;2019-11-22
47y8A39AK1ztBnUbhcBWIb;Nothing to Say;Y.V.E. 48;52;7oDljro6ZqejI18Rd9qRxf;Nothing to Say;2017-03-31
7A20WnLkjtZU2d7hIB6Ziu;Start Wit Me (feat. Gunna);Roddy Ricch;80;52u4anZbHd6UInnmHRFzba;Please Excuse Me For Being Antisocial;2019-12-06
3q1dhgO6MmeA7LUoz86BPh;44th and 8th;Sean Bradford;26;1AcgYj8rGqP01e3xQe149G;44th and 8th;2017-01-13
