track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
2Bkfvi3pCcwoJwnmd45OnA;Exodus;$uicideBoy$;54;4c883HVf99qEtZNFzprNli;High Tide In The Snake's Nest;2015-06-15;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap;0.607;0.749;-4.497;0.0728;0.00641;7.66e-05;0.234;0.18;121.829;126224;Mayor;D
1LMVGL3030W3mGmRrd2hCm;Click Click Boom;Saliva;4;77BmXBpCauB98yF2YVc8o5;Every Six Seconds;2001-01-01;Hard Rock Workout!;5nQrMpkyWmxPX0gk74htMk;rock;hard rock;0.607;0.935;-2.918;0.0506;0.00259;0.000221;0.195;0.51;95.97;252400;Mayor;F#
5xN3JHczV9RWdS7KYKOvAZ;One Wine (feat. Major Lazer);Machel Montano;0;62T2PJ0NGi19ObanRoMxan;One Wine (feat. Major Lazer);2015-09-04;Hot Latino Mix (Latin, Hip Hop, Rap, RnB, Dancehall, Reggeaton, Afro);3hR2R6szlkwZeGyclTgHcF;latin;latin hip hop;0.502;0.944;-1.884;0.148;0.116;0.0;0.293;0.899;195.804;229179;Menor;F#
14PCAzWN1tK8zTDZoWv76M;If You Run;You Me At Six;0;4uC7zTuKQvssFjKEmLB8x3;Take Off Your Colours;2008;Pop Punk | Post-Hardcore;1YgWQAs1s77NzieIH4ARKn;pop;post-teen pop;0.388;0.934;-3.349;0.0669;0.00212;0.0454;0.235;0.435;166.023;238467;Mayor;F
4naD3Z46JeARWoMA2Sj2Gc;Slevel (DJ Ehkir Edit);DJ Ehkir;0;7BYWmAVKVMyfYTezquG8LT;Sex, Drugs, and Dubstep;2012-09-11;Vocal House;5PCAWKfUWAUj8VeY8G7xRQ;edm;progressive electro house;0.649;0.787;-6.942;0.0393;0.0513;0.577;0.122;0.501;127.993;322535;Mayor;A
3lFGBrRWUxpTfhhq6lGBRw;Baila Esta Cumbia;Selena;63;058VOHYTS6kFauVUl6Eh03;La Leyenda (Version Super Deluxe);2010-01-01;School Dance 2019 (Squeaky Clean);0SqaMfNsngZCpPw0UuelA7;latin;latin hip hop;0.711;0.803;-4.58;0.124;0.52;8.37e-06;0.0987;0.787;182.92;161907;Mayor;C
3hyCD76SOIQ9JpNK1hd5kl;Maria Lionza - Massivedrum Remix;Praia Del Sol;0;3aZqD1OPETnqGxOrJX2waV;Latin Village 2014;2014-08-01;Latin Village 2019;3JcJCsvBnRsA6oc7eUYDSB;latin;latin hip hop;0.817;0.896;-4.702;0.067;0.0325;0.851;0.0333;0.497;127.987;356797;Mayor;C#
0nyrWJu7GTlmS7YxPb7ZyA;Deberías Estar Aquí;Río Roma;65;5nzVMlbk0nErLCJCfoWbD7;Deberías Estar Aquí;2019-02-08;Exitos 2020 - Latin Billboard;0k2IDDkcVyIpIgE6d1woDM;latin;latin pop;0.607;0.737;-5.362;0.0618;0.121;0.0;0.116;0.319;140.016;216919;Mayor;C#
6t1FIJlZWTQfIZhsGjaulM;Video Killed The Radio Star;The Buggles;63;5KKpKvLOS4tCV7cSOwIOWF;The Age Of Plastic;1980-01-10;Classic Rock Radio;4lIywN6kXl9KPm3OQ8u8G7;rock;classic rock;0.675;0.61;-13.811;0.085;0.0852;0.0188;0.159;0.344;131.037;253800;Mayor;C#
4PJePX91Q5u7SqQD31R3YO;Nepenthe;goosetaf;52;1xEu0q36nZmbtZdMrxcWZ9;Nepenthe;2019-12-27;Lo-Fi Beats;37i9dQZF1DWWQRwui0ExPn;rap;hip hop;0.686;0.446;-9.182;0.0592;0.879;0.788;0.14;0.114;154.07;163636;Menor;D
11JcVR2934uslTVVPf4ZoM;Ya Mama;The Pharcyde;0;5iLfT6G0VLP4WHUZTAYuEF;Bizarre Ride II: The Pharcyde;1992-11-24;Smooth Hip Hop;7ozFIvz1bE1HPgQTUl5qfT;r&b;hip pop;0.783;0.865;-5.542;0.309;0.0912;1.85e-06;0.619;0.769;90.163;261027;Menor;A#
0X5C4WjQNubRysTkHOubz3;Lovesong;The Cure;60;6vQB3ZBxnQPP3jQcGV2qzg;Disintegration (Deluxe Edition);1989-05-02;permanent wave;7rPsfDTqiZYIT4PVzQ4c0c;rock;permanent wave;0.611;0.813;-7.689;0.0279;0.339;0.898;0.224;0.821;140.112;209573;Menor;A
5Db9VIdDsN5yu3Eu7CT0i4;Stay With Me;Sam Smith;21;2Jg7JZ0ZXOGje1bkq7CVgK;In The Lonely Hour;2014-01-01;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;r&b;hip pop;0.479;0.419;-6.517;0.0389;0.568;0.000217;0.11;0.186;85.014;172724;Mayor;C
43eEoYZerwCiHaZiMbE02d;Saiko;Aero Chord;0;4fVr88o7RAjGurBN5lbyfw;Saiko;2015-05-18;Epic Bass Drops;49EXQVXh5k1t8SOhmUeyU7;edm;big room;0.741;0.869;-3.905;0.203;0.000279;0.243;0.197;0.441;128.018;228750;Mayor;E
0c6SqvH32BMgbEFvpHc2gs;Let Her Go;The Kid LAROI;70;2PMhID6CzdaI8t4dlPSodY;Let Her Go;2019-12-06;A1 Hip-Hop;37i9dQZF1DX0sDai2F5jCQ;rap;hip hop;0.763;0.542;-6.753;0.148;0.639;0.0;0.113;0.504;142.031;122113;Menor;D#
5n8Y78Pl5q8lqS7sJP61qw;Relógio Parado (Ao Vivo);Diego & Arnaldo;78;60uEVgPGWNBFOYH8EcJglb;Relógio Parado (Ao Vivo);2019-10-11;Verão 2020 | Pop | Funk | Sertanejo | EDM | Top Hits 2019 - As Mais Tocadas;5HmZtuuIDMtIy21kylqhx6;edm;pop edm;0.741;0.943;-1.401;0.0456;0.0486;0.0;0.965;0.725;124.984;180736;Mayor;C#
5SwgE4wA0P7f6AEz2UQMB2;Uncle Albert / Admiral Halsey - Medley / Remastered 2012;Paul McCartney;55;3DTMsrNO6lEHNmDJ0fsN4v;Ram (Paul McCartney Archive Collection);1971-05-17;I didn’t know perm stood for permanent (wave);3e6gYPyrTbaB8BWgSHCt5j;rock;permanent wave;0.371;0.507;-9.805;0.0325;0.58;0.0201;0.175;0.535;91.786;295147;Mayor;G
1qUoDThveJHYpSrPGK3oTt;Renegade Music;Papa Roach;50;4o6vvGb6VGYz725fP45kAx;Who Do You Trust?;2019-01-18;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock;0.412;0.896;-3.807;0.0967;0.000155;0.00471;0.134;0.434;172.343;203921;Mayor;D
5YIvqEmx62bGzXluzNkHAP;The Soul Searchers;Paul Weller;41;5bMNxytNYTsxLiIB1yELci;True Meanings;2018-09-14;Classic Rock Now;37i9dQZF1DX0fWtUuB7bFE;rock;classic rock;0.679;0.583;-7.524;0.0274;0.0936;0.611;0.127;0.478;119.993;301933;Menor;B
1wsRitfRRtWyEapl0q22o8;Guerrilla Radio;Rage Against The Machine;69;2eia0myWFgoHuttJytCxgX;The Battle Of Los Angeles;1999-11-02;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock;0.599;0.957;-5.764;0.188;0.0129;7.06e-05;0.155;0.489;103.68;206200;Mayor;B
11WuRl9efXTiWYtvB2y8X3;Me Enamoro Mas de Ti;Tony Succar;40;21Q82X4xEiZNbFHEmhZTX3;Mas De Mi;2019-05-24;Paraiso Tropical;37i9dQZF1DWYey22ryYM8U;latin;tropical;0.733;0.879;-3.909;0.0462;0.0281;1.74e-05;0.219;0.7;106.021;270200;Mayor;C
