song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
6MJgjQrhJmVxTGkJc4J2W5;TUNES DANCE AND POP;3arpkhoRWXEYbdCpVAIrRR;pop;dance pop
3ELDXXIcNI3HZ6LoKK580V;Neo Soul;2YPP7fiYu5pIcp2yyHvw4A;r&b;neo soul
1LCG7BBh96DUUV6MuQhFad;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;r&b;hip pop
2avaSeKHI5l4sLruVfLdi2;80s Pop & Rock Hits and Album Tracks;0XOIK4m26aeYSD61E5nSVW;Rock;album rock
3FGiFUJRRp5RGikVrs6kig;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;LATIN;latin hip hop
4xCW2ITZ9DTDa8iUv3aGuq;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap
3qRHCvn70YpVFFkx3lrAYf;Post pop teen;222nc9tKxKhfZ2GBrOpwH3;Pop;post-teen pop
3xIwnKhZxWxKcecqrfXBJj;Epic Bass Drops;49EXQVXh5k1t8SOhmUeyU7;Edm;big room
1xNJMrHwYGKX4esmYxkPUY;a taste of the mainstream;4gbXqmZDUFHqlaYjf4uVyS;Pop;post-teen pop
4qqArAiTPueDxIp7cf87h7;EDM/POP;6gHk5RFrnALbDNJdaXKivi;edm;pop edm
3OXayQUy48DyW1ORUVPpoN;Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass;0FCHg9zJMNNiOokh3hVcxd;edm;progressive electro house
2Uf5NuVf3EKE3uuSqYFCnw;Someone You Loved Lewis Capaldi (Pop Music Mix);6IErGHjBfhey8URq0mFnPi;Pop;post-teen pop
1eyzqe2QqGZUmfcPZtrIyt;Indie Poptimism;7Ic1UwucK3ozdycPBIPVSR;pop;indie poptimism
305KjFU7yt6lpANEPvwSt9;Lofi Hip-Hop;37i9dQZF1DX36Xw4IJIVKA;Rap;hip hop
4cperyKfUBl5qwObuPvDdL;Kenny B's Ultimate New Jack Swing Mix;7bdhfXlbfml9CuNn5c7372;r&b;new jack swing
6Ib6spYstXrIWT8R0jAHoF;80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds);1oReEujyWpQv2OX68BVPPA;latin;latin hip hop
7zsXy7vlHdItvUSH8EwQss;ElectroPop 2020;4frhr6RQM2fMOm2mpvOVo6;pop;electropop
7KasuMXuWHA36uFtFKuHPw;Neo Soul Music;78RRvktrPMSqAoCI21mNOe;R&B;neo soul
6X5rAr7k2l5w4VbZCsHQ8v;Urban Contemporary;4425cRh83Uzor4qCRfM9lb;r&b;urban contemporary
2k9N4caeCIJLOWwWwssrEM;urban CONTEMPORARY;1nFfDHtp8RY3obgen8KODl;r&b;urban contemporary
6X7qcg95CAeJpTjtg1wooM;Urban contemporary;0qOJuaqHeg4u1i6gjPKnxE;r&b;urban contemporary
7FljiB7BrK3o4pCkNAJRyI;LATIN FLOW MIX - Música Cristiana🎵;396llvvFOIB9jgPg0kqNDb;latin;latin hip hop
2hjQWuAy9fsSykGerWU8Wi;Rock Ballads 80s 90s | Best Rock Love Songs 80's 90's Music Hits;0y8MUle9Lf8VDNjPsskzJB;rock;hard rock
5UVcgBRW78CCcKCopEGAST;90's NEW JACK SWING;0dmInkymNnOTWvEFamSNzb;R&B;new jack swing
2Tu4kHEeIVFn6Re2ybm2lQ;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap
54ovbNY6pYLS2PNLQZG9ZY;Girl On Fire;37i9dQZF1DX4F2k37fMTyn;r&b;hip pop
47y8A39AK1ztBnUbhcBWIb;Tropical House 2020;2oivDYqm1dQK4KbwVJTaf6;Latin;tropical
7A20WnLkjtZU2d7hIB6Ziu;Hip-Hop Central;37i9dQZF1DWY6tYEFs22tT;rap;hip hop
3q1dhgO6MmeA7LUoz86BPh;Tropical House;37i9dQZF1DX0AMssoUKCz7;latin;tropical
0atfY1ew83Ql9nNnJiD2t5;latin hip hop;3nH8aytdqNeRbcRCg3dw9q;latin;latin hip hop
2MsDhTOfSW6XC5eAYibdlo;Neo-Soul Essentials;0DIwi1dMI59NItQtiNcevy;R&B;neo soul
4cM0qNo02rp56x7c6nlx6T;Hip Hop Controller;37i9dQZF1DWT5MrZnPU1zD;rap;hip hop
27YP211Rr8RezhiFVDLFI8;Festival Music 2019 - Warm Up Music (EDM, Big Room & Progressive House);73uj4YmsC7SJ6SbUMTvf07;Edm;progressive electro house
71MCTBfrjWOUJ23EkIf2fp;Brand New EDM;2dNitDEHM9FpUGEHWc7zyW;edm;progressive electro house
3qDTfBuKrM54QbY32Z5uCE;Electro Posé - Discoveries;6nZaTh6K1SwhdELFTmA99C;EDM;electro house
260lfDzVnZHXmIXIvKUNVz;Hip Te Hop;37i9dQZF1DWTqYqGLu7kTX;rap;hip hop
471HeGJPKw07MObixON0Um;¡Viva Latino!;37i9dQZF1DX10zKzsJ2jva;Latin;reggaeton
3Ex5RFJRUdpHcDOLXJOVLy;Girl On Fire;37i9dQZF1DX4F2k37fMTyn;r&b;hip pop
1Pofof4ZYVI6GDM0IFGvBk;Big Room House | Festival Bangers;5Bx5niVgi3qGQQw06C0RKq;Edm;big room
7EgBkZlqWRwvjmyc115LLR;90s R&B - The BET Planet Groove/Midnight Love Mix;7LjRWGUdOmBdPG1W1bga4i;r&b;new jack swing
6wKJjrWWP4qpzYbE8oQkc4;Pop Remix;37i9dQZF1DXcZDD7cfEKhW;pop;dance pop
0kAqaILyqLeIYotgWr4FJz;EDM 2020 House & Dance;25ButZrVb1Zj1MJioMs09D;edm;pop edm
5lzXML8WVfoQeUvEVakaHx;Workout Hard Rock;4TG1lzMD9HFvZ9E1Bk6Gnu;rock;hard rock
11DLmgnvdCJ0xMYp6r8Ja2;Mexican Gangsta Rap;28Ke4pXWqF2A5b2GfQ1pQt;rap;gangster rap
6IvoGzMiniDkBc95x1d1iH;Chillout & Remixes 💜;4NlAd9NpIa92IjErMyAriM;Pop;indie poptimism
5fnDDcjcXKUvJ6iSnpiU0v;Tropical House;37i9dQZF1DX0AMssoUKCz7;latin;tropical
0EYZTPdmYkj9Z2q95SepDx;Gangster Rap;5joQabz9ys3XPGbSx5CaKv;Rap;gangster rap
1fLibtVj3MrNTwRZq5yUOs;Locker Room;37i9dQZF1DX8SaiEt4OVJw;edm;big room
5SE57ljOIUJ1ybL9U6CuBH;K-Party Dance Mix;37i9dQZF1DX4RDXswvP6Mj;Pop;dance pop
6vVqy8Tn3l2yJqBgPU5g3D;Trap Ouro;37i9dQZF1DWYBXtbGSCurj;rap;trap
6Y9hIZBYmH89U4g6yX4Etn;Latin Pop Rising;37i9dQZF1DX8womvTyUjrN;latin;latin pop
3fmBFzP5khfnH8cyU6BAgl;Progressive Rock / Metal - Rock /Metal  Progresivo;7GhTpb4eOp6403Bmgqz3db;rock;album rock
5KeMe6s7NC1h9Xg7CgDbYO;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock
