song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
7L87B1YWTT11I0mSAEYEOF;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;r&b;hip pop
4eCE7kaSrhsyTNkiZw2KKY;Christmas Soul;6FZYc2BvF7tColxO8PBShV;r&b;neo soul
5t0JbiIajmkJorekBSCz6S;Brisa Pop;37i9dQZF1DX2vsux22VuNL;r&b;hip pop
4bYJKHG6KLdGzHQRJMaFc8;Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos;3Ho3iO0iJykgEQNbjB2sic;Rock;classic rock
2zcPV7NeGyhSZJK0WjETx7;Indie Poptimism;21nxmipQe5xtXoHHPaYfnY;Pop;indie poptimism
6ANCLKKUMPt0vfRdYQAqcd;This Is Scorpions;37i9dQZF1DWViGKI2U5P2K;rock;hard rock
3R6BkHp37wmjYlpzaU1ODd;Tropical Rising;37i9dQZF1DX07X8UDWKEwP;Latin;tropical
4ncDAlyP3gmCWefTlj27zp;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;edm;pop edm
1uXl3Nuhgkwx28NIaCMUzy;Tropical House 🏝 2020 Hits;2SRbIs0eBQwHeTP7kErjwo;Latin;tropical
0owL3tvmERawo5yh2lZqmT;The Sound of Indie Poptimism;7nHgmv7uyIA1KHj6qTttjH;pop;indie poptimism
0ERbK7qVqveCaBWIiYCrl3;Tusa - Karol G | China - Anuel AA | Estrenos Reggaeton y Música Urbana 2019;0T47pLnihK4xB8Bk9IQ0Dv;LATIN;reggaeton
3AKwyujeGxTQSZNbx9Ka3c;Trap Luv;37i9dQZF1DWTLxOkM7PwUb;Rap;trap
4XJf9EhLAiYkGeuGHlqjzB;Urban Contemporary;4425cRh83Uzor4qCRfM9lb;R&B;urban contemporary
6nbWsD9NuzBYxn52iRLRBL;I didn’t know perm stood for permanent (wave);3e6gYPyrTbaB8BWgSHCt5j;rock;permanent wave
6ORqU0bHbVCRjXm9AjyHyZ;School Dance 2019 (Squeaky Clean);0SqaMfNsngZCpPw0UuelA7;latin;latin hip hop
