track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
3De3KVdbrudp6xIThohCde;Dollars And Sense;DJ Quik;0;0pLiiX80Z2dFD7UwMoAMwY;Murder Was The Case;2001-05-01;90s Hiphop / Gangsta Rap;5yGuoOwRQF3o8NVRRlvCj7;rap;gangster rap;0.853;0.546;-8.647;0.233;0.00242;0.0;0.0993;0.441;98.872;353627;Menor;A#
2Jj12rvEwkt17lgCjXJbiP;Ex Calling;6LACK;27;2LhBfBFZVU1IyaAgo5wghT;FREE 6LACK;2017-11-13;urban CONTEMPORARY;1nFfDHtp8RY3obgen8KODl;r&b;urban contemporary;0.789;0.54;-7.258;0.25;0.00571;2.03e-05;0.113;0.0581;155.985;211035;Mayor;G#
41BmSpGurS32HCl6O2UBKU;Don't Let Me Go;Tom Swoon;33;7Ea02v8Yd7emmvBikkIdnj;Don't Let Me Go;2017-09-22;Pop EDM;5EgzhnSirHRvu1AqlFLllv;edm;pop edm;0.566;0.701;-4.716;0.0428;0.219;0.0;0.135;0.358;100.021;177600;Mayor;G#
3PA9dH8cT0wR5UW4XkC44Y;Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster;The Notorious B.I.G.;63;5XqEf16OrHdmMoNS1b6WDg;Greatest Hits;2007-03-05;90s Gangsta Rap / Top Hip-hop Classics;0C2zyPdlkbWHrwVg9gqNdU;rap;gangster rap;0.711;0.871;-4.32;0.294;0.398;1.69e-06;0.171;0.912;91.153;274440;Mayor;D
5HzbxweVAtisCrpoOF11qt;Millionaire - Alan Walker Remix;Digital Farm Animals;60;05XuMZb14sDGgreCf3Wu6F;Millionaire (Alan Walker Remix);2016-09-02;A Loose Definition of Indie Poptimism;4ZO0wp9G8FA3X6oYNBzda6;pop;indie poptimism;0.602;0.807;-4.577;0.0545;0.0186;0.0;0.148;0.424;96.044;189347;Mayor;F
2n3ufKl2OG7Ul4G5cq35aq;Get to You Again;Mac Ayres;48;4MfcRxYTr9mGvAKNSt47E5;Get to You Again;2018-07-25;Neo-Soul Guitar;0aS9YCNTNrDiMNa9tT49RG;r&b;neo soul;0.499;0.429;-10.288;0.0495;0.199;0.000311;0.334;0.277;117.751;267450;Mayor;D#
6epn3r7S14KUqlReYr77hA;Baby;Justin Bieber;76;3BmcYMh0KYsimWL6p2gPa9;My World 2.0;2010-01-01;🤩🤪Post Teen Pop🤪🤩;6IT8LGpwLw3Pt2XnVUBN7j;pop;post-teen pop;0.728;0.86;-5.237;0.137;0.0401;0.0;0.111;0.535;65.043;214240;Menor;F
5SNPmUTS4RibXP9drVv7Gn;Lasers;TV Noise;41;6IQvaIbxLEBEotc2VptKj8;Lasers;2019-05-03;Electro House;6k45gxiQhfVqACfIdqONsC;edm;electro house;0.759;0.851;-3.796;0.158;0.0002;0.0941;0.16;0.151;125.968;177143;Mayor;F#
2TYlNJNjw45KdmKr5Dh2mh;Low Tide;XY&O;41;6TztcF2ft5DVJD4XIZ1al3;Shimmer + Shade;2016-04-22;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;r&b;hip pop;0.559;0.799;-5.807;0.0455;0.000397;0.00958;0.0609;0.367;116.975;202532;Menor;A
1i5lXpzjo8qBAVRvEoBl7Z;Push;Grennels;53;3qjxhwOM5CJJ83VVlwe2cv;Push;2019-09-10;Tropical Vibes;37i9dQZF1DX6RA5ZrA5a23;latin;tropical;0.807;0.668;-8.435;0.0457;0.0065;0.914;0.121;0.326;120.012;335336;Menor;A#
2RxyL8IRtmXWTUwAUnLhXm;Family Reunion Song (feat. Shirley Murdock);Bigg Robb;26;2CKqC9XBPc4lm0N1u2uiPZ;Jerri Curl Muzic=(The Latest);2009-04-20;Southern Soul BBQ Mix;3nTS97zUqxJBQeiXNRs963;rap;southern hip hop;0.912;0.573;-6.898;0.0398;0.0381;1.23e-05;0.0475;0.872;96.995;322347;Mayor;C
6DUdDIRgLqCGq1DwkNWQTN;Borro Cassette;Maluma;72;3PomvFR694SrCSZzDWMWV7;Pretty Boy, Dirty Boy;2015-10-30;Fiesta Latina Mix 🎈🎉💃🏻🕺🏻☀️🏖;2kY6lVc5EcVfI5WNKmPQQG;latin;latin pop;0.73;0.701;-5.885;0.106;0.132;0.0;0.151;0.785;175.95;207307;Menor;F
35MKhw2YBKApmD7fAnPERC;Faith (with Dolly Parton) [feat. Mr. Probz];Galantis;77;1QrYKuMTMLwpTwzOFhfnOk;Faith (with Dolly Parton) [feat. Mr. Probz];2019-10-25;EDM House & Dance;5CTzufLc0f6MufjKYrIaoO;edm;pop edm;0.547;0.795;-3.721;0.0489;0.145;0.0;0.11;0.723;118.118;186805;Mayor;G#
1UMiKyIToDY9F3mIgvAMsz;Where Are You;MR TOUT LE MONDE;36;0iGLb9ff5HIbcby5ZMkqrC;Where Are You;2019-12-27;Electro Posé - Discoveries;6nZaTh6K1SwhdELFTmA99C;edm;electro house;0.625;0.663;-9.004;0.0306;0.66;0.703;0.2;0.192;119.999;213576;Mayor;A#
6uFn47ACjqYkc0jADwEdj1;Pop Out (feat. Lil Tjay);Polo G;84;26ztFK3E69j5THJQdyxC5w;Die A Legend;2019-06-07;GANGSTA RAP;3DUkl93JjPdOyX83SJr5ms;rap;gangster rap;0.772;0.639;-7.119;0.467;0.15;0.0;0.0698;0.261;168.112;166560;Mayor;C#
2KH16WveTQWT6KOG9Rg6e2;Eye of the Tiger;Survivor;76;3t3BbpFJiGcXl4jI5CRLLA;Rocky IV;1985;Supernatural Classic Rock;6oghIlByD49KFGNmNU8GSH;rock;classic rock;0.817;0.599;-9.249;0.0328;0.132;0.000311;0.0873;0.548;108.873;245640;Menor;C
74uDOPHx4mvX6v4qSXiXnH;Estar Enamorado;Golpe a Golpe;0;2SgkDFM6n0WdhxBTPneycV;Puro Reggaeton Urbano;2010;Latin Pop antiguo;4BmnnqWEQAamNoVjtjrQJP;latin;latin pop;0.791;0.788;-6.48;0.079;0.0502;0.0;0.173;0.719;89.987;205440;Mayor;C#
6DLF8OUu5NOyEXKbM1NWDc;Hallucinations;dvsn;1;1NSM5Y3Z6Ak4otnMqaGQHT;Hallucinations;2015-12-24;Neo-Soul Essentials;0DIwi1dMI59NItQtiNcevy;r&b;neo soul;0.765;0.396;-8.991;0.0372;0.0662;7.38e-06;0.141;0.35;95.971;246294;Menor;G
53qC3HBsGWTcG64jWdXGlY;Milk Run;Mitch Murder;0;1ln0cipwqohGR62gIBgpBM;Current Events;2011-10-28;Electropop And Play;7p30DzTAgW6OhspSXHTI88;pop;electropop;0.752;0.534;-13.755;0.0375;0.00623;0.92;0.114;0.717;121.023;122479;Mayor;C
5hVghJ4KaYES3BFUATCYn0;EARFQUAKE;Tyler, The Creator;84;5zi7WsKlIiUXv09tbGLKsE;IGOR;2019-05-17;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;latin;latin hip hop;0.554;0.498;-8.866;0.0685;0.23;5.98e-06;0.795;0.413;79.635;190067;Mayor;A
5PQmSHzWnlgG4EBuIqjac2;If I Ruled the World (Imagine That) (feat. Lauryn Hill);Nas;68;78Fgb88MY0ECc4GVMejqTg;It Was Written;1996-07-02;Oldschool Gangsta Rap 👑;0t9TeyXE2mWe70JT3YwSoH;rap;gangster rap;0.879;0.564;-7.682;0.247;0.0474;9.43e-06;0.0519;0.523;93.908;282373;Menor;A#
