track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
2YKnKXUeGERi9yCLTO2C3t;I Need Love;LL Cool J;2;4Dut3ReoQ5G6dVovf1H8jr;Bigger And Deffer;1987-07-22;New Jack Swing;3ykXidKLz1eYPvuGoFlD1e;r&b;new jack swing;0.799;0.279;-20.734;0.283;0.0753;0.0;0.0826;0.671;88.226;322733;Mayor;C
59YF8QFkS4I8B0kC7A6kM6;Lucid Dreams;October Ends;38;3qPqtdpBiK9InoHt10qOrK;Lucid Dreams;2018-10-05;Rock Hubspot;5hvf4yL105Rw6cvCP6AMjM;rock;hard rock;0.242;0.849;-4.973;0.0899;0.000188;0.000636;0.105;0.25;83.653;187202;Menor;A
058LC5qOG4VDaa4scqYc6v;Motownphilly;Boyz II Men;1;0hizzarWYWhBfygpvfFOnt;Cooleyhighharmony - Expanded Edition;2009-01-01;New Jack City;6RLvj5OnEuPzI1P02KwnzK;r&b;new jack swing;0.707;0.942;-5.32;0.105;0.0057;1e-05;0.177;0.832;114.173;235265;Mayor;D
2A06KcgNNc493lQELJypJF;Done Da Da;Massari;46;4Xca8ox7sPTxJL9keIt9gO;Tune In;2018-07-20;Electropop 2019;4Bi8VLtaSu0JILliif8lH6;pop;electropop;0.487;0.797;-4.237;0.0646;0.0434;0.00363;0.108;0.683;167.952;177102;Mayor;C#
0k4kiY86YyvLYRqQETwyXD;Speeding;Lights;33;1u8OmwItT46Y1gD2xKAK9D;Little Machines;2014-09-19;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;pop;indie poptimism;0.584;0.756;-5.386;0.0498;0.138;1.53e-05;0.173;0.722;87.989;206667;Mayor;C
4nx4h17pRj1ikT0hZecR8z;Say It;Phantoms;57;0xIhw2XT55ZWZvXT2ZKQ3w;Disconnect;2019-07-19;Dance Room;37i9dQZF1DX2ENAPP1Tyed;pop;dance pop;0.745;0.8;-5.606;0.0361;0.0209;0.000479;0.113;0.314;122.008;204693;Menor;B
2lWE9q2bYGvhV9xAyUxFYy;Ain't No Cookin';Stephanie Mills;8;2ttKyfkGqMzpQQ6oqBwCqd;Home;1989-01-01;Kenny B's Ultimate New Jack Swing Mix;7bdhfXlbfml9CuNn5c7372;r&b;new jack swing;0.824;0.75;-10.764;0.202;0.126;0.0;0.245;0.765;110.2;315293;Mayor;F#
47dwmBX3P67PZj8147Oqbd;I Got Swag;50 Cent;0;38fohN3vTyQ12wwbyF2CsU;Before I Self-Destruct;2009-01-01;Gangster Rap;5joQabz9ys3XPGbSx5CaKv;rap;gangster rap;0.63;0.871;-3.553;0.326;0.0154;0.0;0.306;0.509;181.259;214707;Mayor;G
5tqZJUHEuqdN12RZVq2l9p;Hold On;The Internet;59;27ThgFMUAx3MXLQ297DzWF;Hive Mind;2018-07-20;Neo Soul 2019;44d7ppo4cggZJmzH2WOhAc;r&b;neo soul;0.7;0.414;-10.864;0.0373;0.849;0.0606;0.107;0.444;60.479;406467;Mayor;C
2zYzyRzz6pRmhPzyfMEC8s;Highway to Hell;AC/DC;83;10v912xgTZbjAtYfyKWJCS;Highway to Hell;1979-07-27;Rock Classics;37i9dQZF1DWXRqgorJj26U;rock;classic rock;0.573;0.913;-4.793;0.132;0.0591;0.00173;0.156;0.422;115.715;208400;Menor;F#
1mQRQlbf1nXbazPEuSyij8;22;Taylor Swift;0;092fm0yKd9V4VGi6G3u51Y;22;2012-01-01;🤩🤪Post Teen Pop🤪🤩;6IT8LGpwLw3Pt2XnVUBN7j;pop;post-teen pop;0.661;0.724;-6.548;0.0373;0.00288;0.00133;0.0631;0.676;104.011;231867;Mayor;G
0hNduWmlWmEmuwEFcYvRu1;Sunset Lover;Petit Biscuit;77;4Ky2PpWb26OxNabAMffyBw;Sunset Lover;2015;Today's Hits (Clean);7ENISpOJhocpMJVcGb0qcT;r&b;hip pop;0.783;0.467;-9.474;0.0503;0.729;0.809;0.109;0.236;90.838;237793;Mayor;F#
4ncDAlyP3gmCWefTlj27zp;You should be sad;Halsey;14;0hXbi1NMz8paMkILeQEWW8;You should be sad;2019-11-08;Charts 2020 🔥Top 2020🔥Hits 2020🔥Summer 2020🔥Pop 2020🔥Popular Music🔥Clean Pop 2020🔥Sing Alongs;3xMQTDLOIGvj3lWH5e5x6F;r&b;hip pop;0.591;0.596;-6.38;0.0278;0.141;0.0;0.11;0.333;111.009;205473;Mayor;D
0wGrTrI43CKmfzbFNNhftb;East Side Flow;Sidhu Moose Wala;56;6YHgs73OM5NggdeLLbRFpQ;East Side Flow;2019-03-17;Hip Te Hop;37i9dQZF1DWTqYqGLu7kTX;rap;hip hop;0.767;0.867;-2.931;0.247;0.109;0.0;0.155;0.786;151.965;224211;Menor;E
3eOrrreH5zbp4xpfiFqy2D;SHA LA LA;PENTAGON;56;6kK0jSVRfNCJ1Ya0mwT6bl;Genie:us;2019-03-27;K-Party Dance Mix;37i9dQZF1DX4RDXswvP6Mj;pop;dance pop;0.675;0.935;-2.335;0.0627;0.0019;1.31e-06;0.341;0.451;126.083;194904;Mayor;G
2AXyvJVjAEWVhRFORkZtst;Tyto;Okwen;37;7jFqnrtkfi006FEw6iWC0P;Tyto;2019-07-19;Tropical Vibes;37i9dQZF1DX6RA5ZrA5a23;latin;tropical;0.832;0.756;-5.768;0.0575;0.57;0.792;0.261;0.143;118.012;222331;Mayor;F
4CANqU20rw8PXzYvocPzp7;Wild Thoughts - Medasin Dance Remix;DJ Khaled;53;4guOdLBYRWg6av5iYzJdfm;Wild Thoughts (Medasin Dance Remix);2017-07-21;Trap Nation 🔊;5aPwKjwNHr6dnCejLcPTVx;rap;trap;0.502;0.699;-5.516;0.167;0.161;0.0;0.0647;0.419;179.871;274670;Mayor;G#
01XFgRZfZI7oBagNf1Loml;Harlem Shake;Baauer;62;5H0yFEG5FT0tccZRSdNvVU;Harlem Shake;2013-02-12;Trap Nation 🔊;5aPwKjwNHr6dnCejLcPTVx;rap;trap;0.452;0.794;-5.151;0.0483;0.0111;0.00182;0.416;0.282;137.825;196664;Mayor;C
5zdljOuxFgbkVgVgOXbSIE;Locked Inside;Janelle Monáe;39;7MvSB0JTdtl1pSwZcgvYQX;The ArchAndroid;2010-05-17;This Is Janelle Monáe;37i9dQZF1DWVT93EW7kPT9;pop;electropop;0.572;0.629;-8.531;0.0495;0.0802;0.0;0.146;0.478;120.037;256813;Mayor;B
5hDPWrf12qJQ2pFGTbputX;Ecuador - Original Radio Edit;Sash!;45;0hMDjyMROTrvRaCygtpWU3;The Best Of;2016-09-30;90s Dance Hits;50cXvxgMGrvoUeLhkzCyIO;pop;dance pop;0.591;0.888;-6.836;0.0354;0.00223;0.699;0.396;0.588;132.885;212133;Mayor;E
7fODjB7BrQTGqh0hogW6XD;Que Mas Pues - Remix;Justin Quiles;83;3TgOrQ3p23Af8zSsxK8fdX;Sueños;2019-04-19;Latin Hip Hop & Rap Playlist 2019;6hIDPF658AhRbxr8HN7OeA;latin;latin hip hop;0.648;0.661;-5.027;0.195;0.121;2.33e-06;0.12;0.813;113.363;305962;Mayor;B
7qEHsqek33rTcFNT9PFqLf;Someone You Loved;Lewis Capaldi;94;5658aM19fA3JVwTK6eQX70;Divinely Uninspired To A Hellish Extent;2019-05-17;Todo Éxitos;2ji5tRQVfnhaX1w9FhmSzk;pop;dance pop;0.501;0.405;-5.679;0.0319;0.751;0.0;0.105;0.446;109.891;182161;Mayor;C#
0ss3ny5ZmAYMpTWJDLgnV8;Not Falling;Mudvayne;50;4CE5Dwiroop0DKR2SlC3fp;The End Of All Things To Come;2002-11-12;2000's hard rock;0EmGNFBBgqLmvdQGPbgiMp;rock;hard rock;0.438;0.984;-5.012;0.142;2.93e-05;0.0745;0.0573;0.321;129.924;243933;Mayor;G#
6HkjpGIOHv4y0IBAxUbE5z;Just Dance;Lady Gaga;67;2FBA8NCSuQNi8jaR2Xjbal;The Fame;2008-01-01;Today's Hits 2000-Present;6a66cg3HcsjYkisYyQcov6;latin;latin hip hop;0.822;0.737;-4.542;0.0314;0.0261;4.19e-05;0.18;0.753;118.994;241933;Menor;C#
3E5I51qj8g7aG5e7oIccpi;Don't Wanna Wake Up;Capital Kings;1;57MV1sHeRCciDRAF2LLOwH;Don't Wanna Wake Up;2017-07-28;CHRISTIAN ELECTRO / DANCE / EDM;0MhTMIo1bgH6zzPh7BdChT;edm;progressive electro house;0.658;0.845;-4.274;0.0518;0.0201;4.61e-06;0.0961;0.313;112.027;227143;Menor;F
