,Curso,Repite,Matemática,Física,Química,Biología,Historia,Geografía,Filosofía,Educación Cívica,Literatura,Inglés,Economía,Plástica,Música,Educación Física
1888,A,No,65.14757675519253,60.83262608555834,61.24420372444768,54.65663683371185,62.45302936427052,63.01401580932811,56.60052792387813,52.278914198576395,67.16580882837468,67.14893059342677,49.93978573360087,83.48311523867193,62.21424845575273,47.63776216124455
24,B,No,76.26420591397624,63.9237449276637,71.6141813338014,54.41808333157105,71.56103850231317,65.40744412698594,66.35171742695418,52.63895203768187,60.152836183048166,62.32975945709154,77.89899845067245,56.74122881431156,67.69000101829992,69.78567816919445
1861,B,No,55.32775237265934,46.96256067546874,50.329643760677534,49.10661846016378,76.40131304970292,65.06708628853488,62.18571456006439,62.77347088755664,62.301112570535835,61.51101689528371,53.262219831351956,61.817395373783114,63.89918716012113,56.60415873932873
1745,C,No,73.15181039057082,71.18027513620123,64.27077951270559,63.030726682189595,68.34034439026715,66.98730331075691,53.2161824748903,40.21734188100429,59.76103162649598,69.62860477912972,64.11752923819923,60.768266476837766,61.96168027278176,62.57422733479908
21,A,No,71.12258034711955,72.02066456149578,54.24162316926915,53.87067994962763,64.95076863607433,,66.14667867460984,56.627181863235656,79.10883980120639,63.20860617580748,70.6295801991157,81.0115732315724,63.9233538612137,39.16896811514998
243,A,Sí,68.77214040890159,70.04394282516556,63.51236035768424,54.195552554075704,59.582857052591734,63.300619078805056,59.822094302672866,43.24137486006052,75.0159663837406,61.19023335862335,59.73946840953668,78.83105845037063,61.66901126745873,47.94101986197741
865,A,No,67.37798713927025,58.221217472568696,59.13237362315276,49.41775911247804,72.53778327389526,58.91286038948831,53.291586400097685,63.85735047930759,68.08853796141042,64.51846199861671,73.74818105425877,75.6934809530439,62.28775173157119,50.60475957044012
193,C,No,82.23609329791798,79.51581715384538,75.00334865769577,72.77536864118004,85.67406036023266,88.27452294179362,83.61513636857536,67.72488618604977,71.08367367395012,88.00720886178448,84.56929946571763,47.79409753488651,84.08559073469651,57.904456151629425
1108,A,No,62.57060809990317,55.70889753160753,55.3042380121186,58.37649133952645,74.98538017738906,61.331208263955084,69.83931303341797,62.19012176129704,66.97844759414822,69.24866917785121,66.6261523866454,47.8480353354561,64.58313134781964,59.87391695108653
1470,B,No,67.42990442554363,62.957567600089156,61.054580974619356,54.32705088508075,80.12465976678646,75.07736613463548,80.05921571544026,62.283094430221496,77.0263297694069,72.51489268808201,69.51751549302372,76.41648337816288,73.27773072764936,57.40935202204066
2042,C,Sí,63.65384136294582,70.54378027403273,58.36312930577813,55.39618404758384,72.21993395781611,81.89869022282858,71.10255881104733,66.21217017062386,57.11684780564012,67.76572289404672,56.51584599607683,38.954106191929675,77.95471988946746,
1001,C,No,84.55531005584308,73.99745101861822,72.40589034920204,55.37782248687343,69.46465901711896,66.92920765285672,61.06731307233806,55.810089178004944,70.38353757693855,86.02622403357951,80.11933204623156,74.87488701923978,62.38599921104064,60.44052301412153
2089,B,No,65.63800165097177,61.31916092518663,62.07185169501464,57.083902552348675,78.91052654185924,71.06805033666429,60.67808773616524,61.861921230713534,71.58439739053189,68.4605725510323,70.27933682002528,52.83301270995706,71.18153212796983,73.6613714940924
592,B,No,71.01043859930796,67.8031924703801,66.6655055750576,73.36532283672055,72.04953670934945,,65.15533268605519,74.06877953711026,67.04464465802161,82.29369531788643,79.59685671845219,80.29713800640722,67.44874972270178,67.66895396923591
362,C,Sí,69.17356728935107,58.94513716917045,64.20556998472824,39.30854015368879,73.96463313929571,80.74740773246674,67.01598691644229,61.87959199985049,59.359579190696195,68.41934391286917,75.83683487548097,41.8964235387203,72.12087248891274,63.3458137972754
