track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
00i2HU7TEzzftShjRrDSEF;Changes;2Pac;72;4Y9ISbppFbwk0r1XCLUi0I;The Best of 2Pac - Pt. 1: Thug;2007-01-01;90s Gangsta Rap / Top Hip-hop Classics;0C2zyPdlkbWHrwVg9gqNdU;rap;gangster rap;0.865;0.657;-6.722;0.076;0.0404;0.0;0.14;0.316;111.115;268960;Mayor;G
1BZquLvuXZMig4HCDmHCI9;Who Will I Be;Demi Lovato;0;5op6Xx2E6olsdfFx6VFUDO;Camp Rock OST;2008-01-01;🤩🤪Post Teen Pop🤪🤩;6IT8LGpwLw3Pt2XnVUBN7j;pop;post-teen pop;0.493;0.946;-2.169;0.0751;0.0006489999999999;4.26e-05;0.269;0.749;152.089;187467;Mayor;C
7KXUDNOq0MdrZ7zuTVWCIj;You Don't Know;Antonio Neal;4;6u7SF9ff0oTzqZWHErYZjs;Days Of My Life;2005-01-01;Gospel Neo Soul;2wP2UAYC4Nqb6oUXkMJlAz;r&b;neo soul;0.783;0.651;-4.971;0.0451;0.0272;0.0792;0.36;0.859;101.009;249920;Menor;F#
5nTnApD6zNvuHJe0fXU5Jg;Gypsy - 2018 Remaster;Fleetwood Mac;49;06JqOkwwy91OxrApXclzYf;50 Years - Don't Stop;2018-11-16;Classic Rock Retrogamer;6gUFdcGzKAHyDXY9TKC6cP;rock;classic rock;0.615;0.689;-9.602;0.0297;0.0442;0.00704;0.278;0.736;131.824;263867;Mayor;F
3mRBSk7h2Vr0D0yott8VhC;Shattered Amethyst;$uicideBoy$;53;1gbgmfoERh4YxIVyyjS8Hp;My Liver Will Handle What My Heart Can't;2015-09-21;< DARK TRAP >;19WuHd4MxWLzE1fpMmw4S4;rap;gangster rap;0.806;0.702;-6.643;0.0688;0.274;0.138;0.323;0.182;105.975;126874;Mayor;C
3290YP5edpGBoLgoZIGB73;I Got This Record;Jwonn;0;0rkC35jwTaukwqX407G7K8;I Got This Record;2014-04-01;Southern Soul BBQ Mix;3nTS97zUqxJBQeiXNRs963;rap;southern hip hop;0.707;0.559;-4.266;0.0496;0.376;0.0;0.108;0.283;77.989;238576;Mayor;A#
6F5c58TMEs1byxUstkzVeM;Roar;Katy Perry;77;5MQBzs5YlZlE28mD9yUItn;PRISM (Deluxe);2013-01-01;Electropop Hits  2017-2020;7kyvBmlc1uSqsTL0EuNLrx;pop;electropop;0.554;0.772;-4.821;0.0418;0.00487;6.6e-06;0.354;0.455;179.984;223546;Menor;G
68poZGRClFTzLdeRz9X0M2;Panini;Lil Nas X;13;3ubteGlws5KJiIDSn45zz8;Panini;2019-06-20;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap;0.703;0.594;-6.146;0.0752;0.342;0.0;0.123;0.475;153.848;114893;Menor;F
5Xn4IyTtW6FUGIUyWjbUHG;Goodbye (feat. Nicki Minaj & Willy William);Jason Derulo;71;5dL5RSd455FewNptPgtBTS;Goodbye (feat. Nicki Minaj & Willy William);2018-08-24;Hip pop;1Sc7bobknESH7SXQcnmoX5;r&b;hip pop;0.643;0.904;-3.694;0.0739;0.0776;0.0;0.189;0.481;103.028;195419;Mayor;C
6RaoAZP9DWRgOZS5Fzayws;Easy Livin';Uriah Heep;1;2LYtojGlrRRT7H4ObDoQsH;The Best of Uriah Heep, Pt. 1;1996;70s Hard Rock;6pZlZ20vt3aDjIKw98aBtQ;rock;hard rock;0.247;0.8;-10.173;0.0986;4.83e-05;0.0535;0.074;0.516;160.326;154973;Menor;A
3rMsX63C0IZVnOT5LGYoTH;Russian Roulette;Rihanna;65;7uGmyYwDFJbSc1xs4hkEs2;Rated R;2009-11-20;Pop 2009-2011;3gV6KQYZKIuoWml0094vx6;latin;latin hip hop;0.48;0.486;-5.754;0.0447;0.046;0.0;0.107;0.265;80.051;227533;Menor;F#
2BnY9VsTwf7Q2jZzQ3Td3o;Truly Alive;Mitzi;0;3uoywCkfNrTzN5BPQoWwcV;Truly Alive;2013-02-15;GTA V - Radio Mirror Park;31R7Gd07KsDafqJEeL4Hqr;pop;electropop;0.786;0.714;-9.223;0.0438;0.0342;0.00296;0.121;0.577;118.982;307772;Mayor;E
23L5CiUhw2jV1OIMwthR3S;In the Name of Love;Martin Garrix;80;1FOJ5IXGXe8dl0cXvCU6wK;In the Name of Love;2016-07-29;ELECTROPOP;2UsEj2GUukV0GLbsE3rldz;pop;electropop;0.501;0.519;-5.88;0.0409;0.109;0.0;0.454;0.168;133.99;195707;Menor;E
6L5BZEcZmD6RBJnimzlyKr;Nights In White Satin - Single Version / Mono Mix;The Moody Blues;67;3JyYXOBRAuc3XFQxFxrEcM;Days Of Future Passed (Deluxe Version);1967-11-10;The Sound of Album Rock;3yj9YnQGTdnFuKbDyXGDi6;rock;album rock;0.195;0.483;-4.991;0.03;0.465;0.497;0.0686;0.173;84.71;269107;Menor;E
2AY2vE3UPgmHPzTXUturYv;Detonao;Lautaro LR;44;0oPkAN7Mb7JcgYxZ8czsBf;Detonao;2019-12-12;De Fiesta;37i9dQZF1DWVskFRGurTfg;latin;reggaeton;0.842;0.56;-8.044;0.0998;0.771;0.119;0.101;0.439;122.019;149508;Mayor;B
7guegNxwAH0uZsQx7i69Iw;Jah No Partial - Yellow Claw & Yung Felix Remix;Major Lazer;38;1nrVGGwTzWdr6HSPuMnUVr;All Trap Music 2;2013-11-17;Trap Nation 🔊;5aPwKjwNHr6dnCejLcPTVx;rap;trap;0.562;0.723;-8.922;0.0335;0.00145;0.45;0.271;0.484;145.031;190380;Menor;F#
3SBjPXmpFIIKOvce7e6OXY;Te Viví;Villamizar;46;0Lh6oK20QgKQ1CcpXuBsFl;Te Viví;2014-04-15;MIX LATIN POP°;6IS6XTdbS9qJZgfjNKgpB8;latin;latin pop;0.749;0.927;-2.952;0.0412;0.132;0.0;0.304;0.507;108.958;206655;Menor;A#
3fCqWsYPCPdLteUpeIOeyQ;Let's Wait Awhile;Janet Jackson;1;3W2rEBPIwXyogofa5b4e6x;Control;1986-02-04;New Jack Swing;3ykXidKLz1eYPvuGoFlD1e;r&b;new jack swing;0.592;0.188;-17.243;0.0377;0.82;0.0;0.132;0.378;172.683;276689;Mayor;C#
6JyuJFedEvPmdWQW0PkbGJ;Purple Lamborghini (with Rick Ross);Skrillex;72;3W6iNTF9ajh2btsyxslpCY;Purple Lamborghini (with Rick Ross);2016-07-22;ELECTROPOP🐹;44p8nNLe4fGfUeArS3MaIX;pop;electropop;0.457;0.899;-2.591;0.132;0.0019;0.0;0.831;0.298;147.268;215510;Menor;A#
4xEgZDzeVtQqZhamdBpXDN;Cali Girl;Papa Ya;40;78ZFM4avv5VxAJlqcrWGRN;Cali Girl;2019-09-27;Pop / Dance;6mXh8CUBMBsBUu88a4eAQV;pop;dance pop;0.74;0.711;-4.388;0.0475;0.00478;0.0849;0.135;0.434;97.963;148163;Menor;G#
2fY4RMsZUohBLEIH308TDT;Traje unos tangos;Ysy A;63;1cZQQ29qghtaoM9Hs3stP9;Traje unos tangos;2019-08-31;Trapperz Argentina;37i9dQZF1DWXrVH01e3PIE;rap;trap;0.669;0.723;-5.113;0.0542;0.265;0.0;0.0788;0.243;130.013;151643;Mayor;G#
25ZAibhr3bdlMCLmubZDVt;QUE PRETENDES;J Balvin;86;6ylFfzx32ICw4L1A7YWNLN;OASIS;2019-06-28;Perreo City;37i9dQZF1DWUlCmB8llCTB;latin;reggaeton;0.639;0.791;-4.443;0.253;0.0275;0.0;0.362;0.939;92.603;222347;Menor;A#
4BlAlQdKjigrkeHhkRHmK8;Collab Bro;Timmy Trumpet;49;4kP5cFtJeOenpXzRB9Hpks;Collab Bro;2016-08-29;Alex Workout;7fRlDx99wBg6i45OCvxwKY;edm;progressive electro house;0.511;0.905;-3.902;0.339;0.0121;0.00014;0.87;0.0879;127.838;181420;Mayor;D
5xcXVUm3JiXR3OAuZHqW04;Options;Mr. Pig;45;6JTzzX5cGpeji5YrtpV5bb;Options;2018-03-30;ELECTROPOP🐹;44p8nNLe4fGfUeArS3MaIX;pop;electropop;0.748;0.911;-4.752;0.0532;0.0482;0.00545;0.0784;0.273;108.046;188889;Mayor;G#
2Fxmhks0bxGSBdJ92vM42m;bad guy;Billie Eilish;95;0S0KGZnfBGSIssfF54WSJh;WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?;2019-03-29;Feeling Accomplished;37i9dQZF1DWTDafB3skWPN;r&b;hip pop;0.701;0.425;-10.965;0.375;0.328;0.13;0.1;0.562;135.128;194088;Mayor;G
5jKeeam03JIlhGCLGw9IFa;Ghetto Life;Master P;21;0BVvg6EVfwto3LmLbhEAnM;MP Da Last Don;1998-01-01;90s-2000s Southern Hip Hop / Crunk;5wsWBmQgDtKa8CEg7wTEMi;rap;southern hip hop;0.774;0.64;-5.336;0.347;0.046;0.0;0.191;0.543;139.988;294533;Menor;D#
0Z2ke9CtxCONdyURCI3wIu;Walk It Out Remix feat OutKast & Jim Jones;Unk;0;7yRSVoy86IZc24kvQBKMMU;Walk It Out Remix feat OutKast & Jim Jones;2007-02-06;Dirty South Rap Classics by DJ HOTSAUCE;0tLHH1C4HkWEUCXXSSjbOe;rap;southern hip hop;0.799;0.695;-6.085;0.258;0.0728;0.0;0.1;0.519;159.957;296560;Menor;C#
