track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
2ezqQeBiC72gwMJoO4w1hA;Every Time I Close My Eyes (with Mariah Carey, Kenny G & Sheila E.);Babyface;61;66Vhr3F0vp90jhQUlcf4Sk;The Day;1996-10-29;90s R&B - The BET Planet Groove/Midnight Love Mix;7LjRWGUdOmBdPG1W1bga4i;r&b;new jack swing;0.655;0.417;-7.702;0.025;0.0624;0.0;0.0965;0.279;143.674;296267;Mayor;F
3K5Gqh7UtYJp8MYaAIMWqd;Céleste;Psalm Trees;59;3tVflOtxq9mZbG1PT1Pv8n;Céleste;2019-10-21;Lo-Fi Beats;37i9dQZF1DWWQRwui0ExPn;rap;hip hop;0.639;0.308;-12.329;0.0571;0.863;0.833;0.0648;0.478;79.518;144906;Mayor;C
4mqnIo3Yus6PL4S8P5t1MQ;Homegrizzlies;Homegrown Mafia;36;06MY63AuRPSndofMf6jE0j;Homegrizzlies;2016-05-16;Mexican Gangsta Rap;28Ke4pXWqF2A5b2GfQ1pQt;rap;gangster rap;0.643;0.707;-4.05;0.407;0.0278;0.0;0.286;0.646;174.179;236016;Mayor;G
28rT6KZftud6P93LetVrPD;Barbie Doll;THE TRASH MERMAIDS;41;5lQPljwSEuzu1XYbmRIKcL;Barbie Doll;2019-11-01;Viral Southern Hip Hop;0DdGqNa18DwYyfIR05OrW1;rap;southern hip hop;0.496;0.819;-3.892;0.0793;0.016;3.1e-06;0.0738;0.541;132.04;134240;Mayor;G
0gzqZ9d1jIKo9psEIthwXe;Beautiful Day;U2;72;7a5U0GPoAvT3gvEY66FRuN;All That You Can't Leave Behind;2000-01-01;Permanent Wave;03qQtbNHoJuFezRu2CnLuF;rock;permanent wave;0.536;0.928;-6.492;0.0589;0.0154;0.00134;0.2;0.389;136.258;248400;Menor;B
6F5c58TMEs1byxUstkzVeM;Roar;Katy Perry;77;5MQBzs5YlZlE28mD9yUItn;PRISM (Deluxe);2013-01-01;post teen pop;3kvwJXPULhSUalL6ykJbn5;pop;post-teen pop;0.554;0.772;-4.821;0.0418;0.00487;6.6e-06;0.354;0.455;179.984;223546;Menor;G
46L8w4fxIgJFyxLZjaJE1V;Toskania;Kizo;59;7G8bUKBcyHZzaFuLYMyR5W;Toskania;2019-09-02;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap;0.713;0.686;-6.242;0.376;0.193;0.0;0.118;0.511;123.398;181935;Menor;C#
2hiB8QxWic092OablwpoVC;Better Days;The Goo Goo Dolls;50;2EaUXdvwjATa08yxT8uGzR;Let Love In;2006;Permanent Wave;2ExyzXAbukW7I8bDqdGvPB;rock;permanent wave;0.486;0.595;-5.009;0.0302;0.00212;0.000264;0.0953;0.331;113.276;213267;Mayor;G
14sOS5L36385FJ3OL8hew4;Happy Now;Kygo;81;6nAjd2MlBY1f1mNu6BsWLO;Happy Now;2018-10-26;Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop;46Cl6dmeiylK6TRGXr7hHe;pop;post-teen pop;0.693;0.575;-6.998;0.0801;0.374;0.0;0.252;0.492;117.999;211362;Mayor;A
3gE4eQH3K83Sght0ZLvuBK;MIA;Bad Bunny;69;7CjJb2mikwAWA1V6kewFBF;X 100PRE;2018-12-23;Los Cangri;2hTs6GuPwhmg4ApNqxWXLE;latin;latin hip hop;0.816;0.538;-6.354;0.0617;0.0142;0.000496;0.099;0.156;97.054;210368;Menor;F#
