song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
2XRF2r3fUoqMZxGfY9XvbL;Electro/Progressive/Club House;1HtnPDj2V126xB9tJP786P;Edm;progressive electro house
4xCW2ITZ9DTDa8iUv3aGuq;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap
5Mms2ZT9lU6NpOM2dDNhey;Gangster Rap Deutsch;1qXg9ck25tBRxeXsj8mbDG;rap;gangster rap
4RaN7556EogBfF80klMEX2;Pop Remix;37i9dQZF1DXcZDD7cfEKhW;pop;dance pop
44nqAv5AJsgNuMoBkgtl1a;Trap Nation;0NCspsyf0OS4BsPgGhkQXM;rap;trap
6sHsXIJoEN5JpdkGMQDJxt;Ultimate Throwbacks Collection;1dsaMvnC1hXPCNGC4aVtjj;r&b;new jack swing
5Oht1y0p7y0c1QMZfUg5Xa;Electro Pop | Electropop;2a5i2ZtEXGKwVGL16J8N0p;pop;electropop
7gSeGMqiOrv7ftmxYLFaOA;70s Pop & Rock Hits and Deep Tracks;1uKFRCQYci8kVgMy3xzTVH;Rock;album rock
7kndgH8ivxIQ8PNDOrtAbW;90s-2000s Southern Hip Hop / Crunk;5wsWBmQgDtKa8CEg7wTEMi;rap;southern hip hop
2f9DXoTIgCp7XroN5jY3qc;Trap Nation;0NCspsyf0OS4BsPgGhkQXM;Rap;trap
1EsSm8qaR9Wtm1OgZXKi2n;Southern Hip Hop;4lcyWQDOzPfcbZrcBI3FOW;RAP;southern hip hop
7GVSFPQOFTvj9x96Vnq8Yu;Fitness Workout Electro | House | Dance | Progressive House;6KnQDwp0syvhfHOR4lWP7x;edm;progressive electro house
0udJrKQOgJz6TwZXuhi7IM;Bluegrass Covers;37i9dQZF1DX56crgoe4TG3;r&b;hip pop
2He7ZIvNyBo188a6hvS0zT;DK rap;37i9dQZF1DXdhDukKQ88Cc;Rap;hip hop
6LRRTTt97J9LnK1D3YcNGB;Neo-Jazz Soul RnB & Afro;48AzM7l4M02DBYd2N3IFLP;R&B;neo soul
1p1bI4uv0hxFmzfF57no5F;EDM 2019;1T0ed6Mg0QIruHvcoWWIKy;edm;pop edm
6AooRgSRDzbCYL4NZ4RCjU;RAP 91;37i9dQZF1DX1ct2TQrAvRf;rap;hip hop
6YUTL4dYpB9xZO5qExPf05;Big Room House;7vJOXFe40axY7qS39vGDyH;edm;big room
0AyAhgf2sihNnGt1ymLhg2;Permanent Wave;5Go0Jsxj1UnsU7Om841BEo;ROCK;permanent wave
1wJUs2lr1drNrxMnJ0xAhE;Reggaeton 2020 ☀;7xWuNevFBmwnFEg6wzdCc7;latin;reggaeton
25xMfbsrHq7gZFtiGenVm9;Tropical House;37i9dQZF1DX0AMssoUKCz7;latin;tropical
06oxeUYunH85rZkj0KXMDO;DK rap;37i9dQZF1DXdhDukKQ88Cc;rap;hip hop
5zJAnQ1NFfks3SRbIRLVSM;New Jack Swing/ R&B Hits: 1987 - 2002;4sji14lrB5bgcr51lPALYH;R&B;new jack swing
4fypvLcaDU7pdHJ5xlRFPV;Jazz Vibes;37i9dQZF1DX0SM0LYsmbMT;rap;hip hop
0jvNc73pMCkyHTchaQu6NV;RAP 91;37i9dQZF1DX1ct2TQrAvRf;rap;hip hop
5T5faJAod1bFzvZuVPHm5V;Brand New EDM;2dNitDEHM9FpUGEHWc7zyW;Edm;progressive electro house
68poZGRClFTzLdeRz9X0M2;New Hip Hop‏‏​​   ‍;5WNUX6jisX0NRlVDTm6RDd;r&b;urban contemporary
6Fvhy9aaBvsLBzC7vDEhIr;Dance Pop Tunes;4SdfG4cPG3skmTiQLozZGh;POP;dance pop
