song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
4zAmejUNIsPCWsj5t1lGo4;¡Viva Latino!;37i9dQZF1DX10zKzsJ2jva;latin;reggaeton
2A6yzRGMgSQCUapR2ptm6A;80s / Classic Rock;29dTrOurPDrMcrnio2q6hZ;rock;classic rock
1zxTt2e9Aj0DCwosx0EtGO;2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS;2DjIfVDXGYDgRxw7IJTKVb;Edm;pop edm
1IzVAYsIMoIyJuNwP4UDTp;Dose Trap;37i9dQZF1DWWlW7KLhEhCZ;Rap;trap
6gpLTvmHWj12Z03hFgixkH;Paraíso Tropical;2v41efarffe6iY8qpMK5Gj;latin;tropical
1aBFDk6bC7Wd7GJwaDuSHF;Jeff Seid Electro House;2Tisn6NZbeofpc57Oc6MGo;edm;electro house
1gNrhuOhbyF2YPuFQPvDob;GTA V - Radio Mirror Park;31R7Gd07KsDafqJEeL4Hqr;Pop;electropop
6NxsCnLeLd8Ai1TrgGxzIx;House Of The Rising Sun;1bMYfBHYBCRHY5LGkjlpSy;rock;album rock
64atcQ5y1v08293qwuMLGq;Los Cangri;2hTs6GuPwhmg4ApNqxWXLE;LATIN;latin hip hop
3tXzOcxvj5XAjwiTiRWUGP;70s Hard Rock;6pZlZ20vt3aDjIKw98aBtQ;ROCK;hard rock
5CaOMqc74KpXPJeWNUpj32;Hard Rock Workout;3YouF0u7waJnolytf9JCXf;Rock;hard rock
3msKIQc0Yjuz3Zn39g3KLX;2020 Hits & 2019  Hits – Top Global Tracks 🔥🔥🔥;4JkkvMpVl4lSioqQjeAL0q;r&b;hip pop
7wNrk2vc0GUUNBFggJzEsI;Latin Pop Classics;37i9dQZF1DX6ThddIjWuGT;latin;latin pop
2mIt95EAvFcZrDk0g4bA5b;Electro/Progressive/Club House;1HtnPDj2V126xB9tJP786P;EDM;progressive electro house
6K4t31amVTZDgR3sKmwUJJ;House Of The Rising Sun;1bMYfBHYBCRHY5LGkjlpSy;rock;album rock
5rk2nRNREUq6TTSS7h11Fr;🔥💵 Hip Hop, Rap, Heavy 808's - New School;3jPkaExIWXQWklcmmF5180;Rap;southern hip hop
2x9tFmRL8IN13vdd94vAuJ;Underground Party | Hypnotic | Minimal | Acid | Big Room | Tech | Liquid;29jj7pQlDqnWclbHQk21Rq;Edm;progressive electro house
7ehmaSwhEZv4aaJzxsVMGY;Trap Luv;37i9dQZF1DWTLxOkM7PwUb;rap;trap
5TwHsJUggwl7XFDv23ihSq;L' ALBUM ROCK;0jilq2XZP9F2fwzp2k6iXK;Rock;album rock
6xxXrNJnnsQNLdgNk8S4y8;permanent wave;3uFyGoayrP71xS6T6Y8Bh2;rock;permanent wave
1WoChv2ARhrKUhzHcmWqLd;2019 in Indie Poptimism;16RNbqnNCCLlBJti7JU5nc;pop;indie poptimism
15wgxJBck7rS18pK5FfuNQ;Southern soul & hip hop;4xJULuV0P5PLcMe3xP8Pgj;Rap;southern hip hop
