track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
6AOHd0PzHGNo0tBh2olFx1;It's You - Broiler Remix;Syn Cole;2;2aeE1AayjyioXNp7JelD0f;It's You (Broiler Remix);2015-04-29;Chillout & Remixes 💜;4NlAd9NpIa92IjErMyAriM;pop;indie poptimism;0.622;0.753;-6.609;0.0375;0.186;1.16e-06;0.0873;0.457;127.984;196911;Mayor;A#
2Uu8IiLkLY0UXhCHka4Dlr;Doo Wop (That Thing);Ms. Lauryn Hill;16;2Uc0HAF0Cj0LAgyzYZX5e3;The Miseducation of Lauryn Hill;1998-08-25;Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.;3a9y4eeCJRmG9p4YKfqYIx;r&b;new jack swing;0.535;0.505;-8.926;0.245;0.0393;0.0;0.0923;0.495;99.935;320267;Menor;D
7eV9ueaDltzZ9TVAeFRoVZ;Keep It Coming;King Arthur;29;0BYPPrPQzJpFpOKeSTklvu;Keep It Coming;2019-09-30;Electro House - by Spinnin' Records;4pVZ70y8vzzkn2GVwQbQw8;edm;electro house;0.782;0.968;-0.811;0.0789;0.00594;0.489;0.258;0.385;126.017;167143;Mayor;G
26weKXYQLd1U71iFtNVV6X;Uebe (feat. Boro Boro);Fred De Palma;59;6ZWT9vaRmBayZ6wpm7c5Un;Uebe;2019-09-13;Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020);6kVFIQBhLT4003iw2WWEv1;r&b;hip pop;0.817;0.628;-6.527;0.248;0.261;0.0;0.181;0.373;93.948;201862;Menor;A#
1O64lNU0k9bGiWJVGt8et8;Rush Over;Marcus Miller;0;7dt0RR2Kbvu3ZuWloudfjI;Love Jones The Music;1997-03-11;Neo Soul Music;78RRvktrPMSqAoCI21mNOe;r&b;neo soul;0.711;0.531;-12.264;0.036;0.373;0.0229;0.124;0.514;87.619;319400;Menor;E
56JyMaElW79S7TDWh1Zw1m;On A Roll;Ashley O;70;6eV8O8De1mibErM1XM1tEc;On A Roll;2019-06-14;Pop / Dance;6mXh8CUBMBsBUu88a4eAQV;pop;dance pop;0.737;0.81;-6.354;0.0896;0.077;0.0;0.0523;0.387;125.005;154448;Mayor;F
6eE5LWw0DpIbTOdKwDUoE8;Secrets - Radio Edit;Tiësto;9;54XVh1RZP4w1SqQ1ynhKZb;Secrets (Radio Edit);2015-04-03;Jeff Seid Electro House;2Tisn6NZbeofpc57Oc6MGo;edm;electro house;0.662;0.81;-4.442;0.0441;0.00127;0.00653;0.0886;0.224;128.007;216967;Menor;B
4b2tcjrG1qUkSdsqEFP2dB;Sun Is Shining;Axwell /\ Ingrosso;71;6Ei5WWek37m1x9AjpSXTcJ;More Than You Know;2017-07-28;ElectroPop 2020;4frhr6RQM2fMOm2mpvOVo6;pop;electropop;0.467;0.757;-3.01;0.0517;0.0866;0.0;0.0742;0.383;131.993;254653;Mayor;D
5vqxTtkfBU3dtUgGoPEsiv;Longview;Ruby Velle & The Soulphonics;0;4czOMMgwzSR4Ifj1QSQacO;It's About Time;2012-09-04;NEO FUNK AND SOUL;2WbTrS5D0V2TW6DiDkJBru;r&b;neo soul;0.61;0.602;-5.505;0.154;0.261;0.0;0.122;0.764;176.504;233453;Menor;F
0kTCZWErCBvYrM9CNjQaRT;Rock N' Roll;Dfideliz;56;6FnmR3gZss0FsPqPMcN9uV;Rock N' Roll;2018-12-14;Trapperz Brasil;37i9dQZF1DWWr5uieiPUVM;rap;trap;0.866;0.422;-11.239;0.0635;0.261;0.00783;0.112;0.382;132.031;173451;Mayor;C#
