track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
16QlvcrfQPyRLfbxcXu0VG;Therapy;Timmy Trumpet;69;6zZDKjrm9LeK9F1MgochAH;Therapy;2019-10-31
7o2VkCW64Gs5gTvgYNwipm;Deck the Halls / Silent Night;Whitney Houston;5;6QS6KtLRJjoGNAxtw2PVRJ;One Wish - The Holiday Album;2003-11-18
2bL2gyO6kBdLkNSkxXNh6x;Animals;Maroon 5;75;2Auw0pTT6EcQdvHNimhLQI;V;2015-05-15
57onkj1hvlwkekdwo6LlCf;Amar;Prabh Deep;46;0wgRDy2sEz0QhpcyFrIWMX;Amar;2019-06-19
7scQgTTq4dOhy0mPWXBaF3;Hipnotízame;Wisin & Yandel;0;5p0sVG2WHOYdAWGQuQozen;Líderes;2012-01-01
1FUViuNSldssMIawrOXF2i;I Got You;Bebe Rexha;62;6IZNCnM8eo8T67i65FrbGA;I Got You;2016-10-28
5xYGyDdPqhPPfw5T0SwWJi;Dig Your Grave;The Northmen;26;1mropHdwnRohrEcuq1PYch;Dig Your Grave;2019-12-06
4zzi2eD2cEPpQ3a307mPPj;Billie Jean;The Civil Wars;64;3N99UWfASH8iTQqGoFV7q5;Between The Bars (EP);2012
5UFXAE1QXIGnmALcrQ4DgZ;Dust;M|O|O|N;56;3RxVWDJQBliYc65AFr9IIq;Particles;2012-09-01
08LwN4NnSGYzDWcdKtV92V;Rough Rider;The Hygrades;16;34D88uX2koESycju2ROiAV;The World Ends: Afro Rock & Psychedelia in 1970s Nigeria;2010-11-23
6crUbvaaSSMuLwgq63Iwdp;Memphis to La;Chris Travis;37;0nz5MBodhuHKUDWvn72TLj;Never Forget;2014-05-14
0lvBfVZK0aYxFwLroArgAA;Beautiful Mistake;Jorge Blanco;26;6cdrQUeu1h1YwheXKrNTVP;Conmigo;2019-02-14
17G9G5tBsdzmKmoHIh00sX;Me Gusta - Remix;Natti Natasha;70;1D7lFbv4p8DjJVKOcHfX1r;Me Gusta (Remix);2019-05-01
36JI0KHc591i9liHaFqDFG;Falsas Mentiras (feat. Ozuna);Los De La Nazza;58;1qA8Q6vn2oYXBwiMb55HTu;Orion;2015-08-28
3wXhTV5ky83quzaBvYxrJZ;Don't Go;En Vogue;18;6ABqEktNUuYULXWUubkHKg;The Very Best Of En Vogue (Digital);2001-08-21
70SjyVMzhmMeJQD8hOmIBp;Put Me Thru;Anderson .Paak;56;4VFG1DOuTeDMBjBLZT7hCK;Malibu;2016-01-15
2zFF6jG5hQArbzcXz3KUWk;Cool for the Summer;Demi Lovato;70;3HV3ecmJJ2GmHM93vVVKXF;Confident (Deluxe Edition);2015-01-01
3OQu3z3okKVmWxSXTTHak5;Put That Woman First;Jaheim;57;10NYla7wqjbdNXNExgtRGa;Still Ghetto;2002-11-05
1HXM2hwghFTsbOA54isSP2;Love Yuh Everything;Alkaline;0;2qqqBDShkS6bXHafBDe9NU;Love Yuh Everything - Single;2015-05-05
1bM50INir8voAkVoKuvEUI;OMG (feat. will.i.am);Usher;72;6A1F3Fkq5dYeYYNkXflcTX;Raymond v Raymond (Expanded Edition);2010-03-30
6wU8XNHA98WAzNiLqiQiru;I'm OK (feat. Shaylen);Manila Killa;43;3q406HgWkEOEED6Jnpf0Qg;I'm OK (feat. Shaylen);2017-04-28
6klLvorLoo1sxvZcjJIY8I;Make No Sense;YoungBoy Never Broke Again;84;1nzUj7VkiaytMmf2KrhK2L;AI YoungBoy 2;2019-10-11
