song_id;playlist_name;playlist_id;playlist_genre;playlist_subgenre
6uSa5iCMwPr10Ftpz8w09b;Neo-Soul Essentials;0DIwi1dMI59NItQtiNcevy;R&B;neo soul
6gsmFgUiSTuinJlScwFODv;urban contemporary;7en9i0JMyJlRFX4r4XrXXx;R&B;urban contemporary
7nhbNqmt5VVvVdgOtVqzZB;Reggaeton 2020 ☀;7xWuNevFBmwnFEg6wzdCc7;latin;reggaeton
1hGy2eLcmC8eKx7qr1tOqx;post teen pop;2ltt5ouiEO301o2jbxn30d;pop;post-teen pop
5m4rKNB8wf2Q4oMupdmXFQ;GANGSTA Rap;5GA8GDo7RQC3JEanT81B3g;rap;gangster rap
0fTiDOXRNEN0lUeYGoSHml;Hip Pop 2019;3tmx4p5RGlOV1AapXOt1Ze;r&b;hip pop
6Qi0Wls2EaolwPMPMxfe5f;Tropical House 2020;2oivDYqm1dQK4KbwVJTaf6;latin;tropical
0g32rSrm5u6VqiPni686Pm;Nasty Bits;37i9dQZF1DX2VvACCrgjrt;edm;electro house
5mYNiuzRtpGUJZpbBRWrqo;ElectroPop;0cuHKz65ZPqBX1brG8djlg;pop;electropop
4aAPfEpk7aZitHRZamhptK;Trap Mojito;37i9dQZF1DX1OIMC8iDi74;RAP;trap
3TZlgEx70yynsLjKyPaCfY;Groovy // Funky // Neo-Soul;0JmBB9HfrzDiZoPVRdv8ns;r&b;neo soul
5uLZgToTLTRBXXcekii3Yo;Dirty South Rap Classics by DJ HOTSAUCE;0tLHH1C4HkWEUCXXSSjbOe;rap;southern hip hop
5KawlOMHjWeUjQtnuRs22c;indie poptimism🕺🏻;6MQeEHHDs6HQkN5Dlj3oKo;pop;indie poptimism
4H5arInh2BLVz94mIibTrv;Musica Italiana 2020 - Playlist Pop & Hip-Hop (Canzoni Italiane 2020);6kVFIQBhLT4003iw2WWEv1;r&b;hip pop
41W4YKwP7DPxoplPA2U0PW;ElectroPop;0cuHKz65ZPqBX1brG8djlg;Pop;electropop
3PIZD7C258F5taiS9rw9lK;INDIE POP! TUNES;0HD4Pc1PK8fsyKQq9e2U2v;latin;latin pop
58hjBuGWj43LQ6WjN3ZQAK;Epic Bass Drops | Best House Mixes;4IS7o1utOzhimFEFnj9gmu;edm;progressive electro house
0yjsqPohhEH9engTAwqWYR;Hip-Hop Central;37i9dQZF1DWY6tYEFs22tT;RAP;hip hop
0JZNuMkU56lRgqbBOOEnUp;Latin Pop VIP;37i9dQZF1DX1QnNyJOBQBv;latin;latin pop
16MCjtjOSAnWAAAmQWHP9u;Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass;0FCHg9zJMNNiOokh3hVcxd;edm;progressive electro house
5z4rXPO6B5SSMVnRfPWb61;Music&Other Drugs;5jROYSZSL7cO0jGAqkPx7C;pop;indie poptimism
18VfHIPaCo0s6FTi1Fnp6T;Mix ElectroPop//ElectroHouse// DeepHouse 2020;23swqzpOZwW1NhPiZ7iyFI;Pop;electropop
0LtOwyZoSNZKJWHqjzADpW;Ultimate Indie Presents... Best Indie Tracks of the 2010s;37i9dQZF1DWTHM4kX49UKs;R&B;hip pop
2Zu0RM1e8qBQDfVIm072ki;Trap strefa;37i9dQZF1DWY3UKS6jvnxr;rap;trap
6Js75PRS6otkphpPKtIrcp;Gangsta Rap/90's Hip-Hop;39IFMVQdRNdb7kVfyTvHjM;rap;gangster rap
6vLwOFz5BYeEJPyvgUea2D;Permanent Wave;5glAD13obyL0G9SH9ukBz2;rock;permanent wave
1HTyaQunwA2CXIiQDp3rAC;[EAS]: Festival Big Room;71UHE27ayQs8ZDxQwY0cY1;edm;big room
4lDYedHtcFwkMTVwpdSRUN;Trap Mojito;37i9dQZF1DX1OIMC8iDi74;rap;trap
28ZiptPMVab1reyfj4hNwt;Zona Trap;37i9dQZF1DWXU2naFUn37x;rap;trap
