track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date;playlist_name;playlist_id;playlist_genre;playlist_subgenre;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;Escala;Clave
7gVC9FXLXlMla0p34PEhFI;1441;KASIMIR1441;55;4No9ZoGN9hEzxLDOYkZohj;1441 / T-Shirt;2019-12-05;Gangster Rap Deutsch;1qXg9ck25tBRxeXsj8mbDG;rap;gangster rap;0.851;0.824;-11.866;0.291;0.326;0.0;0.231;0.649;139.945;83128;Menor;F#
6SHSvo6OGgpneKfsxFGhhk;Ligaya;Eraserheads;54;2DIpgoeZAbwk3wF1qSDj8v;Anthology;2004-01-26;Pinoy Classic Rock;37i9dQZF1DWYDQ8wBxd7xt;rock;classic rock;0.549;0.718;-8.367;0.0949;0.397;0.0;0.163;0.683;125.898;271467;Menor;E
123wJHKSDK9wLRCB98xPgc;Let It Buzz;Daffy Muffin;29;5i3PS0SE5kIfSjXEmlceIO;Let It Buzz;2019-06-12;Big Room EDM;3S03NWbWkrR1e7DPH9rf9Z;edm;big room;0.494;0.96;-5.64;0.072;0.00285;0.905;0.102;0.291;127.979;183750;Mayor;C#
0HT6YGHjXKNvnTjGGtur3j;Spotless;Martin Garrix;53;0f1CZexom6ELxbDZx32fyk;Seven;2016-10-28;Hands Up‏‏​​   ‍;1lSdljPk8zcAdXVMUduDia;edm;progressive electro house;0.517;0.828;;0.0482;9.69e-05;0.841;0.411;0.0605;128.077;195005;Menor;G#
6AEHWKKEglbd8oBJeenGD5;Tropical (feat. Ondina);Pachará;40;6IBlw7e0Ycqypby7DgzSqH;Tropical;2019-05-31;Vibra Tropical;37i9dQZF1DX3fXJqxGjuEP;latin;tropical;0.685;0.182;-13.156;0.0344;0.963;0.0012;0.11;0.157;111.483;195187;Mayor;E
3YRCgAw6nq0qcPpGOb3FZk;The People;KSHMR;48;39tnRnxuGzV4d9r8HzDy6K;The People;2019-06-28;Epic Bass Drops | Best House Mixes;4IS7o1utOzhimFEFnj9gmu;edm;progressive electro house;0.591;0.985;-3.38;0.0794;0.000552;0.16;0.404;0.129;135.024;158222;Mayor;B
5SZ6zX4rOrEQferfFC2MfP;Walk This Way;Aerosmith;72;36IxIOGEBAXVozDSiVs09B;Toys In The Attic;1975-04-08;Classic Rock;5BygwTQ3OrbiwVsQhXFHMz;rock;classic rock;0.653;0.73;-10.613;0.043;0.0114;1.03e-05;0.0754;0.894;108.705;220400;Mayor;F
2GdanhIld9atoDB2EWb06a;Hookah;Ol Kainry;0;1HKVjNA7eHDkf1m61Dakfo;Superman noir;2016-04-01;Urban/Trap - Contemporary RAP;5CK0fshHcik1vWyeCc0zat;r&b;urban contemporary;0.677;0.834;-5.614;0.246;0.129;0.0;0.142;0.808;140.029;236529;Mayor;B
2h8mtZXFfkxcDNO52gvsMY;It's On;Eazy-E;53;1SZNTl621XOcjFwOKtVy56;It's On (Dr. Dre) 187um Killa;1993-11-05;Oldschool Gangsta Rap 👑;0t9TeyXE2mWe70JT3YwSoH;rap;gangster rap;0.771;0.912;-5.06;0.141;0.0136;1.38e-06;0.0632;;92.516;302200;Mayor;C#
18AJRdgUoO9EYn11N7xzaT;Habits (Stay High);Tove Lo;69;5Z5O36p7BivXzkucc0PAfw;Queen Of The Clouds;2014-09-24;ElectroPop;0cuHKz65ZPqBX1brG8djlg;pop;electropop;0.733;0.65;-3.539;0.0315;0.0703;6.59e-05;0.0829;0.348;110.003;209160;Mayor;F
59A6lBd9QmcD8rQTZPj1xD;Dying for You (feat. Alex Aris);Otto Knows;57;25a4dxbFd1fAZBM1pGceY1;Dying For You (feat. Alex Aris);2016-01-15;Deep-deep Bubble Pop;744VClUYfFnZCDPcOUkg5G;pop;indie poptimism;0.686;0.582;-6.088;0.0371;0.489;8.09e-06;0.082;0.437;121.97;198971;Mayor;A#
0kbacaF66yH9McxssuJfrc;Gush;Pharrell Williams;15;2lkQd5T32QHDOfFkEIPJKz;G I R L;2014-03-03;NEO-soul;3q3M4VCymcMoxJ3Tl7mRqN;r&b;neo soul;0.796;0.697;-7.062;0.0537;0.112;1.55e-05;0.0523;0.714;111.999;234667;Menor;E
3bT5PDBhVj4ifU11zQvGP2;Red Lights;Tiësto;5;6r4WlaL3yGXz3HLWxJwsdc;Red Lights;2013-12-13;Fitness Workout Electro | House | Dance | Progressive House;6KnQDwp0syvhfHOR4lWP7x;edm;electro house;0.653;0.829;-4.783;0.0377;0.000739;1.5e-06;0.225;0.545;124.989;263890;Mayor;A#
2Ir4AHOrnDsqg0gYnYS2FK;Te Amare;Yandel;0;0hgevR3ub4zMWdumdXbCkc;Te Amare;2018-10-12;Los Cangri;2hTs6GuPwhmg4ApNqxWXLE;latin;latin hip hop;0.765;0.613;;0.0361;0.0597;0.000458;0.129;0.284;97.04;241813;Menor;A
2BJSMvOGABRxokHKB0OI8i;Shoota (feat. Lil Uzi Vert);Playboi Carti;77;7dAm8ShwJLFm9SaJ6Yc58O;Die Lit;2018-05-11;Hip-Hop 'n RnB;0275i1VNfBnsNbPl0QIBpG;rap;southern hip hop;0.674;0.649;-8.433;0.199;0.191;0.0;0.122;0.48;153.069;153800;Menor;C#
4rnwyJPkkkvU6Xo86YMD1X;Love Me;Lil Tecca;13;5JqZ7ADP3vtcSvkY9rNNTD;Love Me;2018-11-30;Sad Trap;7kzKtw5vug3IIxKfLadi8A;rap;trap;0.706;0.373;-12.61;0.31;0.637;0.0;0.0993;0.827;204.031;117726;Menor;F#
53hsN36AEPsBT0XEh7C2UP;Hell No;Two Neighbors;27;07hAPLjvN3ZbzMbgx5jkuR;Hell No;2019-11-01;Great Pops;5SO7xYih5w8X5FEpKvU7Rt;latin;latin pop;0.671;0.588;-9.719;0.033;0.185;0.224;0.166;0.255;134.032;180133;Menor;G
6h9xi8i9zVOXk5FqGqcBNH;We Own The Night - The Chainsmokers Edit;The Wanted;39;2wtNwzvBanX2qlunqJav1p;We Own The Night;2013-01-01;♥ EDM LOVE 2020;6jI1gFr6ANFtT8MmTvA2Ux;edm;progressive electro house;0.602;0.839;-3.561;0.0389;0.0141;0.0083;0.0897;0.402;126.001;228987;Menor;G#
3pm7dLjzj1TlNwxA80LSGV;Melody;Tellow;4;24gv56TY2YGQlk0WGYSeRU;Melody;2018-11-16;Tropical Vibes;37i9dQZF1DX6RA5ZrA5a23;latin;tropical;0.671;0.749;-4.371;0.0294;0.00624;0.00697;0.0883;0.442;109.932;182798;Mayor;C
0snQkGI5qnAmohLE7jTsTn;Toxicity;System Of A Down;78;6jWde94ln40epKIQCd8XUh;Toxicity;2001-09-04;Hard Rock Workout;6kXNv8J3HCYztxjOIUzApv;rock;hard rock;0.413;0.873;-4.151;0.0535;0.000264;0.0025;0.204;0.481;116.681;218933;Mayor;G#
27nk9YiJMIjxL4jFU6Tmen;Fizzle;AchtVier;0;44O1j7a8WxW3gBwv41a3To;Aufstand;2013-06-28;Gangster Rap Deutsch;1qXg9ck25tBRxeXsj8mbDG;rap;gangster rap;0.471;0.932;-2.84;0.495;0.0599;0.0;0.0695;0.574;125.843;164315;Mayor;G
2u7mxWSeoqTXndK5e08jMp;Nowadays (feat. Landon Cube);Lil Skies;76;0CuYNS755Ow710G2E7aLDE;Life of a Dark Rose;2017-12-12;Sad Trap;7kzKtw5vug3IIxKfLadi8A;rap;trap;0.745;0.646;-6.987;0.17;0.157;0.0;0.338;0.46;79.993;203908;Menor;F#
6WrnSlcN0dzTO80mVVbBto;Do You Want To;Franz Ferdinand;55;3GNG4NPXfTeIGYjZ2FpS6P;You Could Have It So Much Better;2005-10-03;Permanent Wave;6dqoVI7qwYLyNqbg0MPad3;rock;permanent wave;0.412;0.944;-2.896;0.0448;0.0724;0.000493;0.801;0.79;123.091;215000;Mayor;C
4eXGF4fOubY0IhWieQ0OoF;Rock Of Ages;Def Leppard;43;5ab6RIlAGwbVAacV1JIr2d;Pyromania;1983-01-20;Vault: Def Leppard Greatest Hits;6BKqPGcrFMy6TczW0R5Vsz;rock;album rock;0.706;0.785;-7.666;0.041;0.00802;0.0319;0.195;0.636;105.893;247829;Menor;B
