track_id;track_name;track_artist;track_popularity;track_album_id;track_album_name;track_album_release_date
6uSa5iCMwPr10Ftpz8w09b;Love;Musiq Soulchild;54;2RmMKj20xouC3Mqq1CyZ3c;Aijuswanaseing;2000-01-01
6gsmFgUiSTuinJlScwFODv;I Love You;Faith Evans;52;0pP9NBXbbRH2ZJb7fazkZy;Faithfully;2001
7nhbNqmt5VVvVdgOtVqzZB;Te Olvidé;NAIZA;30;0KFVaX4zXCSATk42iYP4gg;Te Olvidé;2020-01-17
1hGy2eLcmC8eKx7qr1tOqx;Beautiful Girls;Sean Kingston;77;71clfVkkopYLrgweVj2cow;Beautiful Girls;2007-07-23
5m4rKNB8wf2Q4oMupdmXFQ;38;KALIM;0;7uyXse5zWL6XRZUtygOoyo;38;2017-09-01
0fTiDOXRNEN0lUeYGoSHml;Somebody;The Chainsmokers;69;6ZvDJs17O3woQirttKRYCG;Sick Boy;2018-12-14
6Qi0Wls2EaolwPMPMxfe5f;Sonnentanz - Sun Don't Shine;Klangkarussell;67;0CoiuzFtZVRk9imDnfate2;Netzwerk;2014-01-01
0g32rSrm5u6VqiPni686Pm;Broken By You;ATRIP;34;2DWCiDIDYLmHCPkOg7AKOH;Silk Sabres;2019-04-05
5mYNiuzRtpGUJZpbBRWrqo;Call Your Name;A.M.T;22;4BlI70rOKFGCNBoeYVxGKt;Call Your Name;2016-05-25
4aAPfEpk7aZitHRZamhptK;Flute Loop (feat. Ouici);Keys N Krates;0;3XNjNIxqlAxkus63k1VnIa;Cura;2018-02-02
3TZlgEx70yynsLjKyPaCfY;No One Else;AMiR;0;1zRJpy01Sq4QleDEN1AW8j;No One Else;2018-02-23
5uLZgToTLTRBXXcekii3Yo;Intoxicated;Hitman Sammy Sam;8;03li45Op7ylSlWrouSReBC;Last Man Standing;2006-09-19
5KawlOMHjWeUjQtnuRs22c;Boy With Luv (feat. Halsey);BTS;85;1AvXa8xFEXtR3hb4bgihIK;MAP OF THE SOUL : PERSONA;2019-04-12
4H5arInh2BLVz94mIibTrv;JAMBO;Takagi & Ketra;70;4G7gRbQb82ilWbMLenRiWi;JAMBO;2019-05-24
41W4YKwP7DPxoplPA2U0PW;Riding Shotgun (feat. Bonnie McKee);Kygo;8;5PwJQShNbsoWSKZ9VPEHTY;Kids in Love;2017-11-03
3PIZD7C258F5taiS9rw9lK;Responsible;Mama Cleo;27;4UWLopGUPt6RWabfDhnYza;Responsible;2019-05-23
58hjBuGWj43LQ6WjN3ZQAK;No Regrets (feat. Krewella);KSHMR;66;15JbJKXrnx0PinFy7e5e7D;No Regrets (feat. Krewella);2019-03-01
0yjsqPohhEH9engTAwqWYR;Sticky Situation;anders;54;2hGGMYaQATSVvNBswx34Be;Sticky Situation;2019-10-17
0JZNuMkU56lRgqbBOOEnUp;Polo A Tierra;Danna Paola;69;7JtHqAkdOwsa3hJ07oSHTM;Polo A Tierra;2019-10-25
16MCjtjOSAnWAAAmQWHP9u;Can't Bring Me Down;Quintino;48;7y1gz2TrhgmryYVhVFgpmd;Can't Bring Me Down;2019-02-08
5z4rXPO6B5SSMVnRfPWb61;Sorry About the Carpet;Agar Agar;45;1S5GLfv8Lmn4vmRMImheVu;The Dog and the Future;2018-09-28
18VfHIPaCo0s6FTi1Fnp6T;Don't Wake Me Up;Chris Brown;62;4AGQTp6rk7v8fPbFu739l7;Fortune (Expanded Edition);2012-07-03
0LtOwyZoSNZKJWHqjzADpW;Feels Like We Only Go Backwards;Tame Impala;75;3C2MFZ2iHotUQOSBzdSvM7;Lonerism;2012-01-01
2Zu0RM1e8qBQDfVIm072ki;Jagodzianki (prod.by Abel de Jong);Malik Montana;62;3WYoVnhqxg6nWZbk1ra5eV;Jagodzianki (prod.by Abel de Jong);2019-04-05
6Js75PRS6otkphpPKtIrcp;Pimp Like Me;D12;0;1goTTgn8yBzKNOCocQcMQy;Devils Night;2001-01-01
6vLwOFz5BYeEJPyvgUea2D;Factory of Faith;Red Hot Chili Peppers;52;5wZtSIvijWCMc1vlPFqAyB;I'm with You;2011-08-29
1HTyaQunwA2CXIiQDp3rAC;Apocalypto;Wasback;26;4Mu8Ltm5gOrWgXv0YL7NcO;Apocalypto;2019-10-11
